Majority.protein.IDs	Gene.names	Razor.unique.peptides	lfq.hdlbp1.dox1	lfq.ctrl2.nodox2	lfq.hdlbp2.dox2	lfq.ctrl3.nodox3	lfq.hdlbp3.dox3	enrichment1	enrichment2	enrichment3	enriched.yes.no	mean_enrichment	mean_lfq
P48163	ME1	2	0	0	12943000	0	0	NA	NA	NA	NA	NA	4314333.33333333
P29084	GTF2E2	2	0	0	0	0	12909000	NA	NA	NA	NA	NA	4303000
Q9Y2D8-2;Q9Y2D8-3;Q9Y2D8	SSX2IP	3	12893000	0	0	0	0	NA	NA	NA	NA	NA	4297666.66666667
Q9H0G5	NSRP1	2	0	0	12825000	0	0	NA	NA	NA	NA	NA	4275000
Q96CB8	INTS12	3	12760000	0	0	0	0	NA	NA	NA	NA	NA	4253333.33333333
Q8NHU6-2;Q8NHU6	TDRD7	2	0	0	12743000	0	0	NA	NA	NA	NA	NA	4247666.66666667
Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3	LRCH1	2	0	0	12740000	0	0	NA	NA	NA	NA	NA	4246666.66666667
Q9ULM3	YEATS2	5	12739000	0	0	0	0	NA	NA	NA	NA	NA	4246333.33333333
Q9UL54-2;Q9UL54-4;Q9UL54;Q7L7X3-3	TAOK2;TAOK1	2	12732000	0	0	0	0	NA	NA	NA	NA	NA	4244000
Q7L2J0	MEPCE	3	0	0	12727000	0	0	NA	NA	NA	NA	NA	4242333.33333333
Q9BSV6	TSEN34	4	0	0	12723000	0	0	NA	NA	NA	NA	NA	4241000
Q9NRC1-6;Q9NRC1-5;Q9NRC1-4;Q9NRC1-3;Q9NRC1-2;Q9NRC1;Q9NRC1-7	ST7	2	0	0	12708000	0	0	NA	NA	NA	NA	NA	4236000
P08574	CYC1	1	0	0	12649000	0	0	NA	NA	NA	NA	NA	4216333.33333333
O43264	ZW10	1	0	0	12615000	0	0	NA	NA	NA	NA	NA	4205000
Q9BZG1-4;Q9BZG1-2;Q9BZG1	RAB34	2	0	0	12606000	0	0	NA	NA	NA	NA	NA	4202000
Q96S59;Q96S59-2	RANBP9	2	0	0	12588000	0	0	NA	NA	NA	NA	NA	4196000
Q96EK9	KTI12	2	12573000	0	0	0	0	NA	NA	NA	NA	NA	4191000
Q92551-2;Q92551	IP6K1	2	0	0	12560000	0	0	NA	NA	NA	NA	NA	4186666.66666667
Q9Y2S7	POLDIP2	4	0	0	12519000	0	0	NA	NA	NA	NA	NA	4173000
Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4;Q9H2P9;Q9H2P9-5	DPH5	2	0	0	0	0	12515000	NA	NA	NA	NA	NA	4171666.66666667
Q15397	KIAA0020	5	0	0	12481000	0	0	NA	NA	NA	NA	NA	4160333.33333333
Q8TEM1	NUP210	2	12395000	0	0	0	0	NA	NA	NA	NA	NA	4131666.66666667
Q13017-2;Q13017	ARHGAP5	2	0	0	12382000	0	0	NA	NA	NA	NA	NA	4127333.33333333
Q9UPU7;Q9UPU7-2	TBC1D2B	4	0	0	12329000	0	0	NA	NA	NA	NA	NA	4109666.66666667
Q9NVA1-2;Q9NVA1;Q9NVA1-5;Q9NVA1-4	UQCC1	2	0	0	12327000	0	0	NA	NA	NA	NA	NA	4109000
Q96DT7-4;Q96DT7-3;Q96DT7-2;Q96DT7	ZBTB10	1	12326000	0	0	0	0	NA	NA	NA	NA	NA	4108666.66666667
Q9Y4P3	TBL2	2	12305000	0	0	0	0	NA	NA	NA	NA	NA	4101666.66666667
Q8IZV5	RDH10	3	0	0	0	0	12280000	NA	NA	NA	NA	NA	4093333.33333333
Q9NPF5	DMAP1	1	0	0	12264000	0	0	NA	NA	NA	NA	NA	4088000
O15344-2;O15344	MID1	2	0	0	12240000	0	0	NA	NA	NA	NA	NA	4080000
Q5VT06	CEP350	2	12236000	0	0	0	0	NA	NA	NA	NA	NA	4078666.66666667
Q9Y2I1-4;Q9Y2I1-3;Q9Y2I1	NISCH	2	12232000	0	0	0	0	NA	NA	NA	NA	NA	4077333.33333333
Q13686	ALKBH1	1	12176000	0	0	0	0	NA	NA	NA	NA	NA	4058666.66666667
Q3SY69;Q3SY69-3	ALDH1L2	3	12168000	0	0	0	0	NA	NA	NA	NA	NA	4056000
A6NDU8	C5orf51	2	0	0	12167000	0	0	NA	NA	NA	NA	NA	4055666.66666667
Q9UBI9	HECA	3	0	0	12154000	0	0	NA	NA	NA	NA	NA	4051333.33333333
P26038	MSN	2	12149000	0	0	0	0	NA	NA	NA	NA	NA	4049666.66666667
Q96JG6;Q96JG6-3;Q96JG6-2	CCDC132	7	0	0	0	0	12144000	NA	NA	NA	NA	NA	4048000
Q9Y6H1;Q5T1J5	CHCHD2;CHCHD2P9	1	0	0	12058000	0	0	NA	NA	NA	NA	NA	4019333.33333333
P13984	GTF2F2	3	0	0	12023000	0	0	NA	NA	NA	NA	NA	4007666.66666667
Q8TF40-3;Q8TF40;Q8TF40-2	FNIP1	3	0	0	11894000	0	0	NA	NA	NA	NA	NA	3964666.66666667
Q6ZRP7	QSOX2	1	0	0	11793000	0	0	NA	NA	NA	NA	NA	3931000
O60879-2;O60879-3;O60879	DIAPH2	2	11790000	0	0	0	0	NA	NA	NA	NA	NA	3930000
O95490-2;O95490-5;O95490;O95490-7;O95490-6;O95490-3;O95490-4;O94910-2;O94910	LPHN2;LPHN1	2	11756000	0	0	0	0	NA	NA	NA	NA	NA	3918666.66666667
Q53H12	AGK	2	11721000	7068700	0	0	0	1.65815496484502	0	NA	NA	NA	3907000
Q96G03	PGM2	1	0	0	11715000	0	0	NA	NA	NA	NA	NA	3905000
O95639-3;O95639-2;O95639	CPSF4	2	0	0	11641000	0	0	NA	NA	NA	NA	NA	3880333.33333333
Q86X10-2;Q86X10-3;Q86X10	RALGAPB	1	0	0	11564000	0	0	NA	NA	NA	NA	NA	3854666.66666667
Q8NFH3	NUP43	2	0	0	0	0	11523000	NA	NA	NA	NA	NA	3841000
Q96CS2;Q96CS2-2	HAUS1	2	0	0	11522000	0	0	NA	NA	NA	NA	NA	3840666.66666667
Q9H4L5-2;Q9H4L5;Q9H4L5-6;Q9H4L5-5;Q9H4L5-4;Q9H4L5-3	OSBPL3	2	11521000	0	0	0	0	NA	NA	NA	NA	NA	3840333.33333333
O95251-3;O95251-5;O95251-2;O95251-4;O95251	KAT7	2	0	0	11489000	0	0	NA	NA	NA	NA	NA	3829666.66666667
Q8TB52	FBXO30	2	0	0	11445000	0	0	NA	NA	NA	NA	NA	3815000
Q8TCN5	ZNF507	1	0	0	11421000	0	0	NA	NA	NA	NA	NA	3807000
P03891	MT-ND2	1	0	0	11384000	0	0	NA	NA	NA	NA	NA	3794666.66666667
B7ZAQ6-2;B7ZAQ6-3;P0CG08;B7ZAQ6;A6NKF9	GPR89A;GPR89B;GPR89C	4	0	0	11352000	0	0	NA	NA	NA	NA	NA	3784000
Q7Z3E5-2;Q7Z3E5	ARMC9	2	0	0	11303000	0	0	NA	NA	NA	NA	NA	3767666.66666667
Q04759-2;Q04759	PRKCQ	2	11293000	0	0	0	0	NA	NA	NA	NA	NA	3764333.33333333
Q9NSY1-2;Q9NSY1-3;Q9NSY1	BMP2K	1	0	0	0	0	11272000	NA	NA	NA	NA	NA	3757333.33333333
Q8N4T4-2;Q8N4T4-4;Q8N4T4	ARHGEF39	1	0	0	0	0	11240000	NA	NA	NA	NA	NA	3746666.66666667
Q8NCE2-2;Q8NCE2;Q8NCE2-3	MTMR14	3	0	0	0	0	11221000	NA	NA	NA	NA	NA	3740333.33333333
Q96EY7;Q96EY7-2	PTCD3	2	0	0	11173000	0	0	NA	NA	NA	NA	NA	3724333.33333333
Q14674;Q14674-2	ESPL1	8	0	0	0	0	11121000	NA	NA	NA	NA	NA	3707000
Q5SYE7-2;Q5SYE7	NHSL1	1	11114000	0	0	0	0	NA	NA	NA	NA	NA	3704666.66666667
Q9UBD5;Q9UBD5-2;Q9UBD5-3	ORC3	4	0	8893000	11112000	0	0	0	1.24952209603059	NA	NA	NA	3704000
Q13576;Q13576-2	IQGAP2	4	0	0	11110000	0	0	NA	NA	NA	NA	NA	3703333.33333333
Q86U42-2;Q86U42;Q92843-2	PABPN1	2	0	0	0	0	11080000	NA	NA	NA	NA	NA	3693333.33333333
P35221;P35221-2;P26232-4;P26232-6;Q9UI47;P26232-2;P26232-5;P26232	CTNNA1;CTNNA2;CTNNA3	2	0	0	11077000	0	0	NA	NA	NA	NA	NA	3692333.33333333
P10321;Q31612	HLA-C;HLA-B	3	0	0	11062000	0	0	NA	NA	NA	NA	NA	3687333.33333333
Q92541	RTF1	1	0	0	11061000	0	0	NA	NA	NA	NA	NA	3687000
P38571-2;P38571	LIPA	1	0	0	11060000	0	0	NA	NA	NA	NA	NA	3686666.66666667
Q9Y2H1	STK38L	3	0	0	11011000	0	0	NA	NA	NA	NA	NA	3670333.33333333
Q9BTV5	FSD1	1	0	0	10994000	0	0	NA	NA	NA	NA	NA	3664666.66666667
Q9UBK8-2;Q9UBK8	MTRR	2	0	0	10977000	0	0	NA	NA	NA	NA	NA	3659000
Q9HBF4	ZFYVE1	3	0	0	10870000	0	0	NA	NA	NA	NA	NA	3623333.33333333
Q9NRM2	ZNF277	4	0	0	10869000	0	0	NA	NA	NA	NA	NA	3623000
Q96PV7-2;Q96PV7	FAM193B	3	0	0	10802000	0	0	NA	NA	NA	NA	NA	3600666.66666667
Q9BT23	LIMD2	1	0	0	0	0	10779000	NA	NA	NA	NA	NA	3593000
Q8NFP9	NBEA	4	0	0	10773000	0	0	NA	NA	NA	NA	NA	3591000
O14965	AURKA	2	10734000	0	0	0	0	NA	NA	NA	NA	NA	3578000
Q9HC62	SENP2	2	0	0	10692000	0	0	NA	NA	NA	NA	NA	3564000
Q96QE3;Q96QE3-2	ATAD5	3	0	0	10687000	0	0	NA	NA	NA	NA	NA	3562333.33333333
Q14999;Q14999-2	CUL7	1	0	0	10678000	0	0	NA	NA	NA	NA	NA	3559333.33333333
O60443	DFNA5	1	0	0	10672000	0	0	NA	NA	NA	NA	NA	3557333.33333333
Q9Y6W5;Q9Y6W5-2	WASF2	4	0	0	0	0	10606000	NA	NA	NA	NA	NA	3535333.33333333
Q6ZNW5	GDPGP1	2	0	0	10595000	0	0	NA	NA	NA	NA	NA	3531666.66666667
Q9NUL7	DDX28	2	10564000	0	0	0	0	NA	NA	NA	NA	NA	3521333.33333333
Q6ZXV5-2;Q6ZXV5	TMTC3	7	0	0	0	0	10540000	NA	NA	NA	NA	NA	3513333.33333333
Q9BRA0;Q9BRA0-2	NAA38	1	0	0	10535000	0	0	NA	NA	NA	NA	NA	3511666.66666667
P59780	AP3S2	2	0	0	0	0	10522000	NA	NA	NA	NA	NA	3507333.33333333
Q8IVT5-3;Q8IVT5-2;Q8IVT5;Q6VAB6-2;Q6VAB6	KSR1;KSR2	2	10479000	0	0	0	0	NA	NA	NA	NA	NA	3493000
Q14692	BMS1	4	10463000	0	0	0	0	NA	NA	NA	NA	NA	3487666.66666667
P41229-2;P41229;P41229-4;Q9BY66-2;P41229-3;Q9BY66;Q9BY66-3	KDM5C;KDM5D	2	0	0	10450000	0	0	NA	NA	NA	NA	NA	3483333.33333333
Q6UXB0-2;Q6UXB0	FAM131A	1	0	0	10406000	0	0	NA	NA	NA	NA	NA	3468666.66666667
Q6PCE3	PGM2L1	5	0	0	10397000	0	0	NA	NA	NA	NA	NA	3465666.66666667
Q99543-2;Q99543	DNAJC2	2	10354000	0	0	0	0	NA	NA	NA	NA	NA	3451333.33333333
O75146	HIP1R	2	0	0	10329000	0	0	NA	NA	NA	NA	NA	3443000
Q9NYI0-2;Q9NYI0;Q9NYI0-3	PSD3	2	0	0	10268000	0	0	NA	NA	NA	NA	NA	3422666.66666667
Q8IVF2-3;Q8IVF2	AHNAK2	3	0	0	10261000	0	0	NA	NA	NA	NA	NA	3420333.33333333
Q9NZ52-2;Q9NZ52;Q9NZ52-3	GGA3	4	0	0	10249000	0	0	NA	NA	NA	NA	NA	3416333.33333333
Q9Y6I3-3;Q9Y6I3;Q9Y6I3-1	EPN1	2	0	0	10248000	0	0	NA	NA	NA	NA	NA	3416000
O43933	PEX1	2	10242000	0	0	0	0	NA	NA	NA	NA	NA	3414000
Q68DI1	ZNF776	1	0	0	10216000	0	0	NA	NA	NA	NA	NA	3405333.33333333
Q99550-2;Q99550	MPHOSPH9	2	10213000	0	0	0	0	NA	NA	NA	NA	NA	3404333.33333333
Q9Y2I8	WDR37	4	0	0	10189000	0	0	NA	NA	NA	NA	NA	3396333.33333333
Q9P0I2;Q9P0I2-2	EMC3	3	0	0	10181000	0	0	NA	NA	NA	NA	NA	3393666.66666667
P46926;Q8TDQ7-3;Q8TDQ7-2;Q8TDQ7	GNPDA1;GNPDA2	2	0	0	10172000	0	0	NA	NA	NA	NA	NA	3390666.66666667
P45973	CBX5	1	0	0	10171000	0	0	NA	NA	NA	NA	NA	3390333.33333333
Q92604	LPGAT1	3	0	0	0	0	10157000	NA	NA	NA	NA	NA	3385666.66666667
Q86US8;Q86US8-2	SMG6	2	0	0	10150000	0	0	NA	NA	NA	NA	NA	3383333.33333333
Q9UBT7-3;Q9UBT7-2;Q9UBT7	CTNNAL1	1	0	0	10138000	0	0	NA	NA	NA	NA	NA	3379333.33333333
Q05655;Q05655-2	PRKCD	2	10133000	0	0	0	0	NA	NA	NA	NA	NA	3377666.66666667
Q9Y3A3-3;Q9Y3A3;Q9Y3A3-2	MOB4	3	0	0	0	0	10123000	NA	NA	NA	NA	NA	3374333.33333333
Q9BPZ7-5;Q9BPZ7-6;Q9BPZ7-3;Q9BPZ7-2;Q9BPZ7	MAPKAP1	1	0	0	10077000	0	0	NA	NA	NA	NA	NA	3359000
Q15652-2;Q15652-3;Q15652	JMJD1C	3	10075000	0	0	0	0	NA	NA	NA	NA	NA	3358333.33333333
O95147	DUSP14	1	0	0	10038000	0	0	NA	NA	NA	NA	NA	3346000
Q86SJ6;Q86SJ6-2	DSG4	1	0	0	0	0	10021000	NA	NA	NA	NA	NA	3340333.33333333
O75394	MRPL33	1	0	0	10016000	0	0	NA	NA	NA	NA	NA	3338666.66666667
P03923	MT-ND6	1	0	0	0	0	9991400	NA	NA	NA	NA	NA	3330466.66666667
Q9UJC3	HOOK1	3	9987300	0	0	0	0	NA	NA	NA	NA	NA	3329100
Q8N5I9	C12orf45	6	0	0	0	0	9971000	NA	NA	NA	NA	NA	3323666.66666667
O14777	NDC80	3	9868100	0	0	0	0	NA	NA	NA	NA	NA	3289366.66666667
Q9UNI6	DUSP12	1	0	0	9850800	0	0	NA	NA	NA	NA	NA	3283600
P18440	NAT1	2	9830500	0	0	0	0	NA	NA	NA	NA	NA	3276833.33333333
O75448-2;O75448	MED24	3	9820500	0	0	0	0	NA	NA	NA	NA	NA	3273500
O43447	PPIH	2	0	0	0	0	9692600	NA	NA	NA	NA	NA	3230866.66666667
Q15061	WDR43	3	0	0	9684200	0	0	NA	NA	NA	NA	NA	3228066.66666667
O14908;O14908-2	GIPC1	4	0	0	9677000	0	0	NA	NA	NA	NA	NA	3225666.66666667
P61421	ATP6V0D1	2	0	0	0	0	9599600	NA	NA	NA	NA	NA	3199866.66666667
Q9Y282-2;Q9Y282;Q9Y282-3	ERGIC3	1	0	0	0	0	9578700	NA	NA	NA	NA	NA	3192900
Q99459	CDC5L	3	0	0	9555000	0	0	NA	NA	NA	NA	NA	3185000
Q9UK41;Q9UK41-2	VPS28	2	9545600	0	0	0	0	NA	NA	NA	NA	NA	3181866.66666667
Q92845-2;Q92845	KIFAP3	3	0	0	9516100	0	0	NA	NA	NA	NA	NA	3172033.33333333
P15884-6;P15884-2;P15884-9;P15884-8;P15884-7;P15884-11;P15884-5;P15884-4;P15884-10;P15884;P15884-3;Q99081-2;Q99081;Q99081-3	TCF4;TCF12	2	0	0	9420500	0	0	NA	NA	NA	NA	NA	3140166.66666667
Q8NBN3-3;Q8NBN3	TMEM87A	1	9414900	0	0	0	0	NA	NA	NA	NA	NA	3138300
O14717-2;O14717;O14717-3	TRDMT1	2	0	0	9411900	0	0	NA	NA	NA	NA	NA	3137300
Q6PCB7	SLC27A1	1	9404100	0	0	0	0	NA	NA	NA	NA	NA	3134700
Q6KC79-2;Q6KC79	NIPBL	3	9396700	0	0	0	0	NA	NA	NA	NA	NA	3132233.33333333
Q6UXN9	WDR82	3	0	0	9382300	0	0	NA	NA	NA	NA	NA	3127433.33333333
Q9UNL2	SSR3	1	0	0	9371800	0	0	NA	NA	NA	NA	NA	3123933.33333333
Q9HBK9	AS3MT	1	0	0	0	0	9367200	NA	NA	NA	NA	NA	3122400
P53384-2;P53384	NUBP1	1	0	0	0	0	9354400	NA	NA	NA	NA	NA	3118133.33333333
Q15833-2;Q15833	STXBP2	1	0	0	9341900	0	0	NA	NA	NA	NA	NA	3113966.66666667
Q9Y4A5-2;Q9Y4A5	TRRAP	5	0	0	9316800	0	0	NA	NA	NA	NA	NA	3105600
Q9P000-2;Q9P000	COMMD9	1	0	0	9287500	0	0	NA	NA	NA	NA	NA	3095833.33333333
Q6PD74	AAGAB	2	0	0	9281000	0	0	NA	NA	NA	NA	NA	3093666.66666667
Q13614-2;Q13614	MTMR2	3	0	0	9256700	0	0	NA	NA	NA	NA	NA	3085566.66666667
Q9BZV1-2;Q9BZV1	UBXN6	1	0	0	9251400	0	0	NA	NA	NA	NA	NA	3083800
Q9P1Y5;Q9P1Y5-2	CAMSAP3	2	9216500	0	0	0	0	NA	NA	NA	NA	NA	3072166.66666667
O43504	LAMTOR5	1	0	0	0	0	9175600	NA	NA	NA	NA	NA	3058533.33333333
P42696-2;P42696	RBM34	2	0	0	0	0	9175300	NA	NA	NA	NA	NA	3058433.33333333
Q9Y587	AP4S1	1	0	0	9152800	0	0	NA	NA	NA	NA	NA	3050933.33333333
Q5SQN1-2;Q5SQN1;Q5SQN1-3;Q5SQN1-4	SNAP47	2	9120900	0	0	0	0	NA	NA	NA	NA	NA	3040300
Q10567-4;Q10567-3;Q10567-2;Q10567	AP1B1	1	0	0	9113100	0	0	NA	NA	NA	NA	NA	3037700
P82673;P82673-2	MRPS35	2	0	0	9105600	0	0	NA	NA	NA	NA	NA	3035200
Q96N66-3;Q96N66-2;Q96N66	MBOAT7	1	9070800	0	0	0	0	NA	NA	NA	NA	NA	3023600
Q6BDS2	UHRF1BP1	2	0	0	9039600	0	0	NA	NA	NA	NA	NA	3013200
Q6PJT7-4;Q6PJT7-3;Q6PJT7-5;Q6PJT7-9;Q6PJT7-2;Q6PJT7	ZC3H14	2	9015400	0	0	0	0	NA	NA	NA	NA	NA	3005133.33333333
Q86TI0;Q86TI0-2	TBC1D1	2	8896000	0	0	0	0	NA	NA	NA	NA	NA	2965333.33333333
Q8WUQ7;Q8WUQ7-2	CACTIN	1	0	0	8867900	0	0	NA	NA	NA	NA	NA	2955966.66666667
Q8IUW3-2;Q8IUW3	SPATA2L	1	8850400	0	0	0	0	NA	NA	NA	NA	NA	2950133.33333333
Q9NSK0;Q9NSK0-3	KLC4	2	8844600	0	0	0	0	NA	NA	NA	NA	NA	2948200
P28290-2;P28290-3;P28290	SSFA2	2	0	0	8839900	0	0	NA	NA	NA	NA	NA	2946633.33333333
Q9ULX3	NOB1	2	0	0	0	0	8835200	NA	NA	NA	NA	NA	2945066.66666667
O75832-2;O75832	PSMD10	1	0	0	8833900	0	0	NA	NA	NA	NA	NA	2944633.33333333
Q13627-3;Q13627-4;Q13627-5;Q9Y463-2;Q9Y463-3;Q9Y463;Q13627-2;Q13627	DYRK1A;DYRK1B	1	0	0	8777900	0	0	NA	NA	NA	NA	NA	2925966.66666667
Q6NW29	RWDD4	2	0	0	8736800	0	0	NA	NA	NA	NA	NA	2912266.66666667
Q8IY31-4;Q8IY31;Q8IY31-3;Q8IY31-2	IFT20	1	8715700	0	0	0	0	NA	NA	NA	NA	NA	2905233.33333333
Q9H0H0	INTS2	1	0	0	8685100	0	0	NA	NA	NA	NA	NA	2895033.33333333
P05549-5;P05549;Q6VUC0;Q92481;Q92481-2	TFAP2A;TFAP2E;TFAP2B	1	0	0	8663700	0	0	NA	NA	NA	NA	NA	2887900
Q8WWQ0	PHIP	2	8661000	0	0	0	0	NA	NA	NA	NA	NA	2887000
Q86YV9	HPS6	2	8656600	0	0	0	0	NA	NA	NA	NA	NA	2885533.33333333
Q8WXE9;Q8WXE9-3	STON2	1	8649600	0	0	0	0	NA	NA	NA	NA	NA	2883200
Q9Y2K5-2;Q9Y2K5	R3HDM2	1	8636400	0	0	0	0	NA	NA	NA	NA	NA	2878800
Q5TCX8-2;Q5TCX8	MLK4	1	0	0	8595500	0	0	NA	NA	NA	NA	NA	2865166.66666667
Q8TEQ0-2;Q8TEQ0	SNX29	1	0	0	8550800	0	0	NA	NA	NA	NA	NA	2850266.66666667
O94915;O94915-2	FRYL	2	0	0	8486800	0	0	NA	NA	NA	NA	NA	2828933.33333333
P50395;P31150;P50395-2	GDI2;GDI1	3	0	0	8485800	0	0	NA	NA	NA	NA	NA	2828600
Q13286-5;Q13286-4;Q13286-2;Q13286-3;Q13286	CLN3	1	0	0	8451800	0	0	NA	NA	NA	NA	NA	2817266.66666667
P35610;P35610-3;P35610-2	SOAT1	2	8413400	0	0	0	0	NA	NA	NA	NA	NA	2804466.66666667
P53041	PPP5C	2	8395800	0	0	0	0	NA	NA	NA	NA	NA	2798600
Q13015	MLLT11	1	0	0	8370300	0	0	NA	NA	NA	NA	NA	2790100
Q9P0T7	TMEM9	1	0	0	0	0	8370100	NA	NA	NA	NA	NA	2790033.33333333
Q9NQA3;C4AMC7;Q6VEQ5	WASH6P;WASH3P;WASH2P	1	0	0	8367700	0	0	NA	NA	NA	NA	NA	2789233.33333333
Q8NEL9-3;Q8NEL9-2;Q8NEL9-4;Q8NEL9	DDHD1	2	8348200	0	0	0	0	NA	NA	NA	NA	NA	2782733.33333333
P62820;P62820-2	RAB1A	3	0	0	8342900	0	0	NA	NA	NA	NA	NA	2780966.66666667
Q5QJ74	TBCEL	2	0	0	0	0	8325900	NA	NA	NA	NA	NA	2775300
Q96QU8	XPO6	2	0	0	8311000	0	0	NA	NA	NA	NA	NA	2770333.33333333
A2RUB6;A2RUB6-3	CCDC66	3	8300600	0	0	0	0	NA	NA	NA	NA	NA	2766866.66666667
Q14686	NCOA6	3	0	0	8251400	0	0	NA	NA	NA	NA	NA	2750466.66666667
Q29RF7	PDS5A	2	0	0	8250800	0	0	NA	NA	NA	NA	NA	2750266.66666667
Q16186	ADRM1	3	0	0	8243400	0	0	NA	NA	NA	NA	NA	2747800
Q5SRH9-2;Q5SRH9-4;Q5SRH9	TTC39A	1	8235900	0	0	0	0	NA	NA	NA	NA	NA	2745300
P57737-2;P57737;P57737-3	CORO7	2	0	0	8231400	0	0	NA	NA	NA	NA	NA	2743800
Q15633-2;Q15633	TARBP2	2	8230900	0	0	0	0	NA	NA	NA	NA	NA	2743633.33333333
Q9H4A5;Q9H4A6	GOLPH3L;GOLPH3	1	0	0	0	0	8223300	NA	NA	NA	NA	NA	2741100
Q9HC77	CENPJ	2	8191000	0	0	0	0	NA	NA	NA	NA	NA	2730333.33333333
Q9Y6I9	TEX264	1	0	0	0	0	8190200	NA	NA	NA	NA	NA	2730066.66666667
Q07960	ARHGAP1	1	0	0	8187900	0	0	NA	NA	NA	NA	NA	2729300
Q6A1A2;O15530-5;O15530-2;O15530-3;O15530;O15530-4	PDPK2P;PDPK1	2	0	0	8163500	0	0	NA	NA	NA	NA	NA	2721166.66666667
Q96P47;Q96P47-2;Q96P47-4;Q96P47-3	AGAP3	2	8161900	0	0	0	0	NA	NA	NA	NA	NA	2720633.33333333
O75934	BCAS2	2	0	0	8154300	0	0	NA	NA	NA	NA	NA	2718100
P24539	ATP5F1	2	0	0	8145000	0	0	NA	NA	NA	NA	NA	2715000
Q9NQT8	KIF13B	4	8082500	0	0	0	0	NA	NA	NA	NA	NA	2694166.66666667
Q8WXF7-2;Q8WXF7	ATL1	2	8070900	0	0	0	0	NA	NA	NA	NA	NA	2690300
O75061-4;O75061;O75061-2;O75061-3	DNAJC6	2	0	0	8049500	0	0	NA	NA	NA	NA	NA	2683166.66666667
Q13895	BYSL	4	0	0	8047000	0	0	NA	NA	NA	NA	NA	2682333.33333333
Q96EE3;Q96EE3-1	SEH1L	1	0	0	8008800	0	0	NA	NA	NA	NA	NA	2669600
Q9H116	GZF1	1	0	0	8008400	0	0	NA	NA	NA	NA	NA	2669466.66666667
P82979	SARNP	1	0	0	7975400	0	0	NA	NA	NA	NA	NA	2658466.66666667
Q3KQU3-3;Q3KQU3-2;Q3KQU3-4;Q3KQU3	MAP7D1	1	0	0	7944900	0	0	NA	NA	NA	NA	NA	2648300
Q8IU60-2;Q8IU60	DCP2	4	0	0	0	0	7937900	NA	NA	NA	NA	NA	2645966.66666667
Q9UK61-3;Q9UK61-4;Q9UK61;Q9UK61-2	FAM208A	6	7931400	0	0	0	0	NA	NA	NA	NA	NA	2643800
Q53EL6-2;Q53EL6	PDCD4	3	0	0	0	0	7879300	NA	NA	NA	NA	NA	2626433.33333333
Q504Q3-2;Q504Q3-3;Q504Q3	PAN2	3	0	0	7845600	0	0	NA	NA	NA	NA	NA	2615200
O15066	KIF3B	2	7830500	0	0	0	0	NA	NA	NA	NA	NA	2610166.66666667
Q9Y3R0-3;Q9Y3R0-2;Q9Y3R0	GRIP1	3	7801500	0	0	0	0	NA	NA	NA	NA	NA	2600500
Q96A73-2;Q96A73;Q96A73-3	KIAA1191	3	0	0	0	0	7791300	NA	NA	NA	NA	NA	2597100
Q8IX07	ZFPM1	1	0	0	7786700	0	0	NA	NA	NA	NA	NA	2595566.66666667
O60925	PFDN1	1	0	0	0	0	7751000	NA	NA	NA	NA	NA	2583666.66666667
P63208;P63208-2	SKP1	5	7725500	0	0	0	0	NA	NA	NA	NA	NA	2575166.66666667
Q9NWU5-2;Q9NWU5-3;Q9NWU5	MRPL22	2	0	0	7714500	0	0	NA	NA	NA	NA	NA	2571500
Q92574;Q92574-2	TSC1	2	7660400	0	0	0	0	NA	NA	NA	NA	NA	2553466.66666667
O15160-2;O15160	POLR1C	2	0	0	0	0	7646500	NA	NA	NA	NA	NA	2548833.33333333
O75891;O75891-2	ALDH1L1	1	0	0	0	0	7605400	NA	NA	NA	NA	NA	2535133.33333333
Q58A45-2;Q58A45-3;Q58A45	PAN3	3	0	0	0	0	7448100	NA	NA	NA	NA	NA	2482700
Q9NVH0-2;Q9NVH0	EXD2	1	7437900	0	0	0	0	NA	NA	NA	NA	NA	2479300
Q5SW96	LDLRAP1	1	0	0	7431400	0	0	NA	NA	NA	NA	NA	2477133.33333333
Q86VS8	HOOK3	1	0	0	7352700	0	0	NA	NA	NA	NA	NA	2450900
Q8IXH7-4;Q8IXH7	NELFCD	4	0	0	7284600	0	0	NA	NA	NA	NA	NA	2428200
Q8NDC4;Q8NDC4-2	MORN4	2	0	0	0	0	7284400	NA	NA	NA	NA	NA	2428133.33333333
Q7Z3E2	CCDC186	1	0	0	7277000	0	0	NA	NA	NA	NA	NA	2425666.66666667
Q8WYA0-3;Q8WYA0	IFT81	3	7271200	0	0	0	0	NA	NA	NA	NA	NA	2423733.33333333
Q8IYI6	EXOC8	1	0	0	7260500	0	0	NA	NA	NA	NA	NA	2420166.66666667
Q6UVY6;Q6UVY6-2	MOXD1	2	0	0	0	0	7254800	NA	NA	NA	NA	NA	2418266.66666667
P41214	EIF2D	1	7251900	0	0	0	0	NA	NA	NA	NA	NA	2417300
O15379;O15379-2	HDAC3	1	7233100	0	0	0	0	NA	NA	NA	NA	NA	2411033.33333333
Q0VGL1	LAMTOR4	2	0	0	7226100	0	0	NA	NA	NA	NA	NA	2408700
