chr1	start1	stop1	cluster_id1	tc_rep1	strand	uniq_reads1	ccr1	chr2	start2	stop2	cluster_id2	tc_rep2	uniq_reads2	ccr2	overlap_nt	gene	region
chr4	151124966	151124990	CID_2191174	5	+	6	151124974	chr4	151124966	151124990	CID_1553677	3	5	151124970	24	DCLK2	CDS
chr4	151443701	151443724	CID_2191384	102	-	147	151443721	chr4	151443701	151443722	CID_1553826	127	192	151443721	21	LRBA	CDS
chr4	154178650	154178684	CID_2193502	7	+	7	154178664	chr4	154178650	154178684	CID_1555324	3	6	154178659	34	TRIM2	UTR5
chr4	154504768	154504806	CID_2193815	25	+	37	154504803	chr4	154504768	154504806	CID_1555537	15	18	154504793	38	KIAA0922	CDS
chr4	154507367	154507420	CID_2193822	8	+	13	154507388	chr4	154507361	154507427	CID_1555543	4	6	154507381	53	KIAA0922	CDS
chr4	154523762	154523879	CID_2193856	22	+	37	154523780	chr4	154523769	154523875	CID_1555568	5	9	154523770	106	KIAA0922	CDS
chr4	157693967	157694025	CID_2196034	10	-	17	157693982	chr4	157693960	157694017	CID_1557059	4	6	157693992	50	PDGFC	CDS
chr4	158057799	158057825	CID_2196273	15	+	24	158057812	chr4	158057799	158057825	CID_1557217	6	12	158057819	26	GLRB	CDS
chr4	158065042	158065087	CID_2196284	38	+	72	158065059	chr4	158065052	158065093	CID_1557225	17	36	158065069	35	GLRB	CDS
chr4	159624679	159624717	CID_2197244	9	+	12	159624696	chr4	159624669	159624736	CID_1557838	8	9	159624705	38	ETFDH	CDS
chr4	164061388	164061411	CID_2199898	10	-	14	164061399	chr4	164061377	164061415	CID_1559548	5	7	164061393	23	NAF1	CDS
chr4	164085368	164085407	CID_2199925	8	-	9	164085401	chr4	164085368	164085436	CID_1559565	2	6	164085396	39	NAF1	CDS
chr4	164085414	164085525	CID_2199928	405	-	614	164085497	chr4	164085450	164085529	CID_1559567	201	308	164085497	75	NAF1	CDS
chr4	164087515	164087627	CID_2199932	23	-	38	164087528	chr4	164087515	164087578	CID_1559568	10	20	164087528	63	NAF1	CDS
chr4	166009620	166009753	CID_2201095	39	-	60	166009667	chr4	166009620	166009743	CID_1560377	12	20	166009660	123	TMEM192	CDS
chr4	166024114	166024217	CID_2201104	52	-	86	166024178	chr4	166024114	166024202	CID_1560388	23	38	166024175	88	TMEM192	CDS
chr4	166300470	166300681	CID_2201322	64	+	96	166300600	chr4	166300488	166300676	CID_1560528	51	68	166300600	188	CPE	CDS
chr4	166385543	166385726	CID_2201399	199	+	274	166385685	chr4	166385542	166385721	CID_1560582	106	158	166385685	178	CPE	CDS
chr4	166388840	166388935	CID_2201400	41	+	57	166388849	chr4	166388840	166389007	CID_1560584	42	63	166388857	95	CPE	CDS
chr4	166405575	166405735	CID_2201417	204	+	296	166405635	chr4	166405574	166405739	CID_1560593	179	239	166405643	160	CPE	CDS
chr4	166414323	166414422	CID_2201426	32	+	39	166414371	chr4	166414334	166414398	CID_1560604	24	28	166414371	64	CPE	CDS
chr4	166416723	166416797	CID_2201429	32	+	50	166416759	chr4	166416711	166416821	CID_1560612	39	49	166416758	74	CPE	CDS
chr4	170581478	170581523	CID_2204107	6	+	8	170581482	chr4	170581478	170581517	CID_1562426	3	5	170581485	39	CLCN3	CDS
chr4	170618819	170618861	CID_2204136	10	+	15	170618846	chr4	170618834	170618861	CID_1562454	5	5	170618856	27	CLCN3	CDS
chr4	170628332	170628371	CID_2204146	5	+	5	170628342	chr4	170628310	170628371	CID_1562469	5	8	170628348	39	CLCN3	CDS
chr4	170643477	170643509	CID_2204182	3	+	5	170643498	chr4	170643477	170643509	CID_1562499	4	6	170643506	32	CLCN3	UTR3
chr4	174213282	174213324	CID_2206343	13	+	16	174213286	chr4	174213282	174213343	CID_1563950	13	16	174213286	42	GALNT7	CDS
chr4	174216547	174216615	CID_2206349	18	+	20	174216572	chr4	174216559	174216610	CID_1563956	7	8	174216572	51	GALNT7	CDS
chr4	174225153	174225266	CID_2206368	21	+	30	174225210	chr4	174225193	174225266	CID_1563972	8	12	174225208	73	GALNT7	CDS
chr4	174235116	174235224	CID_2206377	20	+	26	174235186	chr4	174235116	174235239	CID_1563978	15	21	174235187	108	GALNT7	CDS
chr4	174242737	174242847	CID_2206388	15	+	18	174242811	chr4	174242742	174242840	CID_1563986	12	18	174242811	98	GALNT7	CDS
chr4	174242873	174242906	CID_2206389	7	+	21	174242879	chr4	174242873	174242901	CID_1563987	5	9	174242879	28	GALNT7	UTR3
chr4	174253168	174253235	CID_2206425	37	-	44	174253228	chr4	174253200	174253253	CID_1564016	13	13	174253228	35	HMGB2	stop
chr4	174254035	174254096	CID_2206431	17	-	24	174254076	chr4	174254031	174254141	CID_1564022	13	25	174254081	61	HMGB2	CDS
chr4	177245359	177245409	CID_2208430	14	+	18	177245404	chr4	177245340	177245409	CID_1565378	7	9	177245404	50	SPCS3	CDS
chr4	177249390	177249469	CID_2208436	35	+	57	177249404	chr4	177249352	177249469	CID_1565383	38	61	177249414	79	SPCS3	CDS
chr4	177249475	177249564	CID_2208437	78	+	94	177249530	chr4	177249475	177249564	CID_1565384	56	69	177249530	89	SPCS3	stop
chr4	177249635	177249671	CID_2208438	6	+	6	177249667	chr4	177249635	177249700	CID_1565385	5	6	177249661	36	SPCS3	UTR3
chr4	178263776	178263804	CID_2209063	1	+	242	178263783	chr4	178263774	178263804	CID_1565778	2	206	178263793	28	NEIL3	CDS
chr4	178352928	178352952	CID_2209128	6	-	6	178352942	chr4	178352928	178352952	CID_1565824	5	5	178352941	24	AGA	CDS
chr4	183594278	183594327	CID_2212321	20	+	42	183594297	chr4	183594268	183594345	CID_1568034	16	19	183594292	49	TENM3	CDS
chr4	183717828	183717891	CID_2212471	4	+	7	183717852	chr4	183717835	183717885	CID_1568156	3	5	183717852	50	TENM3	CDS
chr4	185646114	185646155	CID_2214215	25	-	38	185646136	chr4	185646124	185646183	CID_1569484	14	24	185646136	31	MLF1IP	CDS
chr4	186111799	186111845	CID_2214679	32	-	55	186111807	chr4	186111799	186111841	CID_1569826	15	29	186111816	42	KIAA1430	CDS
chr4	187510225	187510315	CID_2215928	8	-	10	187510234	chr4	187510219	187510300	CID_1570668	8	10	187510239	75	FAT1	CDS
chr4	187524501	187524569	CID_2215967	33	-	42	187524547	chr4	187524501	187524569	CID_1570705	14	20	187524546	68	FAT1	CDS
chr4	187524701	187524779	CID_2215970	4	-	10	187524730	chr4	187524710	187524770	CID_1570708	3	5	187524740	60	FAT1	CDS
chr4	187524899	187524968	CID_2215972	13	-	21	187524936	chr4	187524925	187524968	CID_1570712	3	10	187524936	43	FAT1	CDS
chr4	187525638	187525682	CID_2215977	22	-	39	187525639	chr4	187525632	187525688	CID_1570718	13	20	187525639	44	FAT1	CDS
chr4	187535351	187535420	CID_2216004	13	-	15	187535389	chr4	187535351	187535404	CID_1570738	2	6	187535389	53	FAT1	CDS
chr4	187538215	187538265	CID_2216010	31	-	36	187538246	chr4	187538215	187538290	CID_1570746	14	18	187538246	50	FAT1	CDS
chr4	187540077	187540160	CID_2216029	8	-	12	187540087	chr4	187540077	187540123	CID_1570760	3	5	187540092	46	FAT1	CDS
chr4	187540369	187540412	CID_2216033	7	-	11	187540384	chr4	187540369	187540439	CID_1570765	5	6	187540384	43	FAT1	CDS
chr4	187540609	187540736	CID_2216038	31	-	50	187540705	chr4	187540669	187540733	CID_1570767	9	14	187540705	64	FAT1	CDS
chr4	187541835	187541879	CID_2216052	7	-	11	187541845	chr4	187541835	187541899	CID_1570781	4	6	187541839	44	FAT1	CDS
chr4	187542472	187542608	CID_2216062	23	-	30	187542550	chr4	187542475	187542628	CID_1570790	8	16	187542551	133	FAT1	CDS
chr4	187549352	187549427	CID_2216075	9	-	13	187549366	chr4	187549351	187549394	CID_1570799	4	6	187549359	42	FAT1	CDS
chr4	187549759	187549804	CID_2216079	14	-	20	187549764	chr4	187549761	187549812	CID_1570804	15	22	187549764	43	FAT1	CDS
chr4	187557945	187557972	CID_2216095	4	-	5	187557965	chr4	187557943	187557972	CID_1570819	3	5	187557962	27	FAT1	CDS
chr4	187584453	187584490	CID_2216125	16	-	16	187584473	chr4	187584453	187584507	CID_1570835	13	16	187584470	37	FAT1	CDS
chr4	187628182	187628269	CID_2216172	45	-	64	187628198	chr4	187628172	187628226	CID_1570869	30	40	187628198	44	FAT1	CDS
chr4	187628328	187628385	CID_2216173	2	-	7	187628353	chr4	187628328	187628381	CID_1570871	3	5	187628351	53	FAT1	CDS
chr4	187629101	187629134	CID_2216183	13	-	14	187629113	chr4	187629095	187629150	CID_1570882	7	8	187629113	33	FAT1	CDS
chr4	187629274	187629338	CID_2216187	40	-	55	187629301	chr4	187629292	187629338	CID_1570884	23	29	187629310	46	FAT1	CDS
chr4	187629905	187630001	CID_2216196	20	-	29	187629974	chr4	187629934	187630001	CID_1570891	6	8	187629974	67	FAT1	CDS
chr4	187630276	187630339	CID_2216202	8	-	10	187630316	chr4	187630302	187630339	CID_1570895	5	7	187630316	37	FAT1	CDS
chr4	187630504	187630544	CID_2216204	16	-	23	187630521	chr4	187630473	187630540	CID_1570898	10	15	187630521	36	FAT1	CDS
chr5	314572	314662	CID_2219712	9	+	14	314586	chr5	314579	314693	CID_1573414	9	13	314586	83	PDCD6	stop
chr5	911969	911998	CID_2220773	9	+	14	911984	chr5	911969	911998	CID_1574236	4	6	911984	29	TRIP13	CDS
chr5	912040	912100	CID_2220774	7	+	11	912072	chr5	912036	912092	CID_1574237	4	7	912079	52	TRIP13	CDS
chr5	1076253	1076350	CID_2221056	20	-	28	1076339	chr5	1076253	1076350	CID_1574483	13	17	1076339	97	SLC12A7	CDS
chr5	1076808	1076860	CID_2221057	8	-	13	1076835	chr5	1076808	1076860	CID_1574485	4	9	1076839	52	SLC12A7	CDS
chr5	1081698	1081768	CID_2221077	19	-	25	1081729	chr5	1081698	1081761	CID_1574499	4	9	1081729	63	SLC12A7	CDS
chr5	1318047	1318102	CID_2221533	6	-	10	1318049	chr5	1318047	1318082	CID_1574871	3	7	1318054	35	CLPTM1L	UTR3
chr5	1320733	1320824	CID_2221551	65	-	83	1320757	chr5	1320736	1320845	CID_1574886	32	44	1320757	88	CLPTM1L	CDS
chr5	1321879	1321934	CID_2221557	29	-	34	1321917	chr5	1321879	1321933	CID_1574890	22	26	1321910	54	CLPTM1L	CDS
chr5	1323904	1323932	CID_2221563	6	-	9	1323906	chr5	1323904	1323932	CID_1574892	6	8	1323906	28	CLPTM1L	CDS
chr5	1325865	1325928	CID_2221575	11	-	16	1325891	chr5	1325873	1325919	CID_1574895	6	7	1325891	46	CLPTM1L	CDS
chr5	1330397	1330450	CID_2221581	4	-	10	1330409	chr5	1330392	1330490	CID_1574900	5	11	1330410	53	CLPTM1L	CDS
chr5	1334418	1334483	CID_2221592	56	-	69	1334437	chr5	1334415	1334469	CID_1574904	26	34	1334437	51	CLPTM1L	CDS
chr5	1338022	1338096	CID_2221601	23	-	40	1338061	chr5	1338033	1338099	CID_1574908	22	27	1338061	63	CLPTM1L	CDS
chr5	1338987	1339089	CID_2221605	20	-	38	1339025	chr5	1338987	1339117	CID_1574912	21	43	1339025	102	CLPTM1L	CDS
chr5	1341786	1341823	CID_2221610	8	-	12	1341816	chr5	1341794	1341820	CID_1574914	4	10	1341816	26	CLPTM1L	CDS
chr5	1344504	1344569	CID_2221616	4	-	7	1344510	chr5	1344470	1344542	CID_1574919	5	9	1344505	38	CLPTM1L	CDS
chr5	1462947	1463022	CID_2221803	5	-	6	1462954	chr5	1462947	1463022	CID_1575052	6	7	1462951	75	LPCAT1	UTR3
chr5	1477531	1477603	CID_2221854	10	-	20	1477590	chr5	1477556	1477601	CID_1575094	3	6	1477596	45	LPCAT1	CDS
chr5	1479738	1479789	CID_2221857	19	-	27	1479776	chr5	1479736	1479789	CID_1575095	6	9	1479776	51	LPCAT1	CDS
chr5	1481058	1481090	CID_2221859	11	-	19	1481072	chr5	1481056	1481091	CID_1575096	6	11	1481072	32	LPCAT1	CDS
chr5	1488501	1488563	CID_2221879	101	-	135	1488518	chr5	1488505	1488560	CID_1575114	45	71	1488518	55	LPCAT1	CDS
chr5	5457751	5457792	CID_2225953	26	+	31	5457761	chr5	5457757	5457785	CID_1577918	4	5	5457758	28	KIAA0947	CDS
chr5	6372441	6372514	CID_2226744	11	-	15	6372480	chr5	6372466	6372527	CID_1578515	5	7	6372480	48	MED10	UTR3
chr5	6609958	6610028	CID_2227022	4	-	7	6610004	chr5	6609992	6610035	CID_1578709	3	5	6610007	36	NSUN2	CDS
chr5	6632020	6632059	CID_2227053	6	-	8	6632052	chr5	6632023	6632059	CID_1578738	5	6	6632052	36	NSUN2	UTR5
chr5	7891485	7891509	CID_2228218	11	+	21	7891490	chr5	7891481	7891519	CID_1579514	6	11	7891490	24	MTRR	CDS
chr5	7895847	7895925	CID_2228221	20	+	24	7895875	chr5	7895847	7895925	CID_1579517	9	10	7895877	78	MTRR	CDS
chr5	10250484	10250556	CID_2229908	18	+	19	10250497	chr5	10250459	10250557	CID_1580634	5	10	10250504	72	CCT5	CDS
chr5	10254285	10254317	CID_2229915	15	+	16	10254306	chr5	10254285	10254317	CID_1580639	11	11	10254306	32	CCT5	CDS
chr5	10258314	10258396	CID_2229923	13	+	20	10258347	chr5	10258329	10258406	CID_1580652	5	10	10258357	67	CCT5	CDS
chr5	10258516	10258608	CID_2229925	19	+	24	10258537	chr5	10258520	10258608	CID_1580654	11	13	10258537	88	CCT5	CDS
chr5	10260915	10261023	CID_2229929	17	+	23	10260973	chr5	10260911	10261001	CID_1580655	6	8	10260971	86	CCT5	CDS
chr5	10263384	10263422	CID_2229936	25	+	38	10263393	chr5	10263384	10263416	CID_1580663	11	15	10263393	32	CCT5	CDS
chr5	10264980	10265038	CID_2229941	22	+	30	10265010	chr5	10264980	10265032	CID_1580667	14	20	10265010	52	CCT5	UTR3
chr5	10265117	10265150	CID_2229944	19	+	29	10265144	chr5	10265117	10265156	CID_1580669	15	17	10265138	33	CCT5	UTR3
chr5	10381924	10381959	CID_2230088	13	+	17	10381926	chr5	10381924	10381975	CID_1580774	7	14	10381926	35	MARCH6	CDS
chr5	10391736	10391843	CID_2230097	28	+	31	10391829	chr5	10391736	10391842	CID_1580783	20	27	10391826	106	MARCH6	CDS
chr5	10394197	10394248	CID_2230102	13	+	17	10394209	chr5	10394197	10394252	CID_1580785	8	13	10394209	51	MARCH6	CDS
chr5	10397406	10397456	CID_2230108	28	+	39	10397420	chr5	10397406	10397456	CID_1580790	21	28	10397420	50	MARCH6	CDS
chr5	10400890	10400955	CID_2230110	71	+	97	10400900	chr5	10400894	10400946	CID_1580793	53	56	10400900	52	MARCH6	CDS
chr5	10402503	10402559	CID_2230113	22	+	37	10402538	chr5	10402503	10402556	CID_1580798	12	16	10402535	53	MARCH6	CDS
chr5	10402645	10402720	CID_2230114	155	+	216	10402677	chr5	10402640	10402720	CID_1580799	98	148	10402677	75	MARCH6	CDS
chr5	10405668	10405783	CID_2230121	152	+	207	10405747	chr5	10405668	10405773	CID_1580801	80	123	10405747	105	MARCH6	CDS
chr5	10407214	10407314	CID_2230124	171	+	231	10407294	chr5	10407212	10407314	CID_1580802	95	136	10407294	100	MARCH6	CDS
chr5	10410251	10410389	CID_2230127	87	+	127	10410312	chr5	10410256	10410386	CID_1580806	62	79	10410312	130	MARCH6	CDS
chr5	10411447	10411649	CID_2230129	148	+	205	10411639	chr5	10411447	10411652	CID_1580807	86	130	10411639	202	MARCH6	CDS
chr5	10414545	10414615	CID_2230131	189	+	258	10414578	chr5	10414545	10414614	CID_1580811	86	124	10414572	69	MARCH6	CDS
chr5	10423844	10423937	CID_2230139	51	+	67	10423894	chr5	10423854	10423935	CID_1580818	21	26	10423889	81	MARCH6	CDS
chr5	10426503	10426636	CID_2230143	134	+	179	10426544	chr5	10426503	10426634	CID_1580823	68	106	10426553	131	MARCH6	CDS
chr5	10433707	10433898	CID_2230150	267	+	391	10433765	chr5	10433707	10433991	CID_1580831	165	235	10433765	191	MARCH6	stop
chr5	10434508	10434552	CID_2230160	8	+	10	10434514	chr5	10434513	10434552	CID_1580837	7	9	10434515	39	MARCH6	UTR3
chr5	10681006	10681094	CID_2230508	13	-	18	10681021	chr5	10681006	10681055	CID_1581074	7	11	10681014	49	DAP	UTR3
chr5	10681183	10681277	CID_2230510	10	-	22	10681267	chr5	10681192	10681277	CID_1581077	11	12	10681268	85	DAP	CDS
chr5	14471480	14471532	CID_2233188	11	+	14	14471500	chr5	14471467	14471532	CID_1582839	10	12	14471500	52	TRIO	CDS
chr5	14602385	14602435	CID_2233331	18	+	23	14602387	chr5	14602385	14602424	CID_1582940	4	8	14602387	39	FAM105A	CDS
chr5	14607446	14607504	CID_2233335	26	+	31	14607473	chr5	14607446	14607502	CID_1582943	6	8	14607473	56	FAM105A	CDS
chr5	14607508	14607547	CID_2233336	1	+	8	14607527	chr5	14607508	14607547	CID_1582945	2	6	14607526	39	FAM105A	CDS
chr5	14610254	14610288	CID_2233342	26	+	34	14610265	chr5	14610254	14610302	CID_1582951	7	13	14610265	34	FAM105A	CDS
chr5	14610782	14610824	CID_2233346	5	+	6	14610798	chr5	14610801	14610839	CID_1582959	4	5	14610801	23	FAM105A	UTR3
chr5	14711222	14711261	CID_2233490	19	-	28	14711241	chr5	14711224	14711265	CID_1583068	12	17	14711246	37	ANKH	UTR3
chr5	14716815	14716892	CID_2233502	68	-	95	14716819	chr5	14716815	14716892	CID_1583082	25	39	14716819	77	ANKH	CDS
chr5	14749292	14749408	CID_2233550	53	-	75	14749317	chr5	14749288	14749394	CID_1583117	20	30	14749319	102	ANKH	CDS
chr5	14797705	14797750	CID_2233615	56	-	70	14797723	chr5	14797705	14797750	CID_1583171	31	39	14797723	45	ANKH	CDS
chr5	14798014	14798064	CID_2233620	23	-	32	14798047	chr5	14798014	14798058	CID_1583176	11	16	14798047	44	ANKH	CDS
chr5	16902618	16902747	CID_2235226	11	-	36	16902665	chr5	16902606	16902711	CID_1584265	10	23	16902665	93	MYO10	CDS
chr5	17276559	17276620	CID_2235487	26	+	33	17276599	chr5	17276578	17276620	CID_1584490	12	14	17276599	42	BASP1	UTR3
chr5	31468129	31468163	CID_2243210	5	-	5	31468150	chr5	31468116	31468170	CID_1589701	4	6	31468141	34	DROSHA	CDS
chr5	31508732	31508785	CID_2243260	3	-	6	31508747	chr5	31508733	31508779	CID_1589730	1	5	31508747	46	DROSHA	CDS
chr5	31526390	31526437	CID_2243280	12	-	13	31526411	chr5	31526390	31526425	CID_1589741	10	13	31526419	35	DROSHA	CDS
chr5	31526498	31526527	CID_2243282	6	-	9	31526509	chr5	31526489	31526538	CID_1589742	11	12	31526502	29	DROSHA	CDS
chr5	31534438	31534494	CID_2243308	5	+	8	31534458	chr5	31534427	31534478	CID_1589765	5	8	31534458	40	C5orf22	UTR5
chr5	31535979	31536000	CID_2243313	4	+	6	31535985	chr5	31535979	31536002	CID_1589767	4	5	31535982	21	C5orf22	UTR5
chr5	31847906	31847943	CID_2243576	10	+	13	31847914	chr5	31847906	31847946	CID_1589970	2	6	31847914	37	PDZD2	CDS
chr5	32126260	32126329	CID_2243837	26	-	30	32126290	chr5	32126260	32126312	CID_1590157	6	11	32126290	52	GOLPH3	stop
chr5	32126570	32126638	CID_2243842	7	-	9	32126587	chr5	32126570	32126640	CID_1590160	1	5	32126587	68	GOLPH3	CDS
chr5	32235079	32235110	CID_2243956	13	-	14	32235104	chr5	32235075	32235135	CID_1590236	3	6	32235094	31	MTMR12	CDS
chr5	32355505	32355554	CID_2244078	6	-	6	32355527	chr5	32355502	32355554	CID_1590326	10	12	32355527	49	ZFR	UTR3
chr5	32355977	32356026	CID_2244084	2	-	5	32355987	chr5	32355983	32356026	CID_1590331	4	6	32355986	43	ZFR	CDS
chr5	32364270	32364299	CID_2244088	9	-	12	32364277	chr5	32364270	32364299	CID_1590336	5	6	32364279	29	ZFR	CDS
chr5	32380195	32380231	CID_2244099	4	-	6	32380224	chr5	32380183	32380231	CID_1590344	4	5	32380224	36	ZFR	CDS
chr5	32406904	32407009	CID_2244143	26	-	33	32406970	chr5	32406911	32407027	CID_1590381	16	24	32406969	98	ZFR	CDS
chr5	32415236	32415285	CID_2244152	4	-	5	32415256	chr5	32415212	32415286	CID_1590390	4	8	32415254	49	ZFR	CDS
chr5	32420115	32420201	CID_2244159	9	-	11	32420180	chr5	32420150	32420197	CID_1590400	3	5	32420177	47	ZFR	CDS
chr5	32444354	32444413	CID_2244190	16	-	19	32444385	chr5	32444335	32444410	CID_1590426	6	8	32444384	56	ZFR	CDS
chr5	32588622	32588690	CID_2244300	6	+	7	32588627	chr5	32588619	32588690	CID_1590490	4	7	32588637	68	SUB1	CDS
chr5	32601112	32601167	CID_2244314	7	+	11	32601123	chr5	32601112	32601176	CID_1590504	4	6	32601133	55	SUB1	CDS
chr5	32603548	32603580	CID_2244338	5	+	7	32603563	chr5	32603549	32603604	CID_1590528	8	10	32603567	31	SUB1	UTR3
chr5	33448786	33448828	CID_2244877	17	+	26	33448814	chr5	33448803	33448830	CID_1590902	7	9	33448816	25	TARS	CDS
chr5	33457393	33457445	CID_2244891	13	+	16	33457414	chr5	33457393	33457445	CID_1590921	9	15	33457414	52	TARS	CDS
chr5	33458672	33458758	CID_2244893	12	+	18	33458747	chr5	33458678	33458758	CID_1590922	5	6	33458747	80	TARS	CDS
chr5	33461273	33461377	CID_2244903	61	+	83	33461345	chr5	33461273	33461368	CID_1590930	28	45	33461345	95	TARS	CDS
chr5	34821912	34821944	CID_2245830	9	+	12	34821918	chr5	34821912	34821934	CID_1591580	7	7	34821918	22	RAI14	CDS
chr5	34823155	34823208	CID_2245833	6	+	8	34823186	chr5	34823170	34823223	CID_1591584	7	9	34823182	38	RAI14	CDS
chr5	34907784	34907810	CID_2245939	15	-	18	34907788	chr5	34907788	34907810	CID_1591659	7	10	34907788	22	RAD1	UTR3
chr5	36105198	36105248	CID_2246882	16	-	19	36105213	chr5	36105189	36105247	CID_1592283	3	5	36105203	49	LMBRD2	CDS
chr5	36115128	36115206	CID_2246892	36	-	47	36115160	chr5	36115144	36115206	CID_1592294	16	20	36115161	62	LMBRD2	CDS
chr5	36116561	36116695	CID_2246893	60	-	81	36116680	chr5	36116594	36116695	CID_1592295	44	63	36116670	101	LMBRD2	CDS
chr5	36117839	36117937	CID_2246894	16	-	22	36117880	chr5	36117839	36117928	CID_1592296	15	17	36117887	89	LMBRD2	CDS
chr5	36152307	36152373	CID_2246939	18	+	20	36152345	chr5	36152332	36152371	CID_1592337	7	10	36152337	39	SKP2	start
chr5	36168464	36168545	CID_2246962	18	+	29	36168479	chr5	36168464	36168545	CID_1592352	20	25	36168479	81	SKP2	CDS
chr5	36170446	36170544	CID_2246965	44	+	57	36170478	chr5	36170454	36170544	CID_1592354	25	31	36170478	90	SKP2	CDS
chr5	36181928	36181969	CID_2246980	12	+	16	36181933	chr5	36181931	36181978	CID_1592364	5	6	36181933	38	SKP2	CDS
chr5	36219710	36219751	CID_2247047	4	-	8	36219741	chr5	36219714	36219774	CID_1592412	10	10	36219740	37	NADKD1	CDS
chr5	36671179	36671267	CID_2247367	19	+	23	36671208	chr5	36671179	36671253	CID_1592659	8	8	36671208	74	SLC1A3	CDS
chr5	36677020	36677103	CID_2247374	23	+	28	36677073	chr5	36677051	36677111	CID_1592664	6	7	36677079	52	SLC1A3	CDS
chr5	36677112	36677144	CID_2247375	5	+	8	36677134	chr5	36677121	36677144	CID_1592665	2	5	36677134	23	SLC1A3	CDS
chr5	36677148	36677206	CID_2247376	25	+	37	36677179	chr5	36677154	36677206	CID_1592666	12	17	36677170	52	SLC1A3	CDS
chr5	36683966	36684084	CID_2247386	13	+	19	36684004	chr5	36683993	36684063	CID_1592682	8	9	36684003	70	SLC1A3	CDS
chr5	37290235	37290319	CID_2247940	4	-	8	37290257	chr5	37290248	37290319	CID_1593099	9	14	37290263	71	NUP155	UTR3
chr5	37301559	37301631	CID_2247975	6	-	10	37301604	chr5	37301584	37301622	CID_1593128	7	9	37301604	38	NUP155	CDS
chr5	37303367	37303409	CID_2247978	11	-	13	37303385	chr5	37303367	37303405	CID_1593132	5	5	37303385	38	NUP155	CDS
chr5	37303417	37303455	CID_2247979	15	-	20	37303439	chr5	37303418	37303451	CID_1593133	4	6	37303439	33	NUP155	CDS
chr5	37303486	37303516	CID_2247980	6	-	6	37303503	chr5	37303486	37303512	CID_1593134	6	8	37303499	26	NUP155	CDS
chr5	37304864	37304933	CID_2247981	9	-	14	37304891	chr5	37304864	37304941	CID_1593136	6	10	37304882	69	NUP155	CDS
chr5	37307488	37307534	CID_2247986	11	-	15	37307499	chr5	37307490	37307534	CID_1593141	5	8	37307502	44	NUP155	CDS
chr5	37310661	37310724	CID_2247989	12	-	22	37310696	chr5	37310671	37310720	CID_1593144	6	9	37310694	49	NUP155	CDS
chr5	37341197	37341275	CID_2248018	47	-	68	37341251	chr5	37341201	37341329	CID_1593177	33	62	37341251	74	NUP155	CDS
chr5	37342708	37342747	CID_2248023	15	-	16	37342717	chr5	37342708	37342747	CID_1593181	4	6	37342717	39	NUP155	CDS
chr5	37364356	37364473	CID_2248042	16	-	36	37364423	chr5	37364356	37364427	CID_1593201	15	23	37364419	71	NUP155	start
chr5	37370917	37371084	CID_2248053	72	-	102	37371034	chr5	37370910	37371189	CID_1593207	65	89	37371034	167	NUP155	start
chr5	38482732	38482768	CID_2248938	5	-	9	38482741	chr5	38482725	38482768	CID_1593781	2	8	38482742	36	LIFR	CDS
chr5	38493720	38493872	CID_2248952	27	-	36	38493757	chr5	38493731	38493884	CID_1593796	11	17	38493764	141	LIFR	CDS
chr5	38496503	38496568	CID_2248956	21	-	33	38496522	chr5	38496501	38496564	CID_1593799	7	17	38496522	61	LIFR	CDS
chr5	38499615	38499684	CID_2248960	10	-	14	38499620	chr5	38499615	38499667	CID_1593804	7	8	38499620	52	LIFR	CDS
chr5	38504188	38504223	CID_2248966	19	-	24	38504212	chr5	38504189	38504223	CID_1593809	14	18	38504203	34	LIFR	CDS
chr5	38506025	38506122	CID_2248967	24	-	32	38506111	chr5	38506049	38506126	CID_1593811	11	21	38506106	73	LIFR	CDS
chr5	38510680	38510733	CID_2248971	5	-	5	38510697	chr5	38510690	38510747	CID_1593818	4	6	38510697	43	LIFR	CDS
chr5	38511891	38512000	CID_2248973	11	-	15	38511892	chr5	38511891	38511993	CID_1593821	6	8	38511895	102	LIFR	CDS
chr5	38512006	38512065	CID_2248974	14	-	18	38512048	chr5	38512006	38512065	CID_1593822	10	12	38512046	59	LIFR	CDS
chr5	38523600	38523649	CID_2248985	103	-	144	38523638	chr5	38523607	38523672	CID_1593828	35	78	38523639	42	LIFR	CDS
chr5	38527295	38527328	CID_2248990	22	-	25	38527314	chr5	38527286	38527328	CID_1593837	14	18	38527314	33	LIFR	CDS
chr5	38528847	38528948	CID_2248996	19	-	30	38528888	chr5	38528847	38528948	CID_1593841	7	13	38528889	101	LIFR	CDS
chr5	38530633	38530725	CID_2248998	24	-	38	38530642	chr5	38530633	38530693	CID_1593843	12	15	38530645	60	LIFR	CDS
chr5	38886212	38886235	CID_2249296	5	+	5	38886222	chr5	38886212	38886235	CID_1594035	2	6	38886229	23	OSMR	CDS
chr5	40762379	40762407	CID_2250470	13	-	15	40762380	chr5	40762379	40762407	CID_1594858	7	7	40762380	28	PRKAA1	UTR3
chr5	40762947	40763007	CID_2250473	20	-	29	40762975	chr5	40762927	40763018	CID_1594861	8	12	40762975	60	PRKAA1	CDS
chr5	40767625	40767680	CID_2250493	9	-	14	40767638	chr5	40767635	40767673	CID_1594872	5	5	40767637	38	PRKAA1	CDS
