gene_id	Symbol	gene_biotype	localization	tpm_wt	log2FoldChange.mem.wt.vs.cyt.wt	padj.mem.wt.vs.cyt.wt
ENSG00000181104.6	F2R	protein_coding	membrane	19.475	4.40099096253867	1.14273925390683e-112
ENSG00000181135.11	ZNF707	protein_coding	cytosolic	6.865	0.0876987544578557	0.919225803059199
ENSG00000181143.11	MUC16	protein_coding	cytosolic	2.69	-0.571672725900607	0.736046206598909
ENSG00000181163.9	NPM1	protein_coding	cytosolic	3781.645	-0.972529507094624	5.07968084882968e-13
ENSG00000181191.11	PJA1	protein_coding	cytosolic	18.705	-0.626743031393079	0.00357282608058299
ENSG00000181192.7	DHTKD1	protein_coding	cytosolic	22.34	-0.535623683704327	0.0168016823683548
ENSG00000181218.4	HIST3H2A	protein_coding	NA	59.095	0.695073989024065	0.111787855128996
ENSG00000181220.11	ZNF746	protein_coding	cytosolic	9.385	-0.0233510431612321	0.968631171676334
ENSG00000181222.10	POLR2A	protein_coding	cytosolic	42.985	-0.928451520635107	0.00985216485060407
ENSG00000181264.4	TMEM136	protein_coding	membrane	7.82	2.17788583143307	3.48954707643709e-14
ENSG00000181274.5	FRAT2	protein_coding	cytosolic	29.315	0.0111880630352681	0.974078530909155
ENSG00000181284.2	TMEM102	protein_coding	cytosolic	3.84	0.187342851708227	0.839670098004387
ENSG00000181291.5	TMEM132E	protein_coding	membrane	13.06	2.60053845433416	7.91511864467373e-12
ENSG00000181315.6	ZNF322	protein_coding	cytosolic	15.48	-0.346128363486334	0.191416788998194
ENSG00000181350.7	FAM211A	protein_coding	cytosolic	2.975	0.1423350656735	0.895996140116104
ENSG00000181396.8	OGFOD3	protein_coding	NA	9.44	1.50860002356249	1.15233537686937e-05
ENSG00000181404.13	XXyac-YRM2039.2	pseudogene	cytosolic	7.205	-0.284126383474603	0.642970504982729
ENSG00000181409.7	AATK	protein_coding	NA	2.985	1.13271612462473	0.16073758701494
ENSG00000181418.7	DDN	protein_coding	cytosolic	3.945	-0.0512480282967045	0.93822469846745
ENSG00000181444.8	ZNF467	protein_coding	NA	1.1	2.02235370868094	0.20847970060888
ENSG00000181449.2	SOX2	protein_coding	cytosolic	8.235	0.102928311341555	0.829824261653008
ENSG00000181450.13	ZNF678	protein_coding	cytosolic	10.6	0.137319683623752	0.714738232864988
ENSG00000181458.6	TMEM45A	protein_coding	NA	14.715	1.05630992337495	6.03049055275871e-07
ENSG00000181467.2	RAP2B	protein_coding	cytosolic	4.45	0.267507349106761	0.417522635996782
ENSG00000181472.4	ZBTB2	protein_coding	cytosolic	10.09	-0.162546091325366	0.61438043780277
ENSG00000181481.9	RNF135	protein_coding	cytosolic	7.91	0.144755133681405	0.795324271424647
ENSG00000181513.10	ACBD4	protein_coding	cytosolic	7.49	-0.183384980719302	0.84471082736941
ENSG00000181523.8	SGSH	protein_coding	membrane	20.105	3.78569865859295	1.5892259584408e-15
ENSG00000181524.6	RPL24P4	pseudogene	cytosolic	1.315	-1.28418822946425	0.460065230185073
ENSG00000181544.9	FANCB	protein_coding	cytosolic	3.9	-0.411089053576795	0.26304577436584
ENSG00000181555.15	SETD2	protein_coding	cytosolic	11.345	0.0755052557524654	0.839398718983958
ENSG00000181588.15	MEX3D	protein_coding	NA	8.495	0.898187343609168	0.0146908512092135
ENSG00000181610.8	MRPS23	protein_coding	cytosolic	172.55	-0.561182631008964	0.000681956904758682
ENSG00000181625.13	SLX1B	protein_coding	cytosolic	35.325	0.140472971313512	0.727547523817233
ENSG00000181638.13	ZFP41	protein_coding	NA	6.155	0.615571622522275	0.2668004003501
ENSG00000181649.5	PHLDA2	protein_coding	NA	7.74	0.613737746787289	0.548670660029108
ENSG00000181666.13	HKR1	protein_coding	cytosolic	80.605	-0.378319988615565	0.0311376510069624
ENSG00000181690.3	PLAG1	protein_coding	NA	4.515	0.616171456973199	0.00341025912493918
ENSG00000181704.7	YIPF6	protein_coding	membrane	26.535	1.93249411692389	5.28036941959142e-53
ENSG00000181744.4	C3orf58	protein_coding	membrane	9.08	4.00040683975854	2.63288207570639e-40
ENSG00000181751.5	C5orf30	protein_coding	cytosolic	20.995	-0.201710582456898	0.301734155963055
ENSG00000181754.6	AMIGO1	protein_coding	membrane	1.8	3.34004911238101	1.26829894743095e-07
ENSG00000181788.3	SIAH2	protein_coding	cytosolic	12.095	0.262082221341966	0.390208412458842
ENSG00000181789.10	COPG1	protein_coding	cytosolic	46.585	-0.452160335047254	0.0421564370919692
ENSG00000181790.6	BAI1	protein_coding	membrane	2.72	2.40576573647962	0.001009532790005
ENSG00000181804.10	SLC9A9	protein_coding	membrane	1.23	2.35387048156196	0.12449810637782
ENSG00000181817.5	LSM10	protein_coding	cytosolic	70.82	0.0548308202330902	0.887273128276357
ENSG00000181826.5	RELL1	protein_coding	membrane	3.57	2.28565753203352	4.07993767368038e-05
ENSG00000181827.10	RFX7	protein_coding	cytosolic	5.07	0.0153907245568142	0.973444030324978
ENSG00000181830.7	SLC35C1	protein_coding	membrane	5.54	2.54213103934847	1.01711047873089e-10
ENSG00000181852.13	RNF41	protein_coding	cytosolic	39.73	0.0287609924988407	0.927730735298537
ENSG00000181856.10	SLC2A4	protein_coding	membrane	1.125	3.41412472529898	0.0050916578168214
ENSG00000181873.8	IBA57	protein_coding	cytosolic	5.85	-0.657070443991977	0.0264393902206074
ENSG00000181885.14	CLDN7	protein_coding	NA	5	1.78219930709864	0.210393160315517
ENSG00000181894.10	ZNF329	protein_coding	cytosolic	8.245	-0.311777619196189	0.269651176292687
ENSG00000181896.7	ZNF101	protein_coding	cytosolic	9.835	0.212084538808436	0.538574728937226
ENSG00000181904.8	C5orf24	protein_coding	cytosolic	41.165	-0.186163020602908	0.374929167596195
ENSG00000181915.3	ADO	protein_coding	cytosolic	23.15	0.247044919511587	0.172660041218813
ENSG00000181924.6	COA4	protein_coding	cytosolic	111.44	-0.0944512489761386	0.693182597632934
ENSG00000181929.7	PRKAG1	protein_coding	cytosolic	91.8	-0.434286518041923	0.014839021366444
ENSG00000181938.9	GINS3	protein_coding	cytosolic	33.785	-0.436450595657117	0.0101346438189395
ENSG00000181982.13	CCDC149	protein_coding	cytosolic	1.04	-1.97646188837277	0.216257713604008
ENSG00000181991.11	MRPS11	protein_coding	cytosolic	56.985	-0.109966605204596	0.72199962888721
ENSG00000182004.8	SNRPE	protein_coding	cytosolic	405.22	-0.463529977701477	0.000113645517076032
ENSG00000182010.6	RTKN2	protein_coding	cytosolic	7.275	-0.170163342701939	0.560596975461583
ENSG00000182022.13	CHST15	protein_coding	membrane	10.09	2.17827803228578	2.82253175061016e-17
ENSG00000182054.5	IDH2	protein_coding	cytosolic	40.595	-0.220084405716197	0.430042787396624
ENSG00000182057.4	Z83851.3	lincRNA	cytosolic	1.02	0.333743164393143	0.876977649434992
ENSG00000182087.8	TMEM259	protein_coding	membrane	104.325	3.64634955161278	3.10217349225982e-54
ENSG00000182093.10	WRB	protein_coding	NA	64.845	1.36947263395554	2.82961496531759e-15
ENSG00000182095.10	TNRC18	protein_coding	cytosolic	16.005	0.189804613469902	0.776240430933242
ENSG00000182108.5	DEXI	protein_coding	cytosolic	28.575	0.332178861719105	0.24067559848843
ENSG00000182109.3	RP11-69E11.4	antisense	NA	5.105	0.747280449626971	0.601256950801032
ENSG00000182117.4	NOP10	protein_coding	cytosolic	341.145	-0.00369872610785974	0.993814874082317
ENSG00000182118.5	FAM89A	protein_coding	cytosolic	49.825	0.0990142937041344	0.736245191024991
ENSG00000182134.11	TDRKH	protein_coding	cytosolic	10.905	-0.454856161974698	0.0542695984631187
ENSG00000182141.5	ZNF708	protein_coding	cytosolic	3.015	0.094538035349074	0.849054831558469
ENSG00000182149.16	IST1	protein_coding	cytosolic	106.61	-0.297976783619247	0.0584978349644679
ENSG00000182150.11	ERCC6L2	protein_coding	cytosolic	9.05	0.118015205263868	0.762650867267058
ENSG00000182154.7	MRPL41	protein_coding	cytosolic	33.935	0.338945690345416	0.325456066776674
ENSG00000182158.10	CREB3L2	protein_coding	membrane	9.845	1.8594749852183	5.66963846039755e-13
ENSG00000182165.13	TP53TG1	lincRNA	cytosolic	16.88	0.0295577129410515	0.967537562802553
ENSG00000182168.10	UNC5C	protein_coding	membrane	2.55	3.46791925229376	7.70900408708866e-25
ENSG00000182173.8	TSEN54	protein_coding	cytosolic	49.435	0.261484531006321	0.335172254530372
ENSG00000182175.9	RGMA	protein_coding	membrane	9.035	1.98819038106376	6.34497881264586e-06
ENSG00000182180.9	MRPS16	protein_coding	cytosolic	92.01	-0.267428943090129	0.0461203774530975
ENSG00000182185.14	RAD51B	protein_coding	cytosolic	8.31	-0.0892249559149852	0.908021615057522
ENSG00000182195.6	LDOC1	protein_coding	NA	9.57	0.614406554146927	0.0818411089427459
ENSG00000182196.9	ARL6IP4	protein_coding	cytosolic	173.675	-0.363262915340067	0.00868566262672814
ENSG00000182197.6	EXT1	protein_coding	membrane	16.02	2.21135043304873	2.10204924870773e-38
ENSG00000182199.6	SHMT2	protein_coding	cytosolic	323.365	-0.581364339907343	0.000578072946103251
ENSG00000182208.8	MOB2	protein_coding	cytosolic	18.145	-0.0602476132278349	0.905257016173408
ENSG00000182217.7	HIST2H4B	protein_coding	cytosolic	8.29	0.330096190854742	0.466302741887184
ENSG00000182220.9	ATP6AP2	protein_coding	membrane	80.835	3.94425625490614	3.47436833740302e-144
ENSG00000182224.7	CYB5D1	protein_coding	cytosolic	17.86	-0.241300809212998	0.214524577415201
ENSG00000182240.11	BACE2	protein_coding	membrane	26.685	2.99393272220393	9.37336500164091e-64
ENSG00000182247.5	UBE2E2	protein_coding	cytosolic	39.6	-0.0732218328395011	0.81415044655782
ENSG00000182263.9	FIGN	protein_coding	NA	2.47	0.971313458350029	0.000473613159857595
ENSG00000182272.7	B4GALNT4	protein_coding	NA	15.47	1.36653398401825	0.00333626988683024
ENSG00000182287.9	AP1S2	protein_coding	cytosolic	57.36	-0.23225940475204	0.194072309527396
ENSG00000182307.8	C8orf33	protein_coding	cytosolic	58.76	-0.108092977606213	0.681973274953503
ENSG00000182310.8	LINC00085	processed_transcript	NA	7.155	0.817186304304582	0.464979314677615
ENSG00000182318.5	ZSCAN22	protein_coding	cytosolic	2.415	0.374235760668728	0.577573793296698
ENSG00000182319.5	SGK223	protein_coding	NA	1.09	0.744071437202938	0.517596100299322
ENSG00000182324.5	KCNJ14	protein_coding	cytosolic	1.965	0.299943282043964	0.79959056102183
ENSG00000182325.6	FBXL6	protein_coding	cytosolic	9.36	0.427642471856438	0.464275606373687
ENSG00000182326.10	C1S	protein_coding	cytosolic	1.23	0.148628541936408	0.948988797747582
ENSG00000182359.10	KBTBD3	protein_coding	cytosolic	2.695	-0.411830718546355	0.498672140282108
ENSG00000182362.9	YBEY	protein_coding	cytosolic	53.775	-0.362146664866958	0.182839867270396
ENSG00000182368.4	FAM27A	protein_coding	cytosolic	2.685	-0.935425876855755	0.724723547902169
ENSG00000182372.6	CLN8	protein_coding	membrane	6.28	2.72499013569986	6.94239421031905e-15
ENSG00000182378.8	PLCXD1	protein_coding	cytosolic	17.505	0.164259567882157	0.737716302534884
ENSG00000182379.9	NXPH4	protein_coding	membrane	12.41	4.19346519297206	2.72606156448345e-32
ENSG00000182389.14	CACNB4	protein_coding	cytosolic	3.09	0.207325139056969	0.712204823604763
ENSG00000182400.10	TRAPPC6B	protein_coding	cytosolic	11.795	-0.476688734760275	0.00419243423123697
ENSG00000182405.4	PGBD4	protein_coding	NA	4.415	1.49099023172072	2.09911974053801e-05
ENSG00000182446.9	NPLOC4	protein_coding	cytosolic	42.375	-0.216017213477723	0.355096410123604
ENSG00000182473.16	EXOC7	protein_coding	cytosolic	39.18	-0.46992122025966	0.015858080910722
ENSG00000182481.4	KPNA2	protein_coding	cytosolic	187.25	-1.25275344062347	9.15627686809891e-10
ENSG00000182484.10	WASH6P	pseudogene	NA	15.66	0.656473295052294	0.0803885065220001
ENSG00000182500.7	ORAI1	protein_coding	membrane	8.52	2.72056467001958	5.74776042021676e-17
ENSG00000182504.6	CEP97	protein_coding	cytosolic	4.01	-0.172350384245121	0.514675834546482
ENSG00000182512.4	GLRX5	protein_coding	cytosolic	87.155	-0.272421038414025	0.0398546666607909
ENSG00000182518.9	FAM104B	protein_coding	cytosolic	36.965	-0.171296518900196	0.462098610323651
ENSG00000182534.9	MXRA7	protein_coding	membrane	118.045	2.19880874692213	4.67155412624681e-83
ENSG00000182541.13	LIMK2	protein_coding	cytosolic	11.445	-0.0851676177474508	0.864839178909112
ENSG00000182544.8	MFSD5	protein_coding	membrane	19.85	4.031457190928	1.83484350852286e-28
ENSG00000182551.9	ADI1	protein_coding	cytosolic	36.78	-0.263798880802719	0.221981858274442
ENSG00000182552.10	RWDD4	protein_coding	cytosolic	19.64	-0.555093204542487	0.000309400050258505
ENSG00000182568.12	SATB1	protein_coding	cytosolic	14.21	-0.158582692615951	0.536307734907211
ENSG00000182575.7	NXPH3	protein_coding	cytosolic	1.245	0.501249384173952	0.720824303809862
ENSG00000182580.2	EPHB3	protein_coding	membrane	1.025	3.29517145048509	0.000599334373235544
ENSG00000182600.5	C2orf82	protein_coding	NA	1.335	0.989025178013202	0.493500703461323
ENSG00000182606.10	TRAK1	protein_coding	cytosolic	12.195	0.0368761479900757	0.919946386179267
ENSG00000182612.6	TSPAN10	polymorphic_pseudogene	membrane	3.995	2.05816690444669	0.00165446591737516
ENSG00000182621.12	PLCB1	protein_coding	cytosolic	3.98	-0.46521952051383	0.0659629732602459
ENSG00000182628.8	SKA2	protein_coding	cytosolic	117.465	-0.555197159723813	6.5860316351283e-07
ENSG00000182646.12	FAM156A	protein_coding	NA	8.34	1.08935076799308	0.050052167450287
ENSG00000182670.9	TTC3	protein_coding	cytosolic	34.72	0.00640477032411278	0.9841652185725
ENSG00000182674.5	KCNB2	protein_coding	membrane	1.05	1.94615537640762	0.00587566388997386
ENSG00000182685.3	BRICD5	protein_coding	cytosolic	4.535	0.513767367805416	0.629119871040817
ENSG00000182700.3	IGIP	protein_coding	NA	2.6	0.901100863268568	0.112491403302371
ENSG00000182704.6	TSKU	protein_coding	membrane	5.255	1.97285121752295	9.71189242016458e-08
ENSG00000182712.11	CMC4	protein_coding	cytosolic	22.56	-0.616997465095424	0.00743972135658241
ENSG00000182718.12	ANXA2	protein_coding	cytosolic	188.63	-0.438553093128557	0.0222536520441693
ENSG00000182742.5	HOXB4	protein_coding	NA	2.975	0.665507972107382	0.2181489289436
ENSG00000182747.4	SLC35D3	protein_coding	membrane	2.11	4.38765571777192	0.00032272554952901
ENSG00000182749.5	PAQR7	protein_coding	membrane	2.125	2.50383847538476	9.12921350019655e-05
ENSG00000182759.3	MAFA	protein_coding	NA	1.1	1.69300953102292	0.351373764274488
ENSG00000182768.7	NGRN	protein_coding	cytosolic	96.78	-0.331661748269953	0.00668584012949652
ENSG00000182771.13	GRID1	protein_coding	membrane	5.22	3.28609480581199	2.02302042078628e-10
ENSG00000182774.6	RPS17L	protein_coding	cytosolic	6568.9	-0.675876931831994	2.78771328545899e-05
ENSG00000182796.8	TMEM198B	pseudogene	cytosolic	5.99	0.0757255311181222	0.924862449381379
ENSG00000182809.6	CRIP2	protein_coding	cytosolic	3.43	-0.197671063028902	0.904821769002392
ENSG00000182810.5	DDX28	protein_coding	cytosolic	10.19	-0.397435037926313	0.192706027267088
ENSG00000182827.8	ACBD3	protein_coding	cytosolic	30.09	-0.753665223126184	1.36813224328215e-09
ENSG00000182831.7	C16orf72	protein_coding	cytosolic	9.7	-0.288476204410244	0.142477349020053
ENSG00000182841.8	RRP7B	pseudogene	NA	18.46	0.971841216641835	0.000633955459936074
ENSG00000182858.9	ALG12	protein_coding	membrane	10.89	3.53996927752786	3.86334694705316e-36
ENSG00000182871.10	COL18A1	protein_coding	membrane	6.05	3.67267432121099	2.27038914680594e-12
ENSG00000182872.11	RBM10	protein_coding	cytosolic	38.855	-1.00144327397194	1.80727497816017e-12
ENSG00000182899.10	RPL35A	protein_coding	cytosolic	2634.205	-0.323330964079138	0.0295013404859849
ENSG00000182901.11	RGS7	protein_coding	cytosolic	4.905	-0.0758288772217258	0.915285129035321
ENSG00000182903.11	ZNF721	protein_coding	cytosolic	21.87	-0.0176018310812804	0.966567213059176
ENSG00000182919.10	C11orf54	protein_coding	cytosolic	12.54	-0.823819735524456	0.00339528586237386
ENSG00000182923.12	CEP63	protein_coding	cytosolic	5.98	-0.555804976798382	0.0411755713846381
ENSG00000182934.7	SRPR	protein_coding	membrane	43.26	2.13587616752377	1.10856480247026e-23
ENSG00000182944.13	EWSR1	protein_coding	cytosolic	238.215	-1.19051244625443	1.54462954753209e-15
ENSG00000182952.4	HMGN4	protein_coding	cytosolic	110.85	-0.10633363791048	0.732760923869954
ENSG00000182957.11	SPATA13	protein_coding	cytosolic	6.115	0.181109812776513	0.509685459410704
ENSG00000182963.5	GJC1	protein_coding	membrane	28.32	2.75555657023802	5.87044149170533e-52
ENSG00000182973.14	CNOT10	protein_coding	cytosolic	23.145	-0.391885839170984	0.0130405839627743
ENSG00000182979.13	MTA1	protein_coding	cytosolic	90.015	0.178799872493266	0.371637366157126
ENSG00000182985.12	CADM1	protein_coding	membrane	37.33	4.21193795433538	3.9441701333842e-192
ENSG00000182986.8	ZNF320	protein_coding	cytosolic	6.62	0.292207881391485	0.431947115924708
ENSG00000182993.3	C12orf60	protein_coding	cytosolic	2	-0.173476320719369	0.826412406084124
ENSG00000183010.12	PYCR1	protein_coding	cytosolic	58.975	-0.208655588281273	0.549427884378476
ENSG00000183011.9	LSMD1	protein_coding	cytosolic	289.06	0.138023426945291	0.662147862982427
ENSG00000183020.9	AP2A2	protein_coding	cytosolic	20.45	-0.073530880598326	0.829872949612105
ENSG00000183032.6	SLC25A21	protein_coding	cytosolic	5.915	-0.199983314929133	0.590372044928128
ENSG00000183044.7	ABAT	protein_coding	cytosolic	6.385	-0.552288741696662	0.0197619314356282
ENSG00000183048.7	SLC25A10	protein_coding	cytosolic	69.685	-0.113420027385885	0.689531075761808
ENSG00000183049.8	CAMK1D	protein_coding	cytosolic	6.93	-0.26131842109374	0.406832468691995
ENSG00000183054.7	RGPD6	protein_coding	cytosolic	7.21	0.0331591087477255	0.984602510584804
ENSG00000183060.11	LYSMD4	protein_coding	NA	5.94	0.908985862376317	0.0054477633405765
ENSG00000183072.9	NKX2-5	protein_coding	NA	12.065	0.672588900927795	0.0430948630294453
ENSG00000183077.11	AFMID	protein_coding	cytosolic	75.485	0.0137822263516173	0.974991667224458
ENSG00000183087.10	GAS6	protein_coding	membrane	40.2	2.72846728077606	2.95748470226464e-47
ENSG00000183092.11	BEGAIN	protein_coding	cytosolic	3.625	0.187341735923995	0.87015262343136
ENSG00000183098.6	GPC6	protein_coding	membrane	3.575	2.31844749181935	6.28109843416497e-20
ENSG00000183111.7	ARHGEF37	protein_coding	cytosolic	1.59	-0.761083194854988	0.198276741371529
ENSG00000183137.10	CEP57L1	protein_coding	cytosolic	15.25	-0.353421486373048	0.155060679352195
ENSG00000183150.3	GPR19	protein_coding	NA	1.45	1.68792557406277	0.126181530656531
ENSG00000183155.4	RABIF	protein_coding	cytosolic	14.425	0.110950202729789	0.688430265823969
ENSG00000183161.3	FANCF	protein_coding	cytosolic	10.255	0.0160605675894112	0.971155637079332
ENSG00000183172.8	SMDT1	protein_coding	cytosolic	57.63	-0.123326927110438	0.613395218747112
ENSG00000183186.6	C2CD4C	protein_coding	cytosolic	1.325	-0.946708108172374	0.488488905110414
ENSG00000183207.8	RUVBL2	protein_coding	cytosolic	230.785	-0.779300493786998	4.61109437260503e-05
ENSG00000183208.8	GDPGP1	protein_coding	cytosolic	4.525	0.022429437830784	0.987882166606669
ENSG00000183242.7	WT1-AS	antisense	cytosolic	1.105	0.0391085144023113	0.991595227185622
ENSG00000183248.7	CTD-3193O13.9	protein_coding	cytosolic	2.215	0.00757491921269793	0.999845046046015
ENSG00000183250.7	C21orf67	protein_coding	cytosolic	2.81	-0.0575938005981247	0.947618237884337
ENSG00000183255.7	PTTG1IP	protein_coding	membrane	50.56	3.62029342701413	8.36826043840465e-132
ENSG00000183258.7	DDX41	protein_coding	cytosolic	52.78	-0.0172785217013979	0.959429804069733
ENSG00000183281.10	PLGLB1	protein_coding	cytosolic	1.23	0.511378342364817	0.785725188633603
ENSG00000183283.11	DAZAP2	protein_coding	cytosolic	186.845	-0.505387175583503	1.58593916144853e-07
ENSG00000183287.9	CCBE1	protein_coding	membrane	1.675	1.8165750501446	0.0398885413308768
ENSG00000183291.11	SEP15	protein_coding	membrane	199.7	2.63193682042393	1.01081642056479e-106
ENSG00000183307.3	CECR6	protein_coding	membrane	1.005	2.85601841123485	0.00201165359642251
ENSG00000183309.7	ZNF623	protein_coding	cytosolic	11.195	-0.173687334434929	0.680999128072387
ENSG00000183317.12	EPHA10	protein_coding	cytosolic	1.285	0.267070359685893	0.729728991111833
ENSG00000183323.8	CCDC125	protein_coding	cytosolic	13.78	-0.601632276341365	0.0139302791623701
ENSG00000183336.7	BOLA2	protein_coding	cytosolic	64.475	-0.13767512388792	0.733496223321329
ENSG00000183337.12	BCOR	protein_coding	cytosolic	52.93	0.240177370495658	0.455694300790101
ENSG00000183340.5	JRKL	protein_coding	NA	7.13	0.932315629903934	0.000624060504805476
ENSG00000183354.7	KIAA2026	protein_coding	cytosolic	2	0.091367046542142	0.857084047396056
ENSG00000183386.5	FHL3	protein_coding	cytosolic	13	0.016457974591113	0.980547853863491
ENSG00000183401.7	CCDC159	protein_coding	cytosolic	2.155	-1.20079807202776	0.192427932366952
ENSG00000183421.7	RIPK4	protein_coding	cytosolic	6.94	-0.31486805480144	0.475533532149721
ENSG00000183426.11	NPIPA1	protein_coding	NA	22.95	0.614639796248191	0.138014637870702
ENSG00000183431.7	SF3A3	protein_coding	cytosolic	183.895	-0.804071797263879	1.70954699095901e-07
ENSG00000183444.10	OR7E38P	pseudogene	cytosolic	9.555	-0.0391909771139202	0.954208056100618
ENSG00000183458.9	RP11-958N24.1	pseudogene	cytosolic	4.315	0.42669170355429	0.703874587963469
ENSG00000183474.11	GTF2H2C	protein_coding	cytosolic	71.98	-0.384121842249273	0.0572249566370452
ENSG00000183475.8	ASB7	protein_coding	cytosolic	7.21	-0.205204261620078	0.432988624609243
ENSG00000183495.9	EP400	protein_coding	cytosolic	9.295	-0.0209609395370092	0.975026316753625
ENSG00000183496.5	MEX3B	protein_coding	cytosolic	5.015	-0.323493624301587	0.5107220281381
ENSG00000183506.12	PI4KAP2	pseudogene	NA	12.26	0.642374749591988	0.0485005883514764
ENSG00000183508.4	FAM46C	protein_coding	cytosolic	6.16	-0.23058363577954	0.458789451288726
ENSG00000183513.4	COA5	protein_coding	cytosolic	26.86	0.10789925608288	0.773492012776376
ENSG00000183520.7	UTP11L	protein_coding	cytosolic	69.005	-0.63809269377562	1.05686723891998e-06
ENSG00000183527.7	PSMG1	protein_coding	cytosolic	156.7	-0.0823871160149314	0.650664963236932
ENSG00000183530.9	PRR14L	protein_coding	cytosolic	15.62	0.0350324336501032	0.9342967677052
ENSG00000183558.5	HIST2H2AA3	protein_coding	cytosolic	2.815	0.355789810199552	0.850028708787954
ENSG00000183570.12	PCBP3	protein_coding	cytosolic	1.33	-0.220412225567616	0.906670036722342
ENSG00000183576.8	SETD3	protein_coding	cytosolic	31.905	-0.569339023631158	6.7061409117258e-06
ENSG00000183578.5	TNFAIP8L3	protein_coding	cytosolic	1.985	-0.296067789357455	0.745875486811733
ENSG00000183579.11	ZNRF3	protein_coding	membrane	5.87	3.02032375390545	3.31390488950709e-23
ENSG00000183597.11	TANGO2	protein_coding	cytosolic	11.095	0.261172945882734	0.447048737600536
ENSG00000183604.10	RP11-347C12.2	pseudogene	cytosolic	9.82	0.288024143783599	0.5087816019849
ENSG00000183605.12	SFXN4	protein_coding	NA	75.795	1.2481910758865	3.12246787622267e-21
ENSG00000183617.4	MRPL54	protein_coding	cytosolic	152.43	-0.332487216939718	0.246203318976508
ENSG00000183621.11	ZNF438	protein_coding	cytosolic	1.36	-0.186795061997658	0.848882138701769
ENSG00000183624.9	HMCES	protein_coding	cytosolic	51.345	-0.73881780648096	4.11617710969875e-08
ENSG00000183628.8	DGCR6	protein_coding	cytosolic	16.275	-0.115428810383107	0.821191785342682
ENSG00000183647.6	ZNF530	protein_coding	NA	24.315	0.5744488692221	0.0427945477979897
ENSG00000183648.5	NDUFB1	protein_coding	cytosolic	1090.95	-0.124096736416379	0.562940755589545
ENSG00000183655.11	KLHL25	protein_coding	cytosolic	3.6	-0.129609372423169	0.846021228922388
ENSG00000183665.4	TRMT12	protein_coding	cytosolic	9.275	0.490426376288069	0.0724123981932825
ENSG00000183666.12	GUSBP1	pseudogene	cytosolic	6.47	0.239871534286253	0.604441878382885
ENSG00000183671.8	GPR1	protein_coding	membrane	1.015	5.81784473650687	0.00118983678548975
ENSG00000183684.6	ALYREF	protein_coding	cytosolic	172.3	-0.503632831171884	0.000409577090608894
ENSG00000183688.4	FAM101B	protein_coding	cytosolic	39.02	-0.235025820997503	0.130317442285992
ENSG00000183691.4	NOG	protein_coding	membrane	1.79	2.45511771777151	0.104225465342589
ENSG00000183696.9	UPP1	protein_coding	cytosolic	13.235	0.162057870368681	0.790617223848775
ENSG00000183718.4	TRIM52	protein_coding	membrane	9.24	1.7133020393407	3.29552698542725e-09
ENSG00000183722.7	LHFP	protein_coding	membrane	16.035	2.56562475719981	1.31265763975777e-18
ENSG00000183723.8	CMTM4	protein_coding	NA	38.315	1.08559643517733	5.52706035670706e-09
ENSG00000183726.6	TMEM50A	protein_coding	membrane	83.095	2.98460840557222	3.01814826091184e-109
ENSG00000183735.5	TBK1	protein_coding	cytosolic	9.965	-0.801153679231741	2.15795337191961e-06
ENSG00000183741.7	CBX6	protein_coding	cytosolic	29.14	-0.360255112312823	0.203681698190367
ENSG00000183751.10	TBL3	protein_coding	cytosolic	32.98	-0.611460325140291	0.0377046482934338
ENSG00000183762.8	KREMEN1	protein_coding	NA	14.485	1.12664146317437	2.71857107195521e-08
ENSG00000183763.4	TRAIP	protein_coding	cytosolic	14.52	-0.589722409084049	0.0567639520541439
ENSG00000183765.16	CHEK2	protein_coding	cytosolic	49.215	-0.385271348692194	0.166545789973677
ENSG00000183779.5	ZNF703	protein_coding	cytosolic	44.03	0.263428499065785	0.476028087314228
ENSG00000183785.10	TUBA8	protein_coding	cytosolic	1.695	0.0551353624453744	0.971472428545117
ENSG00000183793.9	NPIPA5	protein_coding	NA	4.88	0.678150257143102	0.627109244382641
ENSG00000183798.4	EMILIN3	protein_coding	membrane	9.54	5.0166856626784	2.06794085397329e-33
ENSG00000183808.7	RBM12B	protein_coding	cytosolic	14	0.383631033188729	0.0598697239829166
ENSG00000183814.11	LIN9	protein_coding	cytosolic	15.94	-0.942411704738282	1.55713968609976e-08
ENSG00000183826.12	BTBD9	protein_coding	cytosolic	4.76	-0.568575974453562	0.111725354246835
ENSG00000183828.10	NUDT14	protein_coding	cytosolic	17.375	0.373996355155021	0.497360539967992
ENSG00000183853.13	KIRREL	protein_coding	membrane	10.065	2.76103697747161	3.09966880978951e-19
ENSG00000183856.6	IQGAP3	protein_coding	NA	9.105	0.963398234806484	4.59854789664488e-05
ENSG00000183864.4	TOB2	protein_coding	cytosolic	16.145	0.180923564854521	0.683793449572005
ENSG00000183873.11	SCN5A	protein_coding	membrane	1	2.20595387047645	0.000458552022322536
ENSG00000183889.8	AC138969.4	protein_coding	cytosolic	36.89	0.214741508614561	0.663080690891371
ENSG00000183891.5	TTC32	protein_coding	cytosolic	26.645	-0.563651118133542	0.0975064139698914
ENSG00000183900.4	AC099522.1	pseudogene	cytosolic	15.41	0.255470820072977	0.555734711234052
