gene_id	Symbol	tpm_cutoff	localization_cat	loc_tar_CDS	log2FoldChange.ribo.rna.KO.WT
ENSG00000168394.9	TAP1	16.055	membrane	nontarget_membrane	0.06252688
ENSG00000168476.7	REEP4	32.4	membrane	membrane_tc>1.66 & tc<5.56	0.09745828
ENSG00000168528.7	SERINC2	10	membrane	nontarget_membrane	0.3241921
ENSG00000168569.7	TMEM223	17.73	membrane	nontarget_membrane	-0.0331453
ENSG00000168575.5	SLC20A2	23.615	membrane	membrane_tc<1.66	0.03906096
ENSG00000168591.11	TMUB2	20.11	membrane	nontarget_membrane	-0.03154903
ENSG00000168615.7	ADAM9	25.7	membrane	membrane_tc>1.66 & tc<5.56	-0.002711603
ENSG00000168701.14	TMEM208	55.1	membrane	membrane_tc<1.66	0.08105806
ENSG00000168763.11	CNNM3	10.9	membrane	membrane_tc>1.66 & tc<5.56	-0.1661178
ENSG00000168917.8	SLC35G2	15.87	membrane	nontarget_membrane	0.02329854
ENSG00000168936.6	TMEM129	37.87	membrane	nontarget_membrane	0.1153457
ENSG00000168938.5	PPIC	36.34	membrane	membrane_tc<1.66	0.03937664
ENSG00000169105.6	CHST14	12.175	membrane	membrane_tc<1.66	-0.05732844
ENSG00000169223.10	LMAN2	204.66	membrane	membrane_tc>1.66 & tc<5.56	-0.005753938
ENSG00000169359.9	SLC33A1	15.955	membrane	membrane_tc>1.66 & tc<5.56	-0.1944064
ENSG00000169439.7	SDC2	47.48	membrane	membrane_tc<1.66	-0.02313926
ENSG00000169446.4	MMGT1	27.84	membrane	membrane_tc<1.66	-0.03638538
ENSG00000169490.12	TM2D2	25.53	membrane	membrane_tc<1.66	0.1207216
ENSG00000169682.13	SPNS1	20.41	membrane	membrane_tc>5.56 & tc<65.26	0.08275291
ENSG00000169684.9	CHRNA5	31.515	membrane	membrane_tc>5.56 & tc<65.26	0.02368894
ENSG00000169692.8	AGPAT2	53.335	membrane	membrane_tc>5.56 & tc<65.26	0.3646848
ENSG00000169783.8	LINGO1	11.91	membrane	membrane_tc>1.66 & tc<5.56	0.01490831
ENSG00000169814.8	BTD	12.44	membrane	membrane_tc<1.66	0.09342823
ENSG00000169826.6	CSGALNACT2	11.54	membrane	membrane_tc<1.66	0.0305987
ENSG00000169851.11	PCDH7	11.195	membrane	membrane_tc>1.66 & tc<5.56	-0.04368022
ENSG00000169855.15	ROBO1	18.475	membrane	membrane_tc>5.56 & tc<65.26	-0.2197488
ENSG00000169919.12	GUSB	31.395	membrane	membrane_tc>1.66 & tc<5.56	-0.2120473
ENSG00000170017.8	ALCAM	12.37	membrane	membrane_tc>5.56 & tc<65.26	-0.2155071
ENSG00000170088.9	TMEM192	11.2	membrane	membrane_tc>5.56 & tc<65.26	-0.1571253
ENSG00000170113.11	NIPA1	11.34	membrane	nontarget_membrane	-0.007677708
ENSG00000170266.11	GLB1	22.61	membrane	membrane_tc>1.66 & tc<5.56	-0.1818303
ENSG00000170275.10	CRTAP	76.13	membrane	membrane_tc>1.66 & tc<5.56	0.1640748
ENSG00000170293.4	CMTM8	12.835	membrane	membrane_tc>5.56 & tc<65.26	0.2606206
ENSG00000170348.4	TMED10	98.81	membrane	membrane_tc>5.56 & tc<65.26	-0.06415764
ENSG00000170412.12	GPRC5C	12.235	membrane	nontarget_membrane	0.3352624
ENSG00000170425.3	ADORA2B	10.14	membrane	membrane_tc<1.66	-0.01520065
ENSG00000170464.5	DNAJC18	12.41	membrane	membrane_tc>1.66 & tc<5.56	0.0949707
ENSG00000170522.5	ELOVL6	11.345	membrane	membrane_tc<1.66	0.06907666
ENSG00000170540.10	ARL6IP1	179.205	membrane	nontarget_membrane	-0.1511453
ENSG00000170558.4	CDH2	21.785	membrane	membrane_tc>5.56 & tc<65.26	-0.1962377
ENSG00000170571.7	EMB	21.38	membrane	membrane_tc<1.66	-0.0216687
ENSG00000170837.2	GPR27	11.815	membrane	nontarget_membrane	0.1688105
ENSG00000170876.7	TMEM43	35.505	membrane	membrane_tc>5.56 & tc<65.26	-0.1564934
ENSG00000170881.4	RNF139	17.62	membrane	membrane_tc>1.66 & tc<5.56	0.0198979
ENSG00000170965.5	PLAC1	13.145	membrane	membrane_tc<1.66	-0.10361
ENSG00000171004.13	HS6ST2	17.515	membrane	membrane_tc>5.56 & tc<65.26	-0.08663039
ENSG00000171135.10	JAGN1	51.61	membrane	membrane_tc>5.56 & tc<65.26	0.1878058
ENSG00000171155.7	C1GALT1C1	33.38	membrane	membrane_tc<1.66	-0.01555708
ENSG00000171208.5	NETO2	58.875	membrane	membrane_tc<1.66	0.171481
ENSG00000171246.5	NPTX1	32.62	membrane	membrane_tc<1.66	0.01592199
ENSG00000171298.8	GAA	19.555	membrane	membrane_tc>5.56 & tc<65.26	-0.1916727
ENSG00000171302.12	CANT1	30.41	membrane	membrane_tc<1.66	0.1857088
ENSG00000171492.10	LRRC8D	12.7	membrane	membrane_tc>1.66 & tc<5.56	-0.09754404
ENSG00000171603.12	CLSTN1	42.15	membrane	membrane_tc>5.56 & tc<65.26	-0.05823728
ENSG00000171867.12	PRNP	40.645	membrane	nontarget_membrane	-0.04940411
ENSG00000172037.9	LAMB2	19.145	membrane	membrane_tc>5.56 & tc<65.26	-0.2786807
ENSG00000172057.5	ORMDL3	40.54	membrane	membrane_tc<1.66	0.09075045
ENSG00000172269.12	DPAGT1	25.41	membrane	membrane_tc>5.56 & tc<65.26	-0.1836794
ENSG00000172270.14	BSG	435.485	membrane	membrane_tc<1.66	0.06176278
ENSG00000172292.10	CERS6	16.195	membrane	membrane_tc>5.56 & tc<65.26	0.1496754
ENSG00000172889.11	EGFL7	43.89	membrane	nontarget_membrane	0.2416056
ENSG00000172893.11	DHCR7	43.365	membrane	membrane_tc>5.56 & tc<65.26	-0.0244688
ENSG00000172954.9	LCLAT1	10.635	membrane	membrane_tc<1.66	-0.06153113
ENSG00000173402.7	DAG1	25.725	membrane	membrane_tc>1.66 & tc<5.56	-0.004529451
ENSG00000173409.9	ARV1	64.065	membrane	membrane_tc<1.66	0.03877343
ENSG00000173456.4	RNF26	26.29	membrane	membrane_tc<1.66	0.2246263
ENSG00000173486.8	FKBP2	26.57	membrane	nontarget_membrane	-0.2107025
ENSG00000173530.5	TNFRSF10D	21.295	membrane	membrane_tc<1.66	-0.03337662
ENSG00000173638.14	SLC19A1	30.705	membrane	membrane_tc>5.56 & tc<65.26	0.05704413
ENSG00000173852.9	DPY19L1	23.47	membrane	membrane_tc>5.56 & tc<65.26	-0.07532208
ENSG00000173905.4	GOLIM4	13.205	membrane	membrane_tc>1.66 & tc<5.56	-0.07856982
ENSG00000173918.10	C1QTNF1	11.445	membrane	nontarget_membrane	0.3068549
ENSG00000173950.11	XXYLT1	16.715	membrane	membrane_tc>1.66 & tc<5.56	0.3040641
ENSG00000174106.2	LEMD3	18.31	membrane	membrane_tc<1.66	-0.04341389
ENSG00000174132.8	FAM174A	17.865	membrane	nontarget_membrane	-0.1416652
ENSG00000174136.7	RGMB	15.515	membrane	nontarget_membrane	-0.010711
ENSG00000174227.11	PIGG	16.9	membrane	membrane_tc<1.66	-0.242738
ENSG00000174233.7	ADCY6	14.755	membrane	membrane_tc>5.56 & tc<65.26	-0.2813274
ENSG00000174437.12	ATP2A2	110.345	membrane	membrane_tc>5.56 & tc<65.26	-0.2351168
ENSG00000174669.7	SLC29A2	13.225	membrane	membrane_tc>1.66 & tc<5.56	-0.2753353
ENSG00000174684.6	B3GNT1	52.635	membrane	membrane_tc<1.66	0.025568
ENSG00000174851.10	YIF1A	60.62	membrane	membrane_tc<1.66	0.06804852
ENSG00000174915.7	PTDSS2	20.67	membrane	membrane_tc>5.56 & tc<65.26	-0.1037019
ENSG00000175283.7	DOLK	14.22	membrane	membrane_tc<1.66	0.03090304
ENSG00000175548.4	ALG10B	13.735	membrane	membrane_tc>5.56 & tc<65.26	-0.3267123
ENSG00000176022.3	B3GALT6	20.26	membrane	nontarget_membrane	0.1634402
ENSG00000176142.8	TMEM39A	12.67	membrane	membrane_tc>5.56 & tc<65.26	-0.3170999
ENSG00000176454.9	LPCAT4	23.01	membrane	membrane_tc>1.66 & tc<5.56	-0.2156594
ENSG00000176915.10	ANKLE2	48.11	membrane	nontarget_membrane	-0.07078612
ENSG00000177042.10	TMEM80	19.27	membrane	membrane_tc<1.66	-0.04445628
ENSG00000177054.9	ZDHHC13	17.225	membrane	membrane_tc>5.56 & tc<65.26	-0.0119508
ENSG00000177058.7	SLC38A9	14.2	membrane	membrane_tc<1.66	-0.2516308
ENSG00000177119.11	ANO6	18.865	membrane	membrane_tc>5.56 & tc<65.26	-0.2369866
ENSG00000177239.10	MAN1B1	17.88	membrane	membrane_tc<1.66	-0.08813936
ENSG00000177628.11	GBA	18.72	membrane	membrane_tc>1.66 & tc<5.56	-0.03064652
ENSG00000177674.11	AGTRAP	51.3	membrane	membrane_tc<1.66	0.177571
ENSG00000177697.13	CD151	121.235	membrane	membrane_tc<1.66	0.04140274
ENSG00000177706.8	FAM20C	10	membrane	membrane_tc<1.66	-0.05457294
ENSG00000177728.10	KIAA0195	22.855	membrane	membrane_tc>1.66 & tc<5.56	-0.03058805
ENSG00000177830.13	CHID1	61.83	membrane	membrane_tc<1.66	0.05247204
ENSG00000177917.6	ARL6IP6	39.05	membrane	membrane_tc>5.56 & tc<65.26	0.08131669
ENSG00000178202.8	KDELC2	26.285	membrane	membrane_tc>1.66 & tc<5.56	0.04148635
ENSG00000178467.13	P4HTM	17.49	membrane	membrane_tc>1.66 & tc<5.56	-0.2685935
ENSG00000178719.12	GRINA	44.65	membrane	nontarget_membrane	-0.127561
ENSG00000178752.11	FAM132B	20.12	membrane	membrane_tc<1.66	-0.08802188
ENSG00000178904.14	DPY19L3	31.13	membrane	membrane_tc>1.66 & tc<5.56	-0.2231612
ENSG00000178927.12	C17orf62	36.275	membrane	nontarget_membrane	-0.2227088
ENSG00000179085.7	DPM3	151.565	membrane	nontarget_membrane	0.2345751
ENSG00000179163.11	FUCA1	15.07	membrane	membrane_tc>5.56 & tc<65.26	-0.2206112
ENSG00000179218.9	CALR	315.595	membrane	membrane_tc>5.56 & tc<65.26	-0.03948275
ENSG00000179241.8	LDLRAD3	10.925	membrane	membrane_tc>1.66 & tc<5.56	0.08112745
ENSG00000179344.12	HLA-DQB1	19.61	membrane	nontarget_membrane	-0.02905315
ENSG00000179387.5	ELMOD2	16.58	membrane	membrane_tc>5.56 & tc<65.26	-0.05035043
ENSG00000179431.5	FJX1	11.71	membrane	nontarget_membrane	0.1466194
ENSG00000179598.5	PLD6	14.235	membrane	nontarget_membrane	0.1807764
ENSG00000179820.11	MYADM	11.68	membrane	nontarget_membrane	0.0206853
ENSG00000180398.7	MCFD2	38.255	membrane	nontarget_membrane	0.2042502
ENSG00000180447.5	GAS1	15.255	membrane	nontarget_membrane	0.180892
ENSG00000180776.11	ZDHHC20	29.4	membrane	membrane_tc>1.66 & tc<5.56	0.07918802
ENSG00000180879.9	SSR4	419.635	membrane	nontarget_membrane	0.1321676
ENSG00000181027.6	FKRP	15.01	membrane	nontarget_membrane	0.1426615
ENSG00000181104.6	F2R	19.475	membrane	nontarget_membrane	0.08635328
ENSG00000181291.5	TMEM132E	13.06	membrane	membrane_tc<1.66	-0.137884
ENSG00000181523.8	SGSH	20.105	membrane	nontarget_membrane	-0.2601355
ENSG00000181704.7	YIPF6	26.535	membrane	membrane_tc>1.66 & tc<5.56	-0.08767442
ENSG00000182022.13	CHST15	10.09	membrane	nontarget_membrane	-0.01888495
ENSG00000182087.8	TMEM259	104.325	membrane	membrane_tc>5.56 & tc<65.26	0.01305023
ENSG00000182197.6	EXT1	16.02	membrane	membrane_tc<1.66	0.168569
ENSG00000182220.9	ATP6AP2	80.835	membrane	membrane_tc>5.56 & tc<65.26	-0.1291083
ENSG00000182240.11	BACE2	26.685	membrane	membrane_tc>1.66 & tc<5.56	-0.008345475
ENSG00000182379.9	NXPH4	12.41	membrane	nontarget_membrane	-0.1072052
ENSG00000182534.9	MXRA7	118.045	membrane	nontarget_membrane	-0.2175504
ENSG00000182544.8	MFSD5	19.85	membrane	nontarget_membrane	0.06877961
ENSG00000182858.9	ALG12	10.89	membrane	membrane_tc>5.56 & tc<65.26	0.1544624
ENSG00000182934.7	SRPR	43.26	membrane	membrane_tc<1.66	-0.08681604
ENSG00000182963.5	GJC1	28.32	membrane	nontarget_membrane	0.2485008
ENSG00000182985.12	CADM1	37.33	membrane	membrane_tc>5.56 & tc<65.26	0.02751158
ENSG00000183087.10	GAS6	40.2	membrane	membrane_tc<1.66	0.07247672
ENSG00000183255.7	PTTG1IP	50.56	membrane	membrane_tc<1.66	0.04018515
ENSG00000183291.11	SEP15	199.7	membrane	membrane_tc<1.66	0.1125466
ENSG00000183722.7	LHFP	16.035	membrane	membrane_tc<1.66	0.3240806
ENSG00000183726.6	TMEM50A	83.095	membrane	nontarget_membrane	-0.09367619
ENSG00000183853.13	KIRREL	10.065	membrane	membrane_tc>1.66 & tc<5.56	-0.3993056
ENSG00000184164.10	CRELD2	18.525	membrane	membrane_tc<1.66	0.1738337
ENSG00000184232.4	OAF	14.18	membrane	membrane_tc<1.66	0.2964309
ENSG00000184277.8	TM2D3	68.885	membrane	nontarget_membrane	0.1220299
ENSG00000184584.8	TMEM173	18.62	membrane	membrane_tc>1.66 & tc<5.56	-0.1757158
ENSG00000184613.6	NELL2	28.285	membrane	membrane_tc>1.66 & tc<5.56	-0.1785774
ENSG00000184840.7	TMED9	146	membrane	membrane_tc>1.66 & tc<5.56	0.03376338
ENSG00000184916.4	JAG2	27.08	membrane	membrane_tc>1.66 & tc<5.56	-0.1755615
ENSG00000184992.10	BRI3BP	44.775	membrane	membrane_tc<1.66	0.3992176
ENSG00000185000.5	DGAT1	17.825	membrane	membrane_tc>1.66 & tc<5.56	0.1366676
ENSG00000185090.10	MANEAL	41.81	membrane	nontarget_membrane	-0.0504729
ENSG00000185115.4	NDNL2	20.685	membrane	nontarget_membrane	0.144426
ENSG00000185127.5	C6orf120	29.865	membrane	membrane_tc<1.66	0.4706425
ENSG00000185164.10	NOMO2	52.255	membrane	membrane_tc<1.66	-0.2562141
ENSG00000185344.9	ATP6V0A2	15.055	membrane	membrane_tc>1.66 & tc<5.56	-0.08136708
ENSG00000185432.10	METTL7A	22.93	membrane	nontarget_membrane	-0.08455032
ENSG00000185475.4	TMEM179B	32.345	membrane	membrane_tc>5.56 & tc<65.26	0.1894862
ENSG00000185624.10	P4HB	236.075	membrane	membrane_tc>1.66 & tc<5.56	0.03238656
ENSG00000185803.4	SLC52A2	19.3	membrane	nontarget_membrane	0.2417339
ENSG00000185818.7	NAT8L	16.18	membrane	nontarget_membrane	0.2682281
ENSG00000185825.11	BCAP31	221.55	membrane	nontarget_membrane	0.05354896
ENSG00000185883.6	ATP6V0C	84.235	membrane	nontarget_membrane	0.3099189
ENSG00000185885.11	IFITM1	41.525	membrane	nontarget_membrane	-0.04283328
ENSG00000185896.9	LAMP1	47.975	membrane	membrane_tc>5.56 & tc<65.26	-0.1323489
ENSG00000186205.8	MARC1	37.605	membrane	membrane_tc<1.66	0.01901225
ENSG00000186283.9	TOR3A	31.665	membrane	membrane_tc>1.66 & tc<5.56	0.2173989
ENSG00000186480.8	INSIG1	87.82	membrane	nontarget_membrane	-0.001730191
ENSG00000186501.10	TMEM222	40.915	membrane	membrane_tc<1.66	0.1262118
ENSG00000186866.12	POFUT2	14.905	membrane	membrane_tc<1.66	-0.03791753
ENSG00000187498.10	COL4A1	22.225	membrane	membrane_tc>5.56 & tc<65.26	-0.1892713
ENSG00000187955.7	COL14A1	12.305	membrane	membrane_tc>5.56 & tc<65.26	-0.3165744
ENSG00000188157.9	AGRN	19.985	membrane	membrane_tc>5.56 & tc<65.26	-0.545547
ENSG00000188206.5	HNRNPU-AS1	24.625	membrane	membrane_tc<1.66	-0.3840365
ENSG00000188211.4	NCR3LG1	20.36	membrane	membrane_tc>5.56 & tc<65.26	-0.05822593
ENSG00000188603.12	CLN3	21.175	membrane	membrane_tc>1.66 & tc<5.56	-0.2702449
ENSG00000188706.8	ZDHHC9	18.595	membrane	membrane_tc>5.56 & tc<65.26	-0.09051795
ENSG00000188807.8	TMEM201	18.015	membrane	membrane_tc<1.66	0.05534607
ENSG00000188811.8	NHLRC3	11.395	membrane	nontarget_membrane	0.05550819
ENSG00000189050.10	RNFT1	16.32	membrane	nontarget_membrane	-0.09428172
ENSG00000189077.6	TMEM120A	17.26	membrane	nontarget_membrane	0.02316201
ENSG00000196352.9	CD55	20.625	membrane	membrane_tc>5.56 & tc<65.26	-0.2236473
ENSG00000196376.6	SLC35F1	12.64	membrane	membrane_tc>5.56 & tc<65.26	-0.01161276
ENSG00000196411.5	EPHB4	21.195	membrane	membrane_tc>1.66 & tc<5.56	-0.2010677
ENSG00000196547.10	MAN2A2	19.49	membrane	membrane_tc>1.66 & tc<5.56	-0.1527662
ENSG00000196562.10	SULF2	29.91	membrane	membrane_tc>5.56 & tc<65.26	-0.1584167
ENSG00000196576.10	PLXNB2	29.905	membrane	membrane_tc>5.56 & tc<65.26	-0.1667693
ENSG00000196584.2	XRCC2	18.305	membrane	nontarget_membrane	-0.2232699
ENSG00000196715.5	VKORC1L1	23.14	membrane	nontarget_membrane	0.1306035
ENSG00000196743.4	GM2A	15.44	membrane	membrane_tc>1.66 & tc<5.56	-0.1965026
ENSG00000196776.10	CD47	28.255	membrane	membrane_tc>5.56 & tc<65.26	0.02135605
ENSG00000196937.6	FAM3C	61.145	membrane	nontarget_membrane	0.07303198
ENSG00000196950.9	SLC39A10	20.45	membrane	membrane_tc>1.66 & tc<5.56	-0.3746152
ENSG00000197081.8	IGF2R	14.795	membrane	membrane_tc>5.56 & tc<65.26	-0.4214603
ENSG00000197136.4	PCNXL3	12.485	membrane	membrane_tc<1.66	-0.4690807
ENSG00000197217.8	ENTPD4	18.26	membrane	membrane_tc>1.66 & tc<5.56	-0.04403597
ENSG00000197375.8	SLC22A5	10.335	membrane	membrane_tc>1.66 & tc<5.56	0.07859062
ENSG00000197563.5	PIGN	17.005	membrane	membrane_tc<1.66	0.02607994
ENSG00000197586.8	ENTPD6	65.19	membrane	membrane_tc<1.66	-0.00434924
ENSG00000197746.9	PSAP	206.35	membrane	membrane_tc>5.56 & tc<65.26	-0.04533103
ENSG00000197822.6	OCLN	19.745	membrane	membrane_tc<1.66	-0.08643657
ENSG00000197858.6	GPAA1	40.68	membrane	membrane_tc>5.56 & tc<65.26	0.1852396
ENSG00000197930.8	ERO1L	21.9	membrane	membrane_tc>1.66 & tc<5.56	0.06162692
ENSG00000197965.7	MPZL1	50.855	membrane	membrane_tc>1.66 & tc<5.56	0.08192714
ENSG00000197977.3	ELOVL2	15.3	membrane	membrane_tc>5.56 & tc<65.26	0.1489002
ENSG00000198171.8	DDRGK1	76.255	membrane	membrane_tc<1.66	0.167438
ENSG00000198189.6	HSD17B11	12.135	membrane	nontarget_membrane	-0.06673214
ENSG00000198363.11	ASPH	40.05	membrane	membrane_tc>1.66 & tc<5.56	-0.02836872
ENSG00000198663.12	C6orf89	20.135	membrane	membrane_tc>1.66 & tc<5.56	-0.06889775
ENSG00000198695.2	MT-ND6	163.425	membrane	nontarget_membrane	-0.05682226
ENSG00000198712.1	MT-CO2	2991.435	membrane	nontarget_membrane	-0.2042206
ENSG00000198715.7	C1orf85	20.295	membrane	membrane_tc>1.66 & tc<5.56	-0.01299452
ENSG00000198727.2	MT-CYB	2854.385	membrane	nontarget_membrane	0.458164
ENSG00000198732.6	SMOC1	21.98	membrane	membrane_tc>5.56 & tc<65.26	-0.06915833
ENSG00000198763.3	MT-ND2	366.065	membrane	nontarget_membrane	0.3123854
ENSG00000198786.2	MT-ND5	420.075	membrane	nontarget_membrane	0.2837493
ENSG00000198792.8	TMEM184B	20.125	membrane	membrane_tc>5.56 & tc<65.26	-0.06063669
ENSG00000198804.2	MT-CO1	11984.58	membrane	nontarget_membrane	0.3427159
ENSG00000198818.5	SFT2D1	119.68	membrane	membrane_tc<1.66	0.2507778
ENSG00000198832.6	SELM	18.17	membrane	nontarget_membrane	0.2530344
ENSG00000198840.2	MT-ND3	226.92	membrane	nontarget_membrane	0.1123567
ENSG00000198843.8	SELT	33.875	membrane	membrane_tc<1.66	0.1016637
ENSG00000198886.2	MT-ND4	1185.485	membrane	nontarget_membrane	0.1403838
ENSG00000198888.2	MT-ND1	467.07	membrane	nontarget_membrane	0.0300398
ENSG00000198899.2	MT-ATP6	2348.45	membrane	nontarget_membrane	0.6361854
ENSG00000198911.7	SREBF2	46.06	membrane	membrane_tc>5.56 & tc<65.26	0.1406849
ENSG00000198925.6	ATG9A	35.675	membrane	membrane_tc>5.56 & tc<65.26	0.001214996
ENSG00000198938.2	MT-CO3	12031.23	membrane	nontarget_membrane	0.4949551
ENSG00000198951.7	NAGA	14.335	membrane	membrane_tc<1.66	-0.01748434
ENSG00000204070.5	SYS1	17.44	membrane	nontarget_membrane	0.3695199
ENSG00000204160.7	ZDHHC18	18.925	membrane	membrane_tc>5.56 & tc<65.26	-0.04460758
ENSG00000204267.9	TAP2	21.12	membrane	nontarget_membrane	-0.1241815
ENSG00000204310.6	AGPAT1	55.685	membrane	nontarget_membrane	0.03809294
ENSG00000204386.6	NEU1	21	membrane	nontarget_membrane	0.005697567
ENSG00000204427.7	ABHD16A	15.76	membrane	nontarget_membrane	-0.0993435
ENSG00000204516.5	MICB	11.75	membrane	nontarget_membrane	0.07633363
ENSG00000204520.8	MICA	17.375	membrane	nontarget_membrane	0.1345413
ENSG00000204525.10	HLA-C	259.78	membrane	nontarget_membrane	0.05065211
ENSG00000204580.7	DDR1	12.87	membrane	nontarget_membrane	-0.03828072
ENSG00000204592.5	HLA-E	46.26	membrane	nontarget_membrane	-0.006163982
ENSG00000204642.9	HLA-F	25.715	membrane	nontarget_membrane	0.1636826
ENSG00000204852.11	TCTN1	21.96	membrane	membrane_tc<1.66	-0.134924
ENSG00000205060.6	SLC35B4	23.675	membrane	membrane_tc>5.56 & tc<65.26	0.06851026
ENSG00000205155.3	PSENEN	195.64	membrane	membrane_tc<1.66	0.05655457
ENSG00000205213.9	LGR4	13.795	membrane	membrane_tc<1.66	0.1357541
ENSG00000206503.7	HLA-A	184.925	membrane	nontarget_membrane	0.04748183
ENSG00000206527.5	PTPLB	18.43	membrane	membrane_tc>5.56 & tc<65.26	0.001986426
ENSG00000210082.2	MT-RNR2	4030.96	membrane	nontarget_membrane	-0.6373992
ENSG00000211445.7	GPX3	22.66	membrane	nontarget_membrane	-0.01355022
ENSG00000211459.2	MT-RNR1	1046.655	membrane	nontarget_membrane	-1.126706
ENSG00000212907.2	MT-ND4L	2270.055	membrane	nontarget_membrane	0.1953421
ENSG00000213064.5	SFT2D2	13.185	membrane	membrane_tc<1.66	-0.0565278
ENSG00000213593.5	TMX2	79.805	membrane	nontarget_membrane	-0.167028
ENSG00000213614.5	HEXA	63.385	membrane	nontarget_membrane	-0.291671
ENSG00000213625.4	LEPROT	20.975	membrane	nontarget_membrane	0.1538922
ENSG00000213676.6	ATF6B	28.035	membrane	nontarget_membrane	-0.0751825
ENSG00000213853.5	EMP2	26.29	membrane	nontarget_membrane	0.1813099
ENSG00000214021.11	TTLL3	21.215	membrane	nontarget_membrane	-0.6758466
ENSG00000214160.5	ALG3	36.055	membrane	membrane_tc>5.56 & tc<65.26	-0.02145989
ENSG00000216490.3	IFI30	41.5	membrane	nontarget_membrane	-0.1975651
ENSG00000219200.6	RNASEK	214.04	membrane	nontarget_membrane	0.2300033
ENSG00000221988.8	PPT2	26.58	membrane	nontarget_membrane	0.08964862
ENSG00000223802.3	CERS1	13.305	membrane	nontarget_membrane	-0.123863
ENSG00000226479.3	TMEM185B	15.95	membrane	membrane_tc>5.56 & tc<65.26	0.07999854
ENSG00000227500.5	SCAMP4	39.79	membrane	membrane_tc<1.66	-0.008364029
ENSG00000227671.3	MIR3916	13.915	membrane	nontarget_membrane	0.166577
ENSG00000228253.1	MT-ATP8	1393.95	membrane	nontarget_membrane	-0.5624979
ENSG00000229807.5	XIST	295.44	membrane	nontarget_membrane	-0.2140563
ENSG00000231389.3	HLA-DPA1	25.735	membrane	nontarget_membrane	0.04902225
ENSG00000231925.7	TAPBP	16.525	membrane	nontarget_membrane	-0.005059643
ENSG00000234745.5	HLA-B	78.91	membrane	membrane_tc<1.66	-0.04133384
ENSG00000237296.5	SMG1P1	10.065	membrane	nontarget_membrane	-0.766156
ENSG00000237973.1	hsa-mir-6723	46.105	membrane	nontarget_membrane	0.6220361
ENSG00000239264.4	TXNDC5	124.45	membrane	membrane_tc>1.66 & tc<5.56	-0.1211133
ENSG00000240409.1	MTATP8P1	491.535	membrane	nontarget_membrane	-0.4404332
ENSG00000240849.6	TMEM189	18.375	membrane	nontarget_membrane	0.1801589
ENSG00000240857.1	RDH14	20.655	membrane	nontarget_membrane	0.07143954
ENSG00000241399.2	CD302	13.66	membrane	nontarget_membrane	0.003316866
ENSG00000241697.3	TMEFF1	24.17	membrane	nontarget_membrane	0.8902398
ENSG00000242574.4	HLA-DMB	10.79	membrane	nontarget_membrane	0.06720898
ENSG00000243279.2	PRAF2	24.59	membrane	nontarget_membrane	0.3551084
ENSG00000243449.2	C4orf48	20.325	membrane	nontarget_membrane	0.9716238
ENSG00000243646.4	IL10RB	16.505	membrane	membrane_tc>1.66 & tc<5.56	0.06011394
ENSG00000243749.1	ZMYM6NB	16.88	membrane	nontarget_membrane	0.1064016
ENSG00000244038.5	DDOST	244.965	membrane	membrane_tc>5.56 & tc<65.26	-0.01213742
ENSG00000250722.1	SEPP1	12.865	membrane	membrane_tc>1.66 & tc<5.56	0.02972354
ENSG00000257727.1	CNPY2	116.325	membrane	membrane_tc<1.66	-0.06113918
ENSGR0000002586.13	CD99	71.66	membrane	nontarget_membrane	0.1198395
