Gene.names	Razor...unique.peptides	lfq.hdlbp1	lfq.ctrl2	lfq.hdlbp2	lfq.ctrl3	lfq.hdlbp3	up1	up2	up3
IQCB1	4	14059000	0	18538000	0	0	NA	NA	NA
POLD3	5	66985000	0	74791000	0	0	NA	NA	NA
EIF4H	5	0	0	0	0	100750000	NA	NA	NA
KIF14	16	140010000	37094000	102520000	0	50469000	enr1	NA	NA
BRD3;BRD4	3	15126000	0	0	0	0	NA	NA	NA
WDR43	3	0	0	9684200	0	0	NA	NA	NA
OXA1L	6	147570000	63668000	98136000	0	0	NA	NA	NA
ZNF146	4	143620000	0	118340000	0	0	enr1	NA	NA
PDIA6	4	49850000	49734000	40474000	20154000	77236000	NA	NA	NA
PDK1	8	84640000	41979000	51108000	0	0	NA	NA	NA
PDK3	3	0	0	13912000	0	0	NA	NA	NA
PEA15	3	0	0	0	0	16649000	NA	NA	NA
PLEC	5	0	6112300	6666300	0	0	NA	NA	NA
PCM1	38	1597600000	66176000	542450000	17805000	526670000	enr1	enr2	enr3
PON2	5	64497000	0	40538000	0	0	NA	NA	NA
PPA1	6	50046000	0	45561000	41949000	0	NA	NA	NA
STK38	9	295610000	0	339930000	0	166960000	enr1	enr2	enr3
NONO	24	6561400000	5057400000	5720100000	3013400000	2795600000	NA	NA	NA
PWP2	7	25674000	0	28179000	0	0	NA	NA	NA
RABEP1	3	0	0	15797000	0	0	NA	NA	NA
RALBP1	3	0	0	36340000	0	0	NA	NA	NA
E2F5	3	0	0	0	0	2433300	NA	NA	NA
LLGL1	3	0	0	18207000	0	0	NA	NA	NA
LRRC41	7	54891000	0	51868000	0	0	NA	NA	NA
PCBP1	7	1561500000	578540000	1361100000	319500000	953520000	NA	NA	NA
PCBP2	15	5449900000	1.794e+09	4555500000	891530000	2451700000	enr1	NA	NA
TCEB1	3	157130000	0	131490000	0	0	enr1	NA	NA
TCEB2	4	254360000	0	269050000	0	0	enr1	enr2	NA
RHEB	9	671160000	346010000	590520000	179590000	203900000	NA	NA	NA
UBE3C	12	166090000	46808000	0	0	49704000	enr1	NA	NA
DHCR24	5	70791000	35309000	50076000	0	42282000	NA	NA	NA
SF3B3	23	539690000	171780000	473150000	16270000	176240000	enr1	NA	enr3
KIAA0020	5	0	0	12481000	0	0	NA	NA	NA
DLGAP5	17	308520000	0	374380000	0	193680000	enr1	enr2	enr3
CNN3	13	464610000	0	700700000	0	664090000	enr1	enr2	enr3
SF3A2	3	45441000	0	0	0	0	NA	NA	NA
SEC23A	7	27845000	0	32965000	0	0	NA	NA	NA
SEC23B	11	121140000	33579000	102590000	0	107230000	NA	NA	NA
SF3A1	3	37553000	0	36982000	0	0	NA	NA	NA
SKIV2L	18	170260000	57159000	143840000	0	91828000	NA	NA	NA
TAF7	15	346480000	0	669330000	0	108980000	enr1	enr2	NA
MAPRE2	9	662020000	0	761240000	0	266970000	enr1	enr2	enr3
TRAM1	4	107800000	41148000	85247000	0	0	NA	NA	NA
TSN	7	110840000	0	122190000	0	68953000	NA	NA	NA
SF1	5	0	20844000	79879000	0	0	NA	NA	NA
TRIP13	14	421090000	189910000	595290000	104750000	188810000	NA	enr2	NA
TRIP4	8	89262000	0	100560000	0	58648000	NA	NA	NA
JMJD1C	3	10075000	0	0	0	0	NA	NA	NA
TRIP6	4	99741000	0	1.21e+08	0	90047000	NA	NA	NA
PTPN14	11	150580000	0	144610000	0	0	enr1	enr2	NA
MAPRE1	11	312680000	0	485210000	0	255260000	enr1	enr2	enr3
ELAVL1	13	1416100000	502930000	1.058e+09	201810000	515070000	NA	NA	NA
NSDHL	6	82333000	40964000	67531000	0	0	NA	NA	NA
TAB1	7	79716000	0	81552000	0	60448000	NA	NA	NA
SLC1A5	10	958710000	2.4e+08	677930000	75666000	395060000	enr1	NA	enr3
MLF2	5	211080000	0	232640000	0	147050000	enr1	enr2	enr3
ITSN1	5	0	0	0	0	14549000	NA	NA	NA
TBCE	9	98584000	19894000	1.32e+08	0	99544000	NA	NA	NA
NEDD8	3	31305000	0	0	0	0	NA	NA	NA
ZYX	9	113570000	0	198670000	32469000	288690000	NA	enr2	enr3
SEPT7	11	350160000	0	261270000	0	138210000	enr1	enr2	enr3
ADRM1	3	0	0	8243400	0	0	NA	NA	NA
CCDC6	3	27617000	0	0	0	0	NA	NA	NA
E2F4	4	61738000	0	75547000	0	44429000	NA	NA	NA
INA	8	146040000	53881000	100540000	0	37312000	NA	NA	NA
PKN1	4	0	0	16539000	0	0	NA	NA	NA
PKN2	26	523410000	27818000	496520000	0	92967000	enr1	enr2	NA
DDB1	18	247040000	245300000	558350000	0	101800000	NA	NA	NA
CDC37	6	0	0	110550000	0	0	NA	NA	NA
DPYSL2	15	1374100000	0	1407800000	0	431620000	enr1	enr2	enr3
CAMK4	4	0	0	31738000	0	17590000	NA	NA	NA
RBBP7;RBBP4	7	127910000	0	138200000	0	0	NA	enr2	NA
SRSF7	4	0	117530000	0	62758000	0	NA	NA	NA
FSCN1	6	0	23927000	0	0	0	NA	NA	NA
NDUFA5	3	45764000	25088000	29242000	0	0	NA	NA	NA
UBE2S	3	0	0	43518000	0	22137000	NA	NA	NA
NDUFA9	19	585910000	387040000	438830000	231380000	325350000	NA	NA	NA
RTN1	3	16670000	0	15720000	0	0	NA	NA	NA
IMMT	17	225500000	112090000	282100000	0	69187000	NA	NA	NA
GEN1	7	49110000	0	0	0	0	NA	NA	NA
CPEB4	8	53090000	0	77050000	0	0	NA	NA	NA
HNRNPUL2	3	0	3194800	0	0	0	NA	NA	NA
INF2	3	15242000	0	0	0	0	NA	NA	NA
KIF7	3	30035000	0	0	0	0	NA	NA	NA
AAK1	10	65240000	0	74919000	0	64484000	NA	NA	NA
KIZ	5	0	0	0	0	3736400	NA	NA	NA
KIAA1033	13	73711000	29424000	101240000	0	0	NA	NA	NA
ERCC6L	14	234300000	0	260580000	0	0	enr1	enr2	NA
TSR1	7	0	0	0	0	55446000	NA	NA	NA
ATG2A	6	51188000	0	53691000	0	0	NA	NA	NA
LRRFIP1	9	225600000	0	175860000	0	0	enr1	enr2	NA
TRMT5	13	163010000	28353000	150440000	0	27803000	enr1	enr2	NA
EDRF1	3	21178000	0	16409000	0	0	NA	NA	NA
LSM12	5	1151300000	73390000	736560000	29375000	266760000	enr1	enr2	enr3
HSDL1	5	99491000	42923000	58184000	35004000	33144000	NA	NA	NA
ALDH1L2	3	12168000	0	0	0	0	NA	NA	NA
RABL6	11	266780000	10967000	165240000	0	21671000	enr1	enr2	NA
TIMM50	8	1001800000	300180000	851210000	168260000	515780000	enr1	NA	enr3
GLYR1	4	27521000	0	0	0	18110000	NA	NA	NA
TBC1D10B	3	13817000	0	0	0	0	NA	NA	NA
CBWD1;CBWD2;CBWD5;CBWD3;CBWD6;CBWD7	4	0	0	13280000	0	0	NA	NA	NA
PAN2	3	0	0	7845600	0	0	NA	NA	NA
FAM98B	5	16970000	0	20748000	0	0	NA	NA	NA
ARHGAP29	3	14369000	0	11247000	0	0	NA	NA	NA
PDCD4	3	0	0	0	0	7879300	NA	NA	NA
CEP55	14	226900000	0	260360000	0	53264000	enr1	enr2	NA
PDLIM3	4	0	0	47857000	0	138760000	NA	NA	enr3
HSD17B12	11	616910000	173490000	321070000	102350000	303700000	enr1	NA	NA
GLE1	4	44416000	0	0	0	0	NA	NA	NA
PYCRL	7	247090000	120330000	225710000	34841000	125860000	NA	NA	NA
PAN3	3	0	0	0	0	7448100	NA	NA	NA
ALG10B;ALG10	3	24369000	0	0	0	0	NA	NA	NA
ZNF326	18	1.065e+09	903060000	553570000	243370000	294150000	NA	NA	NA
NOM1	5	38311000	0	34941000	0	0	NA	NA	NA
PPP6R3	22	2174600000	64754000	1820800000	0	1139700000	enr1	enr2	enr3
COQ5	4	0	0	46361000	0	0	NA	NA	NA
SH3D19	4	55866000	0	56568000	0	0	NA	NA	NA
EARS2	3	0	4627300	0	0	0	NA	NA	NA
WDR44	15	280370000	0	145520000	0	55283000	enr1	enr2	NA
DOCK11	3	21031000	0	0	0	0	NA	NA	NA
PRRC2B	12	41550000	0	39097000	0	0	NA	NA	NA
AMER1	3	0	26657000	0	0	0	NA	NA	NA
RRP12	11	47929000	0	47577000	0	50209000	NA	NA	NA
TOR1AIP1	6	41660000	0	45991000	0	32499000	NA	NA	NA
PCID2	10	349870000	134270000	275460000	50357000	148330000	NA	NA	NA
RABGAP1L	3	0	0	21703000	0	0	NA	NA	NA
FAM21B;FAM21A;FAM21C	14	252670000	0	211980000	0	0	enr1	enr2	NA
NUP188	23	306550000	34872000	255240000	0	66027000	enr1	enr2	NA
HP1BP3	6	22600000	0	0	0	0	NA	NA	NA
ZMYM1	3	0	0	18586000	0	0	NA	NA	NA
CEP170	46	2312800000	0	1809600000	0	494590000	enr1	enr2	enr3
NOL9	6	0	0	60652000	0	0	NA	NA	NA
RARS2	13	95282000	42543000	62163000	0	49759000	NA	NA	NA
OTUD3	4	51719000	0	53203000	0	0	NA	NA	NA
UBR4	36	246420000	73825000	247370000	14294000	114960000	enr1	enr2	NA
ARHGAP21	10	83291000	0	65290000	0	0	NA	NA	NA
CAMSAP1	15	259090000	0	258710000	0	93485000	enr1	enr2	NA
UBAP2	17	1609400000	31120000	1808600000	42311000	1433300000	enr1	enr2	enr3
C9orf64	6	52247000	34982000	69370000	0	0	NA	NA	NA
RBM26	6	63392000	0	80501000	0	0	NA	NA	NA
CPSF3L	8	67807000	0	86246000	0	46462000	NA	NA	NA
ZCCHC11	8	93400000	0	72428000	0	33327000	NA	NA	NA
RC3H1	5	0	0	32807000	0	0	NA	NA	NA
ARFGEF3	6	28820000	0	23094000	0	0	NA	NA	NA
RIF1	5	24724000	0	0	0	0	NA	NA	NA
VPS53	3	0	0	6641300	0	0	NA	NA	NA
STRIP1	3	119190000	0	114680000	0	0	NA	NA	NA
GKAP1	7	130230000	0	128500000	0	0	NA	NA	NA
CDC42BPA	4	0	0	429250000	0	0	NA	enr2	NA
PRPF38B	5	0	44636000	0	0	0	NA	NA	NA
ARHGEF16	4	0	0	22389000	0	0	NA	NA	NA
CDKAL1	9	63773000	0	54196000	0	0	NA	NA	NA
FOCAD	4	0	0	18791000	0	0	NA	NA	NA
LYPLAL1	5	0	0	50836000	0	0	NA	NA	NA
ECM29	9	38936000	0	35159000	0	0	NA	NA	NA
ZCCHC6	11	124770000	0	101030000	0	38600000	NA	NA	NA
DENND4C	18	291820000	0	207150000	0	48817000	enr1	enr2	NA
NAA35	4	0	0	65417000	0	0	NA	NA	NA
LRRC16A	13	101450000	0	74717000	0	0	NA	NA	NA
ZMYM4	9	72317000	33267000	57021000	0	39397000	NA	NA	NA
RNF123	3	0	0	3671700	0	0	NA	NA	NA
RNF213	3	3264500	0	0	0	0	NA	NA	NA
KANK2	15	318940000	0	233910000	0	103940000	enr1	enr2	NA
FAM91A1	13	286660000	0	262290000	0	0	enr1	enr2	NA
ICE2	3	0	0	5838600	0	0	NA	NA	NA
LARP1B	10	206300000	0	171230000	0	96142000	enr1	enr2	NA
DIEXF	5	0	9883500	0	0	0	NA	NA	NA
RPGRIP1L	6	47737000	0	49073000	0	0	NA	NA	NA
HAUS3	6	74483000	0	78478000	0	0	NA	NA	NA
CRYBG3	3	4837200	0	0	0	0	NA	NA	NA
ARHGAP17	4	0	0	46496000	0	0	NA	NA	NA
HEATR6	3	0	4520000	0	0	0	NA	NA	NA
RPL7L1	9	218160000	106200000	167160000	144600000	123500000	NA	NA	NA
IQSEC1	3	12857000	0	10676000	0	0	NA	NA	NA
CIAPIN1	11	330450000	71023000	609010000	0	184650000	enr1	enr2	enr3
THOC7	3	0	0	75156000	0	0	NA	NA	NA
DHRS7B	6	110510000	0	87467000	0	48312000	NA	NA	NA
TWF2	4	70329000	0	73919000	0	0	NA	NA	NA
RAB12	3	0	4193700	0	0	0	NA	NA	NA
NIPBL	3	9396700	0	0	0	0	NA	NA	NA
CXorf57	3	7077900	0	0	0	0	NA	NA	NA
C3orf17	3	0	0	5463600	0	0	NA	NA	NA
FAAP20	4	0	0	34433000	0	0	NA	NA	NA
RPUSD3	4	77513000	0	55351000	0	0	NA	NA	NA
DHX57	25	414100000	35662000	321020000	0	130150000	enr1	enr2	NA
LPCAT3	3	59741000	0	44264000	0	0	NA	NA	NA
SLC27A4	4	19240000	0	21205000	0	0	NA	NA	NA
CC2D1A	10	155270000	0	190510000	0	39578000	enr1	enr2	NA
TAF2	4	22121000	0	20768000	0	0	NA	NA	NA
EDC4	24	498080000	85205000	409400000	65719000	293770000	enr1	enr2	enr3
CEP85	4	53327000	0	35459000	0	0	NA	NA	NA
PRPF8	50	607470000	207130000	1000200000	49206000	169010000	NA	enr2	enr3
FBXO42	3	69559000	0	69539000	0	0	NA	NA	NA
SCYL2	11	63089000	0	67532000	0	0	NA	NA	NA
TTC27	5	32112000	0	27604000	0	0	NA	NA	NA
SFXN4	5	93466000	43992000	0	0	0	NA	NA	NA
PKN3	4	0	0	19778000	0	0	NA	NA	NA
PDXDC1;PDXDC2P	4	24799000	0	0	0	0	NA	NA	NA
PGM2L1	5	0	0	10397000	0	0	NA	NA	NA
TTC37	18	284840000	0	221280000	0	0	enr1	enr2	NA
ULK3	3	0	0	14964000	0	0	NA	NA	NA
DARS2	7	134600000	0	94025000	0	0	enr1	NA	NA
WDR59	3	23564000	0	10659000	0	0	NA	NA	NA
LARP1	55	1.5329e+10	503670000	1.2765e+10	188330000	6679200000	enr1	enr2	enr3
ATAD2	3	0	9838800	0	0	0	NA	NA	NA
TRAF7	4	24140000	0	0	0	0	NA	NA	NA
RICTOR	4	51813000	9683300	24117000	0	0	NA	NA	NA
FAM111B	6	26539000	0	29157000	0	0	NA	NA	NA
MTHFD1L	14	94881000	0	62600000	0	106730000	NA	NA	NA
AFTPH	6	84660000	0	82306000	0	0	NA	NA	NA
SASS6	5	28644000	0	35554000	0	0	NA	NA	NA
LCLAT1	3	51154000	0	40306000	0	0	NA	NA	NA
WDR82	3	0	0	9382300	0	0	NA	NA	NA
PACS1	7	70862000	0	52038000	0	0	NA	NA	NA
RAB11FIP1	5	33771000	0	24050000	0	0	NA	NA	NA
GIGYF2	46	1.2047e+10	192280000	7814200000	60397000	1795800000	enr1	enr2	enr3
THADA	8	26845000	0	16673000	0	0	NA	NA	NA
HSDL2	7	35017000	0	33116000	0	0	NA	NA	NA
LIAT1	3	0	0	124670000	0	0	NA	NA	NA
ARHGEF18	3	13157000	0	0	0	0	NA	NA	NA
TPGS1	8	85425000	0	76668000	0	0	NA	NA	NA
KIAA1211	4	23379000	0	14207000	0	0	NA	NA	NA
NCCRP1	3	0	37976000	0	0	0	NA	NA	NA
SYDE1	3	43361000	0	56968000	0	0	NA	NA	NA
PAXIP1	3	0	0	0	6287300	0	NA	NA	NA
STXBP4	7	39681000	0	96405000	0	28412000	NA	NA	NA
MBOAT2	4	21324000	0	0	0	0	NA	NA	NA
TMTC3	7	0	0	0	0	10540000	NA	NA	NA
VPS13C	12	84658000	0	35673000	0	0	NA	NA	NA
RAPH1	5	0	0	0	0	23668000	NA	NA	NA
HIST2H3A	7	1.9133e+10	1.8327e+10	2.0381e+10	5608900000	5988900000	NA	NA	NA
LARP4	17	732450000	54004000	952330000	0	191390000	enr1	enr2	enr3
SND1	30	1490400000	36938000	1587800000	0	623860000	enr1	enr2	enr3
MARK2	10	109840000	0	140270000	0	23380000	NA	enr2	NA
COX15	3	27141000	0	0	0	0	NA	NA	NA
DDX46	26	585570000	305950000	547720000	34597000	138950000	NA	NA	enr3
TRMT10C	11	200100000	57252000	164920000	0	0	enr1	NA	NA
BZW1	10	132820000	0	164070000	0	0	NA	enr2	NA
CYB5R4	3	0	0	31185000	0	24247000	NA	NA	NA
DHX30	38	722540000	241170000	568190000	47408000	332500000	NA	NA	enr3
EIF3M	8	284580000	125450000	207110000	0	85370000	NA	NA	NA
MEPCE	3	0	0	12727000	0	0	NA	NA	NA
RRAGA;RRAGB	4	48362000	18298000	22390000	0	0	NA	NA	NA
CYFIP1	30	855390000	280450000	587210000	31192000	245080000	enr1	NA	enr3
COPS6	3	15588000	0	0	0	0	NA	NA	NA
EPM2AIP1	3	0	0	39315000	0	0	NA	NA	NA
FASTKD5	9	206360000	0	99252000	0	46739000	enr1	NA	NA
DYM	5	66508000	0	52906000	0	0	NA	NA	NA
GPRIN1	5	64890000	0	61677000	0	0	NA	NA	NA
TRMT1L	11	152800000	35175000	156190000	0	48700000	enr1	enr2	NA
ZC3HAV1	35	2194800000	23724000	2.561e+09	0	878240000	enr1	enr2	enr3
EFTUD1	10	123880000	0	120500000	0	60967000	NA	NA	NA
NUP54	6	23543000	0	16515000	0	0	NA	NA	NA
C16orf62	10	80108000	0	50198000	0	0	NA	NA	NA
POGZ	8	37739000	0	30800000	0	0	NA	NA	NA
ZFYVE16	10	0	0	54768000	0	0	NA	NA	NA
MON2	18	160520000	20593000	244770000	0	33440000	enr1	enr2	NA
DENND4A	7	24122000	0	0	0	0	NA	NA	NA
NUFIP2	24	8942800000	310710000	6971300000	81373000	3068400000	enr1	enr2	enr3
MAVS	3	26920000	0	23104000	0	0	NA	NA	NA
CLASP1	9	64577000	0	52793000	0	0	NA	NA	NA
DHX29	22	697490000	0	553980000	0	278410000	enr1	enr2	enr3
TRMT11	6	24995000	0	36833000	0	0	NA	NA	NA
HDDC2	6	130480000	32699000	141540000	0	79630000	NA	enr2	NA
HAUS6	23	618220000	0	444820000	0	75796000	enr1	enr2	NA
HEATR3	6	51025000	0	35405000	0	14565000	NA	NA	NA
KIF21A;KIF21B	4	0	0	27592000	0	0	NA	NA	NA
BRAP	17	1290100000	0	1113500000	0	243110000	enr1	enr2	enr3
WAPAL	7	78341000	0	0	0	0	NA	NA	NA
R3HCC1L	7	0	0	0	0	59119000	NA	NA	NA
ARPIN	9	758070000	0	842710000	0	905490000	enr1	enr2	enr3
HUWE1	22	208860000	79068000	163330000	29780000	94672000	NA	NA	NA
YTHDF3	6	116620000	0	166170000	0	96939000	NA	enr2	NA
CENPV	3	0	0	0	0	4465300	NA	NA	NA
SLFN11	11	127250000	57791000	128260000	0	78465000	NA	NA	NA
ZBTB33	20	2.34e+09	62965000	1900900000	0	1207900000	enr1	enr2	enr3
PATL1	16	575780000	167540000	429180000	119740000	229950000	enr1	NA	NA
PRUNE	14	337590000	37401000	311720000	0	156100000	enr1	enr2	enr3
ACOT1;ACOT2	15	261210000	0	300740000	0	453200000	enr1	enr2	enr3
MTDH	21	2057900000	19833000	1513700000	0	566670000	enr1	enr2	enr3
ZNF598	20	977060000	0	968040000	0	446510000	enr1	enr2	enr3
KTN1	15	254480000	0	178180000	0	0	enr1	enr2	NA
NAA40	4	62468000	0	63040000	0	0	NA	NA	NA
LUZP1	30	831630000	0	646750000	0	190330000	enr1	enr2	enr3
ALYREF	5	142090000	104470000	138820000	38862000	0	NA	NA	NA
CAND1	32	1974100000	779620000	1886900000	146180000	876530000	NA	NA	enr3
PARG	15	175750000	0	188400000	0	64050000	enr1	enr2	NA
ZC3HC1	5	50594000	0	24527000	0	0	NA	NA	NA
GPBP1	3	0	0	27185000	0	35189000	NA	NA	NA
CCDC25	8	221720000	0	425750000	0	179240000	enr1	enr2	enr3
CDR2L	5	0	0	59189000	0	0	NA	NA	NA
COMMD2	3	22454000	0	0	0	0	NA	NA	NA
NCAPG2	12	57382000	0	80440000	0	30144000	NA	NA	NA
ANKLE2	12	49020000	0	42536000	0	0	NA	NA	NA
DDX42	8	20876000	0	25693000	0	0	NA	NA	NA
SPATS2	8	183830000	0	198160000	0	0	enr1	enr2	NA
VRK2	3	29059000	0	0	0	0	NA	NA	NA
DZIP3	5	0	0	0	0	47108000	NA	NA	NA
DNAAF5	10	66221000	38652000	88680000	0	31225000	NA	NA	NA
GATAD2A	3	0	0	4512800	0	0	NA	NA	NA
CPNE8	8	0	0	53870000	0	0	NA	NA	NA
C2CD5	3	32145000	0	35890000	0	0	NA	NA	NA
DCP2	4	0	0	0	0	7937900	NA	NA	NA
ERC1	24	499220000	0	399750000	0	0	enr1	enr2	NA
LRRC49	11	173340000	0	112280000	0	0	enr1	NA	NA
PLD3	3	18641000	0	0	0	0	NA	NA	NA
VRK3	4	26440000	0	22871000	0	0	NA	NA	NA
NUDCD3	3	0	0	20110000	0	0	NA	NA	NA
AHNAK2	3	0	0	10261000	0	0	NA	NA	NA
CCDC50	4	128940000	0	176610000	0	0	NA	enr2	NA
CEP97	4	46081000	0	36914000	0	0	NA	NA	NA
WDR75	5	0	0	43042000	0	0	NA	NA	NA
MAP7D3	17	592960000	0	561060000	0	70981000	enr1	enr2	NA
ZC3H7A	8	167460000	0	148350000	0	58383000	enr1	enr2	NA
PHF6	4	233570000	87320000	225160000	0	0	NA	NA	NA
ARHGAP12	4	33900000	0	45699000	0	0	NA	NA	NA
ANKHD1	44	2289500000	22728000	1869300000	0	815010000	enr1	enr2	enr3
BBS7	6	34843000	0	21744000	0	0	NA	NA	NA
SUGP2	10	48989000	0	52177000	0	0	NA	NA	NA
DHX40	7	122630000	31698000	75230000	0	48384000	NA	NA	NA
SKA3	9	122420000	0	250550000	0	87485000	NA	enr2	NA
DNAJC10	8	0	0	32538000	0	0	NA	NA	NA
NELFCD	4	0	0	7284600	0	0	NA	NA	NA
RHOT2	5	135720000	44195000	81455000	0	65071000	enr1	NA	NA
RHOT1	3	43467000	0	0	0	0	NA	NA	NA
MSRB3	3	103240000	0	107390000	0	63916000	NA	NA	NA
RBM12B	7	37878000	65400000	0	22284000	0	NA	NA	NA
SMC5	3	0	19047000	0	0	0	NA	NA	NA
PPAPDC2	4	0	0	13814000	0	0	NA	NA	NA
DHX37	9	72551000	37120000	63181000	0	0	NA	NA	NA
FTSJ3	5	0	22425000	35706000	24115000	35261000	NA	NA	NA
MB21D2	6	78837000	0	66093000	0	0	NA	NA	NA
SRRM1	4	0	0	0	15990000	36667000	NA	NA	NA
SMAP1	5	331460000	0	366170000	0	448280000	enr1	enr2	enr3
PHACTR4	9	118330000	0	106750000	0	0	NA	NA	NA
DCP1B	7	141850000	0	111730000	0	0	enr1	NA	NA
SCYL3	4	26107000	0	25547000	0	0	NA	NA	NA
XRN1	42	2641100000	0	2383600000	16466000	951600000	enr1	enr2	enr3
ABI1	5	63923000	0	52558000	0	0	NA	NA	NA
RDH10	3	0	0	0	0	12280000	NA	NA	NA
SPG20	11	616220000	50674000	622720000	0	114240000	enr1	enr2	NA
RPTOR	11	96449000	43934000	119600000	0	0	NA	NA	NA
CCAR2	10	94304000	48506000	59560000	0	48323000	NA	NA	NA
VPS52	11	130520000	35697000	106720000	0	0	NA	NA	NA
NUP93	30	1627300000	587710000	1445300000	212230000	727320000	NA	NA	enr3
DOCK4	3	29401000	0	0	0	0	NA	NA	NA
ASCC3	60	2124500000	0	1291400000	0	218460000	enr1	enr2	enr3
MICALL1	5	17628000	0	13541000	0	0	NA	NA	NA
STAG2;STAG1	4	0	0	17277000	0	0	NA	NA	NA
ZADH2	3	79784000	0	63956000	21654000	0	NA	NA	NA
SRBD1	3	18184000	0	0	0	0	NA	NA	NA
TMEM57	7	0	0	32682000	0	0	NA	NA	NA
C12orf45	6	0	0	0	0	9971000	NA	NA	NA
RPP25L	3	276860000	0	0	0	118550000	enr1	NA	NA
ATPAF2	3	33308000	0	31002000	0	0	NA	NA	NA
JAGN1	3	0	25055000	0	0	0	NA	NA	NA
RNF10	5	40545000	0	0	0	0	NA	NA	NA
CPSF7	5	35567000	0	37356000	8750800	23627000	NA	NA	NA
ARFGAP2	8	102670000	0	102280000	0	0	NA	NA	NA
METTL13	5	0	0	1585700000	0	0	NA	enr2	NA
ARFGAP1	10	609710000	0	858540000	0	248320000	enr1	enr2	enr3
TEX9	4	0	0	35766000	0	0	NA	NA	NA
EMC1	12	106890000	32772000	79254000	0	0	NA	NA	NA
PAF1	3	0	0	0	3534400	0	NA	NA	NA
ANKRD44	3	0	0	2443500	0	0	NA	NA	NA
ENAH	8	169700000	0	148780000	0	0	enr1	enr2	NA
JMY	3	42987000	0	0	0	0	NA	NA	NA
ASCC1	7	427490000	0	338710000	0	0	enr1	enr2	NA
KRI1	11	187090000	352770000	96591000	103200000	0	NA	NA	NA
POC5	4	0	0	24613000	0	0	NA	NA	NA
ANKRD52	16	554730000	0	586930000	0	249800000	enr1	enr2	enr3
NHLRC2	9	145310000	0	184050000	0	82789000	enr1	enr2	NA
UBAC2	5	90300000	35714000	50713000	0	0	NA	NA	NA
TXNDC5	6	67505000	66106000	59488000	0	0	NA	NA	NA
SPC24	4	136410000	0	144170000	0	0	enr1	enr2	NA
ATAD1	5	207420000	73510000	139580000	0	124120000	NA	NA	NA
SERBP1	33	2.1905e+10	573570000	2.8604e+10	78311000	1.2521e+10	enr1	enr2	enr3
FAM98A	3	0	35864000	67020000	0	0	NA	NA	NA
MTMR14	3	0	0	0	0	11221000	NA	NA	NA
DYNC2H1	3	0	0	16144000	0	0	NA	NA	NA
SMG8	4	44840000	0	45485000	0	0	NA	NA	NA
RNF214	10	103640000	0	122350000	0	44090000	NA	NA	NA
LSM14A	7	466870000	39066000	502900000	0	163190000	enr1	enr2	enr3
SLAIN1	6	0	0	33329000	0	0	NA	NA	NA
PAPD5	4	0	0	20760000	0	0	NA	NA	NA
EHBP1	12	121320000	0	99248000	0	0	NA	NA	NA
TNRC6A	35	535410000	165700000	482920000	222800000	490060000	enr1	NA	NA
ABCF1	19	505790000	136210000	518310000	54252000	141980000	enr1	enr2	NA
MCU	9	192970000	53071000	121170000	0	47441000	enr1	NA	NA
PIK3C3	5	29242000	0	29600000	0	0	NA	NA	NA
GSTCD	3	27725000	0	26036000	0	0	NA	NA	NA
SHCBP1	3	0	0	21686000	0	0	NA	NA	NA
PDZD8	4	6654400	0	0	0	0	NA	NA	NA
NAV1	13	100360000	0	74890000	0	0	NA	NA	NA
PPHLN1	4	0	61575000	0	0	0	NA	NA	NA
LPCAT1	4	17467000	0	13933000	0	0	NA	NA	NA
FLAD1	4	29266000	11074000	0	7673500	0	NA	NA	NA
NBEA	4	0	0	10773000	0	0	NA	NA	NA
IPMK	4	0	0	22743000	0	0	NA	NA	NA
CASC5	17	94237000	0	173720000	0	34523000	NA	enr2	NA
ATL2	7	22799000	0	19216000	0	0	NA	NA	NA
RASSF8	5	31743000	0	0	0	0	NA	NA	NA
DDX55	5	28592000	0	21720000	0	0	NA	NA	NA
NEDD1	11	111120000	0	111880000	0	0	NA	NA	NA
NCOA7	3	0	0	14875000	0	0	NA	NA	NA
THOC2	16	543830000	135080000	239990000	47752000	128020000	enr1	NA	NA
WDR36	6	35706000	0	59579000	0	0	NA	NA	NA
ADCK3	8	323730000	110340000	231210000	0	166200000	NA	NA	enr3
EXOC6	5	0	0	26619000	0	0	NA	NA	NA
NPLOC4	11	132900000	0	171760000	0	81877000	NA	enr2	NA
SLC35B2	5	75882000	0	62951000	0	0	NA	NA	NA
GOLGA5	5	45385000	0	52711000	0	0	NA	NA	NA
NANP	3	0	0	0	0	21119000	NA	NA	NA
PIP4K2C	11	241030000	0	290750000	0	126730000	enr1	enr2	NA
TBC1D15	20	1141800000	140880000	1064100000	0	219320000	enr1	enr2	enr3
KIAA1524	19	622660000	0	598530000	0	146840000	enr1	enr2	enr3
STT3B	5	106660000	0	67808000	0	0	NA	NA	NA
HM13	3	26014000	0	17372000	0	20812000	NA	NA	NA
ALMS1	20	211370000	0	121120000	0	0	enr1	NA	NA
URGCP	5	26267000	0	25943000	0	0	NA	NA	NA
BICD2	5	24410000	0	18932000	0	0	NA	NA	NA
NEK9	19	1200300000	22759000	894070000	0	127700000	enr1	enr2	NA
DDX54	24	448240000	202200000	403350000	0	86235000	NA	NA	NA
DLG5	10	94881000	0	73497000	0	0	NA	NA	NA
