gene_id	Symbol	tc_CDS	tc_CDS_norm	tpm_cutoff	localization_cat	Annotation
ENSG00000166450.8	PRTG	33.5	14.3468950749465	2.335	membrane	protein_coding
ENSG00000166471.6	TMEM41B	85	4.91329479768786	17.3	membrane	protein_coding
ENSG00000166501.8	PRKCB	5.5	0.988319856244384	5.565	cytosolic	protein_coding
ENSG00000166503.4	HDGFRP3	18.5	0.412716118237591	44.825	cytosolic	protein_coding
ENSG00000166508.13	MCM7	223	0.652886754889331	341.56	cytosolic	protein_coding
ENSG00000166557.8	TMED3	155.5	1.76283868042172	88.21	membrane	protein_coding
ENSG00000166562.4	SEC11C	39	0.427069645203679	91.32	membrane	protein_coding
ENSG00000166582.5	CENPV	47.5	0.295150215925684	160.935	cytosolic	protein_coding
ENSG00000166595.7	FAM96B	23	0.217854605730523	105.575	cytosolic	protein_coding
ENSG00000166598.8	HSP90B1	2819.5	11.8660830773116	237.61	membrane	protein_coding
ENSG00000166681.9	NGFRAP1	14.5	0.0651846523859831	222.445	cytosolic	protein_coding
ENSG00000166685.7	COG1	4	0.420609884332282	9.51	cytosolic	protein_coding
ENSG00000166710.13	B2M	388.5	0.436776957064319	889.47	membrane	protein_coding
ENSG00000166747.8	AP1G1	7	0.40045766590389	17.48	cytosolic	protein_coding
ENSG00000166794.4	PPIB	343	1.19649771514285	286.67	membrane	protein_coding
ENSG00000166803.6	KIAA0101	38.5	0.199750959842275	192.74	cytosolic	protein_coding
ENSG00000166822.8	TMEM170A	39.5	2.56410256410256	15.405	membrane	protein_coding
ENSG00000166851.10	PLK1	226.5	2.14376981685675	105.655	cytosolic	protein_coding
ENSG00000166881.5	TMEM194A	475.5	11.912814731304	39.915	membrane	protein_coding
ENSG00000166887.11	VPS39	6	0.391006842619746	15.345	cytosolic	protein_coding
ENSG00000166889.13	PATL1	92	5.01499046061597	18.345	cytosolic	protein_coding
ENSG00000166908.13	PIP4K2C	6	0.284967941106625	21.055	cytosolic	protein_coding
ENSG00000166986.8	MARS	89	0.746143527833669	119.28	cytosolic	protein_coding
ENSG00000167004.8	PDIA3	391.5	2.54179516312287	154.025	membrane	protein_coding
ENSG00000167005.9	NUDT21	40	0.398227885907711	100.445	cytosolic	protein_coding
ENSG00000167085.7	PHB	130	0.339709417790321	382.68	cytosolic	protein_coding
ENSG00000167112.7	TRUB2	9	0.311472573109535	28.895	cytosolic	protein_coding
ENSG00000167113.6	COQ4	5.5	0.149091894822445	36.89	cytosolic	protein_coding
ENSG00000167114.8	SLC27A4	20	1.41542816702052	14.13	membrane	protein_coding
ENSG00000167123.14	CERCAM	13.5	0.852811118130133	15.83	membrane	protein_coding
ENSG00000167191.7	GPRC5B	50	7.52445447705041	6.645	membrane	protein_coding
ENSG00000167193.7	CRK	12.5	0.378845279587816	32.995	cytosolic	protein_coding
ENSG00000167258.9	CDK12	18	0.738613048830529	24.37	cytosolic	protein_coding
ENSG00000167323.5	STIM1	76.5	4.97076023391813	15.39	membrane	protein_coding
ENSG00000167325.10	RRM1	29	0.396012563157176	73.23	cytosolic	protein_coding
ENSG00000167383.4	ZNF229	11	1.44167758846658	7.63	cytosolic	protein_coding
ENSG00000167397.10	VKORC1	172.5	1.528442317916	112.86	membrane	protein_coding
ENSG00000167461.7	RAB8A	17	0.278391877507574	61.065	cytosolic	protein_coding
ENSG00000167526.9	RPL13	107.5	0.0349772078752404	3073.43	cytosolic	protein_coding
ENSG00000167536.9	DHRS13	2.5	0.135685210312076	18.425	membrane	protein_coding
ENSG00000167553.10	TUBA1C	108.5	0.286102284862948	379.235	cytosolic	protein_coding
ENSG00000167595.10	C19orf55	15.5	0.568077698369067	27.285	cytosolic	protein_coding
ENSG00000167600.9	CYP2S1	20.5	5.22959183673469	3.92	membrane	protein_coding
ENSG00000167619.7	TMEM145	32	6.84491978609626	4.675	membrane	protein_coding
ENSG00000167632.10	TRAPPC9	6.5	1.52046783625731	4.275	cytosolic	protein_coding
ENSG00000167642.8	SPINT2	29.5	0.188275840061269	156.685	membrane	protein_coding
ENSG00000167645.12	YIF1B	272.5	2.17582242095177	125.24	membrane	protein_coding
ENSG00000167658.11	EEF2	1243.5	0.539116862847109	2306.55	cytosolic	protein_coding
ENSG00000167700.4	MFSD3	24.5	0.817347789824854	29.975	membrane	protein_coding
ENSG00000167703.10	SLC43A2	45	10.1925254813137	4.415	membrane	protein_coding
ENSG00000167721.6	TSR1	16	0.286609941782356	55.825	cytosolic	protein_coding
ENSG00000167770.7	OTUB1	18.5	0.266282835552357	69.475	cytosolic	protein_coding
ENSG00000167774.2	NDUFA7	100	1.02674675291339	97.395	cytosolic	protein_coding
ENSG00000167775.6	CD320	25.5	0.273033888323786	93.395	membrane	protein_coding
ENSG00000167792.7	NDUFV1	3.5	0.027834108712076	125.745	cytosolic	protein_coding
ENSG00000167815.7	PRDX2	189.5	0.303023034547824	625.365	cytosolic	protein_coding
ENSG00000167861.11	HID1	5.5	0.551654964894684	9.97	cytosolic	protein_coding
ENSG00000167863.7	ATP5H	6	0.0167410714285714	358.4	cytosolic	protein_coding
ENSG00000167925.11	GHDC	30.5	2.13137665967855	14.31	membrane	protein_coding
ENSG00000167965.13	MLST8	66	0.63476797307045	103.975	cytosolic	protein_coding
ENSG00000167972.9	ABCA3	699.5	28.7800864019749	24.305	membrane	protein_coding
ENSG00000167978.12	SRRM2	427	1.65767304631391	257.59	cytosolic	protein_coding
ENSG00000167986.9	DDB1	80	0.612674708022209	130.575	cytosolic	protein_coding
ENSG00000168002.7	POLR2G	7.5	0.0423944378497541	176.91	cytosolic	protein_coding
ENSG00000168003.12	SLC3A2	17	0.212128774644372	80.14	membrane	protein_coding
ENSG00000168014.12	C2CD3	15	1.26315789473684	11.875	cytosolic	protein_coding
ENSG00000168028.9	RPSA	22.5	0.00928702478810105	2422.735	cytosolic	protein_coding
ENSG00000168036.12	CTNNB1	366.5	3.86582986129424	94.805	cytosolic	protein_coding
ENSG00000168038.6	ULK4	3.5	2.74509803921569	1.275	cytosolic	protein_coding
ENSG00000168056.10	LTBP3	67	6.92864529472596	9.67	membrane	protein_coding
ENSG00000168066.16	SF1	18.5	0.144401514264528	128.115	cytosolic	protein_coding
ENSG00000168077.9	SCARA3	7.5	0.859598853868195	8.725	membrane	protein_coding
ENSG00000168078.5	PBK	35	0.585578049188556	59.77	cytosolic	protein_coding
ENSG00000168090.5	COPS6	31.5	0.165081361528182	190.815	cytosolic	protein_coding
ENSG00000168118.7	RAB4A	4.5	0.0675118145675493	66.655	cytosolic	protein_coding
ENSG00000168137.11	SETD5	7.5	0.131118881118881	57.2	cytosolic	protein_coding
ENSG00000168175.10	MAPK1IP1L	23.5	0.849141824751581	27.675	cytosolic	protein_coding
ENSG00000168216.6	LMBRD1	311	16.1810613943809	19.22	membrane	protein_coding
ENSG00000168264.6	IRF2BP2	20.5	0.499087035909921	41.075	cytosolic	protein_coding
ENSG00000168268.6	NT5DC2	52	0.390361084002702	133.21	cytosolic	protein_coding
ENSG00000168282.4	MGAT2	10.5	0.390770375883885	26.87	membrane	protein_coding
ENSG00000168288.8	MMADHC	29	0.294356475842469	98.52	cytosolic	protein_coding
ENSG00000168291.8	PDHB	8.5	0.0980618366405168	86.68	cytosolic	protein_coding
ENSG00000168303.6	MPLKIP	17	2.31292517006803	7.35	cytosolic	protein_coding
ENSG00000168385.13	SEPT2	102	0.327547727236236	311.405	cytosolic	protein_coding
ENSG00000168389.13	MFSD2A	96.5	8.68586858685869	11.11	membrane	protein_coding
ENSG00000168393.8	DTYMK	5	0.034341838662042	145.595	cytosolic	protein_coding
ENSG00000168397.12	ATG4B	5	0.0664275275674239	75.27	cytosolic	protein_coding
ENSG00000168434.8	COG7	2.5	0.172354360565322	14.505	cytosolic	protein_coding
ENSG00000168439.12	STIP1	15.5	0.0980423163287897	158.095	cytosolic	protein_coding
ENSG00000168476.7	REEP4	72	2.22222222222222	32.4	membrane	protein_coding
ENSG00000168488.14	ATXN2L	41	0.533749918635683	76.815	cytosolic	protein_coding
ENSG00000168575.5	SLC20A2	6.5	0.275248782553462	23.615	membrane	protein_coding
ENSG00000168610.10	STAT3	5.5	0.245043439518824	22.445	cytosolic	protein_coding
ENSG00000168615.7	ADAM9	76	2.95719844357977	25.7	membrane	protein_coding
ENSG00000168701.14	TMEM208	10.5	0.190562613430127	55.1	membrane	protein_coding
ENSG00000168710.13	AHCYL1	4.5	0.106144592522703	42.395	cytosolic	protein_coding
ENSG00000168743.8	NPNT	18	2.10896309314587	8.535	membrane	protein_coding
ENSG00000168763.11	CNNM3	29	2.6605504587156	10.9	membrane	protein_coding
ENSG00000168769.8	TET2	8	4.1994750656168	1.905	cytosolic	protein_coding
ENSG00000168778.7	TCTN2	49.5	5.57746478873239	8.875	membrane	protein_coding
ENSG00000168781.17	PPIP5K1	6.5	0.385756676557863	16.85	cytosolic	protein_coding
ENSG00000168785.3	TSPAN5	11.5	1.31128848346636	8.77	membrane	protein_coding
ENSG00000168827.10	GFM1	3.5	0.147182506307822	23.78	cytosolic	protein_coding
ENSG00000168883.15	USP39	52	0.86587294979602	60.055	cytosolic	protein_coding
ENSG00000168904.10	LRRC28	316	20.5194805194805	15.4	cytosolic	protein_coding
ENSG00000168906.8	MAT2A	11	0.0813970697054906	135.14	cytosolic	protein_coding
ENSG00000168924.10	LETM1	6.5	0.273569023569024	23.76	cytosolic	protein_coding
ENSG00000168938.5	PPIC	8.5	0.23390203632361	36.34	membrane	protein_coding
ENSG00000168958.15	MFF	15.5	0.148367952522255	104.47	cytosolic	protein_coding
ENSG00000169020.5	ATP5I	3.5	0.00316052771782808	1107.41	cytosolic	protein_coding
ENSG00000169021.4	UQCRFS1	84.5	0.236145655758321	357.83	cytosolic	protein_coding
ENSG00000169045.13	HNRNPH1	78	0.178000912825194	438.2	cytosolic	protein_coding
ENSG00000169071.10	ROR2	17.5	2.54360465116279	6.88	membrane	protein_coding
ENSG00000169105.6	CHST14	14.5	1.19096509240246	12.175	membrane	protein_coding
ENSG00000169116.7	PARM1	7	1.20068610634648	5.83	membrane	protein_coding
ENSG00000169169.10	CPT1C	5	0.27196083763938	18.385	cytosolic	protein_coding
ENSG00000169180.7	XPO6	31.5	0.389489953632148	80.875	cytosolic	protein_coding
ENSG00000169189.12	NSMCE1	26.5	0.36551724137931	72.5	cytosolic	protein_coding
ENSG00000169223.10	LMAN2	1082.5	5.28926023648979	204.66	membrane	protein_coding
ENSG00000169230.5	PRELID1	102.5	0.351961541763241	291.225	cytosolic	protein_coding
ENSG00000169251.8	NMD3	7	0.253256150506512	27.64	cytosolic	protein_coding
ENSG00000169299.9	PGM2	5.5	0.242184059885513	22.71	cytosolic	protein_coding
ENSG00000169359.9	SLC33A1	53	3.32184268254466	15.955	membrane	protein_coding
ENSG00000169432.10	SCN9A	9	6.31578947368421	1.425	membrane	protein_coding
ENSG00000169439.7	SDC2	42.5	0.895113732097725	47.48	membrane	protein_coding
ENSG00000169446.4	MMGT1	13	0.466954022988506	27.84	membrane	protein_coding
ENSG00000169490.12	TM2D2	10.5	0.411280846063455	25.53	membrane	protein_coding
ENSG00000169592.10	INO80E	11	0.0949462690432006	115.855	cytosolic	protein_coding
ENSG00000169604.15	ANTXR1	112	12.0042872454448	9.33	membrane	protein_coding
ENSG00000169679.10	BUB1	11.5	0.355816831683168	32.32	cytosolic	protein_coding
ENSG00000169682.13	SPNS1	435.5	21.3375796178344	20.41	membrane	protein_coding
ENSG00000169684.9	CHRNA5	193	6.12406790417262	31.515	membrane	protein_coding
ENSG00000169692.8	AGPAT2	301.5	5.65294834536421	53.335	membrane	protein_coding
ENSG00000169710.6	FASN	144.5	0.990913766500943	145.825	cytosolic	protein_coding
ENSG00000169727.8	GPS1	36	0.271125169453231	132.78	cytosolic	protein_coding
ENSG00000169738.3	DCXR	10.5	0.0463514766256125	226.53	cytosolic	protein_coding
ENSG00000169750.4	RAC3	22.5	0.102138090698625	220.29	cytosolic	protein_coding
ENSG00000169762.12	TAPT1	13	1.6139044072005	8.055	membrane	protein_coding
ENSG00000169764.10	UGP2	7.5	0.29673590504451	25.275	cytosolic	protein_coding
ENSG00000169783.8	LINGO1	61.5	5.16372795969773	11.91	membrane	protein_coding
ENSG00000169813.12	HNRNPF	245	1.12025605852766	218.7	cytosolic	protein_coding
ENSG00000169814.8	BTD	11.5	0.92443729903537	12.44	membrane	protein_coding
ENSG00000169826.6	CSGALNACT2	3.5	0.303292894280763	11.54	membrane	protein_coding
ENSG00000169851.11	PCDH7	40.5	3.61768646717284	11.195	membrane	protein_coding
ENSG00000169855.15	ROBO1	296.5	16.0487144790257	18.475	membrane	protein_coding
ENSG00000169895.5	SYAP1	7.5	0.300661455201443	24.945	cytosolic	protein_coding
ENSG00000169902.9	TPST1	23.5	3.44827586206897	6.815	membrane	protein_coding
ENSG00000169919.12	GUSB	113	3.59929925147316	31.395	membrane	protein_coding
ENSG00000170017.8	ALCAM	76	6.14389652384802	12.37	membrane	protein_coding
ENSG00000170035.11	UBE2E3	30	0.294391835533095	101.905	cytosolic	protein_coding
ENSG00000170043.7	TRAPPC1	42	0.182030945260694	230.73	cytosolic	protein_coding
ENSG00000170088.9	TMEM192	63	5.625	11.2	membrane	protein_coding
ENSG00000170142.7	UBE2E1	278.5	0.883411841207911	315.255	cytosolic	protein_coding
ENSG00000170144.14	HNRNPA3	9	0.0210696351441514	427.155	cytosolic	protein_coding
ENSG00000170153.6	RNF150	17	2.79835390946502	6.075	membrane	protein_coding
ENSG00000170248.9	PDCD6IP	6.5	0.145365090014536	44.715	cytosolic	protein_coding
ENSG00000170266.11	GLB1	119.5	5.28527200353826	22.61	membrane	protein_coding
ENSG00000170275.10	CRTAP	273.5	3.59253907789308	76.13	membrane	protein_coding
ENSG00000170293.4	CMTM8	251.5	19.5948578106739	12.835	membrane	protein_coding
ENSG00000170312.11	CDK1	103	0.557223619789553	184.845	cytosolic	protein_coding
ENSG00000170348.4	TMED10	759.5	7.68646898087238	98.81	membrane	protein_coding
ENSG00000170390.10	DCLK2	4	0.937866354044549	4.265	cytosolic	protein_coding
ENSG00000170425.3	ADORA2B	8	0.788954635108481	10.14	membrane	protein_coding
ENSG00000170464.5	DNAJC18	29.5	2.37711522965351	12.41	membrane	protein_coding
ENSG00000170471.10	RALGAPB	8.5	0.588031822898651	14.455	cytosolic	protein_coding
ENSG00000170515.9	PA2G4	85	0.187625543562237	453.03	cytosolic	protein_coding
ENSG00000170522.5	ELOVL6	13	1.14587924195681	11.345	membrane	protein_coding
ENSG00000170537.8	TMC7	6.5	3.18627450980392	2.04	membrane	protein_coding
ENSG00000170558.4	CDH2	565	25.9352765664448	21.785	membrane	protein_coding
ENSG00000170571.7	EMB	19	0.888681010289991	21.38	membrane	protein_coding
ENSG00000170606.9	HSPA4	34.5	0.470379712318495	73.345	cytosolic	protein_coding
ENSG00000170759.10	KIF5B	10.5	0.252951096121417	41.51	cytosolic	protein_coding
ENSG00000170775.2	GPR37	6	1.24352331606218	4.825	membrane	protein_coding
ENSG00000170832.8	USP32	4.5	0.339366515837104	13.26	cytosolic	protein_coding
ENSG00000170876.7	TMEM43	217.5	6.12589776087875	35.505	membrane	protein_coding
ENSG00000170881.4	RNF139	32	1.8161180476731	17.62	membrane	protein_coding
ENSG00000170892.6	TSEN34	8	0.1497146065313	53.435	cytosolic	protein_coding
ENSG00000170965.5	PLAC1	21.5	1.63560289083302	13.145	membrane	protein_coding
ENSG00000171004.13	HS6ST2	254.5	14.5304025121325	17.515	membrane	protein_coding
ENSG00000171055.10	FEZ2	5	0.288433804441881	17.335	cytosolic	protein_coding
ENSG00000171105.9	INSR	94.5	15.5299917830731	6.085	membrane	protein_coding
ENSG00000171135.10	JAGN1	315.5	6.11315636504553	51.61	membrane	protein_coding
ENSG00000171148.9	TADA3	9.5	0.18154022549207	52.33	cytosolic	protein_coding
ENSG00000171155.7	C1GALT1C1	42.5	1.27321749550629	33.38	membrane	protein_coding
ENSG00000171204.8	TMEM126B	24.5	0.391436331682377	62.59	cytosolic	protein_coding
ENSG00000171208.5	NETO2	68.5	1.16348195329087	58.875	membrane	protein_coding
ENSG00000171241.4	SHCBP1	8	0.344308155799441	23.235	cytosolic	protein_coding
ENSG00000171246.5	NPTX1	42	1.28755364806867	32.62	membrane	protein_coding
ENSG00000171262.7	FAM98B	10	0.344234079173838	29.05	cytosolic	protein_coding
ENSG00000171298.8	GAA	457.5	23.3955510099719	19.555	membrane	protein_coding
ENSG00000171302.12	CANT1	13.5	0.443932916803683	30.41	membrane	protein_coding
ENSG00000171310.6	CHST11	18	3.05862361937128	5.885	membrane	protein_coding
ENSG00000171365.11	CLCN5	34	7.50551876379691	4.53	membrane	protein_coding
ENSG00000171425.5	ZNF581	4.5	0.120951485015455	37.205	cytosolic	protein_coding
ENSG00000171456.12	ASXL1	3	0.080721108569891	37.165	cytosolic	protein_coding
ENSG00000171488.10	LRRC8C	33.5	5.02625656414104	6.665	membrane	protein_coding
ENSG00000171492.10	LRRC8D	37	2.91338582677165	12.7	membrane	protein_coding
ENSG00000171503.7	ETFDH	8.5	0.624082232011748	13.62	cytosolic	protein_coding
ENSG00000171517.5	LPAR3	4.5	0.570703868103995	7.885	membrane	protein_coding
ENSG00000171551.7	ECEL1	13	3.47593582887701	3.74	membrane	protein_coding
ENSG00000171603.12	CLSTN1	1493	35.4211150652432	42.15	membrane	protein_coding
ENSG00000171634.12	BPTF	6.5	0.374531835205992	17.355	cytosolic	protein_coding
ENSG00000171681.8	ATF7IP	24	1.53061224489796	15.68	cytosolic	protein_coding
ENSG00000171714.10	ANO5	9	2.19244823386114	4.105	membrane	protein_coding
ENSG00000171720.5	HDAC3	11.5	0.122784539824899	93.66	cytosolic	protein_coding
ENSG00000171735.14	CAMTA1	2	0.0137353203763478	145.61	cytosolic	protein_coding
ENSG00000171824.9	EXOSC10	88.5	1.72598732325695	51.275	cytosolic	protein_coding
ENSG00000171848.9	RRM2	3.5	0.0433812592959841	80.68	cytosolic	protein_coding
ENSG00000171862.5	PTEN	14.5	1.21085594989562	11.975	cytosolic	protein_coding
ENSG00000172009.10	THOP1	25	0.345829298658182	72.29	cytosolic	protein_coding
ENSG00000172031.6	EPHX4	71	11.5635179153094	6.14	membrane	protein_coding
ENSG00000172037.9	LAMB2	106.5	5.56281013319405	19.145	membrane	protein_coding
ENSG00000172053.10	QARS	68	0.233328186388045	291.435	cytosolic	protein_coding
ENSG00000172057.5	ORMDL3	40.5	0.999013320177602	40.54	membrane	protein_coding
ENSG00000172167.3	MTBP	5.5	0.887812752219532	6.195	cytosolic	protein_coding
ENSG00000172239.9	PAIP1	7	0.115750310045473	60.475	cytosolic	protein_coding
ENSG00000172269.12	DPAGT1	328.5	12.9279811097993	25.41	membrane	protein_coding
ENSG00000172270.14	BSG	439	1.00807146055547	435.485	membrane	protein_coding
ENSG00000172292.10	CERS6	365	22.537820314912	16.195	membrane	protein_coding
ENSG00000172301.6	COPRS	17	0.197743398860067	85.97	cytosolic	protein_coding
ENSG00000172339.9	ALG14	40	12.6782884310618	3.155	membrane	protein_coding
ENSG00000172354.5	GNB2	53.5	0.380133579650419	140.74	cytosolic	protein_coding
ENSG00000172469.10	MANEA	29	3.11827956989247	9.3	membrane	protein_coding
ENSG00000172500.8	FIBP	32	0.597405021935966	53.565	cytosolic	protein_coding
ENSG00000172531.10	PPP1CA	8.5	0.0827814569536424	102.68	cytosolic	protein_coding
ENSG00000172733.10	PURG	10	2.5706940874036	3.89	cytosolic	protein_coding
ENSG00000172757.8	CFL1	7.5	0.013304713416473	563.71	cytosolic	protein_coding
ENSG00000172795.11	DCP2	29.5	1.31991051454139	22.35	cytosolic	protein_coding
ENSG00000172809.8	RPL38	112	0.0313352451563265	3574.25	cytosolic	protein_coding
ENSG00000172869.10	DMXL1	20.5	2.14772132006286	9.545	cytosolic	protein_coding
ENSG00000172893.11	DHCR7	253	5.83419808601407	43.365	membrane	protein_coding
ENSG00000172954.9	LCLAT1	15	1.41043723554302	10.635	membrane	protein_coding
ENSG00000173039.14	RELA	19	0.691286156085137	27.485	cytosolic	protein_coding
ENSG00000173145.7	NOC3L	21.5	0.848963474827246	25.325	cytosolic	protein_coding
ENSG00000173214.5	KIAA1919	42.5	16.5369649805447	2.57	membrane	protein_coding
ENSG00000173218.10	VANGL1	19.5	2.08444681988242	9.355	membrane	protein_coding
ENSG00000173276.9	ZBTB21	35	2.05580029368576	17.025	cytosolic	protein_coding
ENSG00000173402.7	DAG1	104.5	4.06219630709427	25.725	membrane	protein_coding
ENSG00000173409.9	ARV1	8.5	0.132677749161008	64.065	membrane	protein_coding
ENSG00000173418.7	NAA20	14.5	0.120848439388257	119.985	cytosolic	protein_coding
ENSG00000173456.4	RNF26	3	0.114111829593001	26.29	membrane	protein_coding
ENSG00000173473.6	SMARCC1	6	0.158478605388273	37.86	cytosolic	protein_coding
ENSG00000173482.12	PTPRM	30	4.31654676258993	6.95	membrane	protein_coding
ENSG00000173530.5	TNFRSF10D	10	0.469593801361822	21.295	membrane	protein_coding
ENSG00000173638.14	SLC19A1	472	15.3720892362807	30.705	membrane	protein_coding
ENSG00000173653.3	RCE1	12	1.2972972972973	9.25	membrane	protein_coding
ENSG00000173692.8	PSMD1	69	1.30768501847816	52.765	cytosolic	protein_coding
ENSG00000173698.13	GPR64	21.5	11.6216216216216	1.85	membrane	protein_coding
ENSG00000173705.4	SUSD5	6	2.04778156996587	2.93	membrane	protein_coding
ENSG00000173706.8	HEG1	47	9.42828485456369	4.985	membrane	protein_coding
ENSG00000173812.6	EIF1	50.5	0.124431741181978	405.845	cytosolic	protein_coding
ENSG00000173848.14	NET1	13.5	0.326797385620915	41.31	cytosolic	protein_coding
ENSG00000173852.9	DPY19L1	252.5	10.7584149978696	23.47	membrane	protein_coding
ENSG00000173905.4	GOLIM4	28	2.12040893600909	13.205	membrane	protein_coding
ENSG00000173930.8	SLCO4C1	28	20.2166064981949	1.385	membrane	protein_coding
ENSG00000173950.11	XXYLT1	65	3.88872270415794	16.715	membrane	protein_coding
ENSG00000174010.9	KLHL15	20.5	0.21304234866199	96.225	cytosolic	protein_coding
ENSG00000174100.5	MRPL45	6	0.083904349042092	71.51	cytosolic	protein_coding
ENSG00000174106.2	LEMD3	16	0.873839432004369	18.31	membrane	protein_coding
ENSG00000174197.12	MGA	47.5	6.71378091872791	7.075	cytosolic	protein_coding
ENSG00000174227.11	PIGG	10.5	0.621301775147929	16.9	membrane	protein_coding
ENSG00000174231.12	PRPF8	669.5	4.01090342679128	166.92	cytosolic	protein_coding
ENSG00000174233.7	ADCY6	205	13.8935953913927	14.755	membrane	protein_coding
ENSG00000174282.7	ZBTB4	13.5	1.55440414507772	8.685	cytosolic	protein_coding
ENSG00000174327.6	SLC16A13	47	8.60018298261665	5.465	membrane	protein_coding
ENSG00000174371.12	EXO1	21.5	0.561944589649765	38.26	cytosolic	protein_coding
ENSG00000174373.11	RALGAPA1	11	1.03724658180104	10.605	cytosolic	protein_coding
ENSG00000174437.12	ATP2A2	3444	31.2112012324981	110.345	membrane	protein_coding
ENSG00000174442.7	ZWILCH	5.5	0.157887182431463	34.835	cytosolic	protein_coding
ENSG00000174444.10	RPL4	288.5	0.0336254728400004	8579.805	cytosolic	protein_coding
ENSG00000174460.3	ZCCHC12	14	0.5507474429583	25.42	cytosolic	protein_coding
ENSG00000174547.9	MRPL11	5	0.0604083605170956	82.77	cytosolic	protein_coding
ENSG00000174606.8	ANGEL2	4	0.119012198750372	33.61	cytosolic	protein_coding
ENSG00000174607.6	UGT8	49.5	5.47566371681416	9.04	membrane	protein_coding
ENSG00000174628.12	IQCK	14	2.13089802130898	6.57	cytosolic	protein_coding
ENSG00000174669.7	SLC29A2	48	3.62948960302457	13.225	membrane	protein_coding
ENSG00000174684.6	B3GNT1	26	0.493967892087014	52.635	membrane	protein_coding
ENSG00000174780.11	SRP72	8	0.108181203515889	73.95	cytosolic	protein_coding
ENSG00000174851.10	YIF1A	7	0.115473441108545	60.62	membrane	protein_coding
ENSG00000174891.8	RSRC1	4	0.155763239875389	25.68	cytosolic	protein_coding
ENSG00000174903.10	RAB1B	16	0.182836247286024	87.51	cytosolic	protein_coding
ENSG00000174915.7	PTDSS2	165	7.98258345428157	20.67	membrane	protein_coding
ENSG00000174938.10	SEZ6L2	37.5	12.5628140703518	2.985	membrane	protein_coding
ENSG00000175063.12	UBE2C	12.5	0.0757392147358216	165.04	cytosolic	protein_coding
ENSG00000175066.11	GK5	7	0.62667860340197	11.17	cytosolic	protein_coding
ENSG00000175166.12	PSMD2	45.5	0.285714285714286	159.25	cytosolic	protein_coding
ENSG00000175198.10	PCCA	5.5	0.402782863419993	13.655	cytosolic	protein_coding
ENSG00000175216.10	CKAP5	78.5	1.91113816189897	41.075	cytosolic	protein_coding
ENSG00000175224.12	ATG13	17	0.558475689881735	30.44	cytosolic	protein_coding
ENSG00000175283.7	DOLK	18.5	1.30098452883263	14.22	membrane	protein_coding
ENSG00000175305.12	CCNE2	6.5	0.556506849315069	11.68	cytosolic	protein_coding
ENSG00000175387.11	SMAD2	42.5	2.04769934955432	20.755	cytosolic	protein_coding
ENSG00000175390.8	EIF3F	7.5	0.0394871929870745	189.935	cytosolic	protein_coding
ENSG00000175445.10	LPL	21	3.25833979829325	6.445	membrane	protein_coding
ENSG00000175548.4	ALG10B	88	6.40698944302876	13.735	membrane	protein_coding
ENSG00000175606.6	TMEM70	8.5	0.315926407730905	26.905	cytosolic	protein_coding
ENSG00000175756.9	AURKAIP1	7.5	0.0405580791693705	184.92	cytosolic	protein_coding
ENSG00000175782.8	SLC35E3	22.5	4.80769230769231	4.68	membrane	protein_coding
ENSG00000175792.7	RUVBL1	40	0.272340425531915	146.875	cytosolic	protein_coding
ENSG00000175893.7	ZDHHC21	20	5.45702592087312	3.665	membrane	protein_coding
ENSG00000176105.9	YES1	5.5	0.173528947783562	31.695	cytosolic	protein_coding
ENSG00000176142.8	TMEM39A	77.5	6.11681136543015	12.67	membrane	protein_coding
ENSG00000176148.11	TCP11L1	12.5	1.36165577342048	9.18	cytosolic	protein_coding
ENSG00000176204.9	LRRTM4	11	4.47154471544715	2.46	membrane	protein_coding
ENSG00000176248.7	ANAPC2	8.5	0.392609699769053	21.65	cytosolic	protein_coding
ENSG00000176393.6	RNPEP	25	0.463520904792806	53.935	cytosolic	protein_coding
ENSG00000176454.9	LPCAT4	97	4.21555845284659	23.01	membrane	protein_coding
ENSG00000176463.9	SLCO3A1	210.5	31.1851851851852	6.75	membrane	protein_coding
ENSG00000176658.12	MYO1D	5	0.303306035790112	16.485	cytosolic	protein_coding
ENSG00000176871.4	WSB2	12.5	0.385802469135802	32.4	cytosolic	protein_coding
ENSG00000176890.11	TYMS	46	0.248702422145329	184.96	cytosolic	protein_coding
ENSG00000176894.5	PXMP2	4	0.0533440021337601	74.985	cytosolic	protein_coding
ENSG00000176953.6	NFATC2IP	14	0.422641509433962	33.125	cytosolic	protein_coding
ENSG00000176974.13	SHMT1	4.5	0.0742819412347309	60.58	cytosolic	protein_coding
ENSG00000177042.10	TMEM80	8.5	0.441100155682408	19.27	membrane	protein_coding
ENSG00000177054.9	ZDHHC13	103.5	6.00870827285922	17.225	membrane	protein_coding
ENSG00000177058.7	SLC38A9	19	1.33802816901408	14.2	membrane	protein_coding
ENSG00000177084.12	POLE	45.5	1.14135206321334	39.865	cytosolic	protein_coding
ENSG00000177119.11	ANO6	172	9.11741319904585	18.865	membrane	protein_coding
ENSG00000177156.6	TALDO1	27	0.196427921865338	137.455	cytosolic	protein_coding
ENSG00000177239.10	MAN1B1	13.5	0.75503355704698	17.88	membrane	protein_coding
ENSG00000177370.4	TIMM22	7.5	0.363548230731944	20.63	cytosolic	protein_coding
