gene_id	Symbol	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat	loc_tar_CDS
ENSG00000169359.9	SLC33A1	-0.358500485475636	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000169439.7	SDC2	-0.399189521349166	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000169446.4	MMGT1	-0.988178999420347	not_quantified	membrane	membrane_tc<1.66
ENSG00000169490.12	TM2D2	-0.244546412010813	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000169682.13	SPNS1	0.318018184492532	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000169684.9	CHRNA5	1.00383701564936	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000169692.8	AGPAT2	-1.2147503723183	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000169814.8	BTD	-1.38302670085741	down_tumor	membrane	membrane_tc<1.66
ENSG00000169826.6	CSGALNACT2	-0.352136996991319	not_quantified	membrane	membrane_tc<1.66
ENSG00000169855.15	ROBO1	0.223490659032286	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000169919.12	GUSB	-0.573410658413603	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000170017.8	ALCAM	-1.20772205136206	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170088.9	TMEM192	1.18819423219466	up_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170113.11	NIPA1	-0.439155188854585	not_quantified	membrane	nontarget_membrane
ENSG00000170266.11	GLB1	-1.20950771563103	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000170275.10	CRTAP	-0.567921595290587	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000170293.4	CMTM8	-0.666123289468938	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170348.4	TMED10	-1.30128117793458	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170412.12	GPRC5C	-0.21515123324134	unchanged_tumor	membrane	nontarget_membrane
ENSG00000170425.3	ADORA2B	0.327106861439982	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000170464.5	DNAJC18	1.71568216495968	up_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000170522.5	ELOVL6	-0.823770241834118	not_quantified	membrane	membrane_tc<1.66
ENSG00000170540.10	ARL6IP1	-0.528029606919992	not_quantified	membrane	nontarget_membrane
ENSG00000170558.4	CDH2	-3.02524440350333	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170571.7	EMB	1.88648870219567	up_tumor	membrane	membrane_tc<1.66
ENSG00000170876.7	TMEM43	-0.974443158387086	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000170881.4	RNF139	-1.01555977195981	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000171135.10	JAGN1	-0.612080687094263	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000171155.7	C1GALT1C1	-1.27948835717337	down_tumor	membrane	membrane_tc<1.66
ENSG00000171208.5	NETO2	-0.178365217960893	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000171246.5	NPTX1	1.41547606864139	up_tumor	membrane	membrane_tc<1.66
ENSG00000171298.8	GAA	-0.087734974284521	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000171302.12	CANT1	-0.604790861742853	not_quantified	membrane	membrane_tc<1.66
ENSG00000171492.10	LRRC8D	-0.376340988009494	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000171603.12	CLSTN1	-0.900274044984462	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000171867.12	PRNP	-0.568944107037259	not_quantified	membrane	nontarget_membrane
ENSG00000172037.9	LAMB2	-0.906480680374415	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000172057.5	ORMDL3	-0.0644631924683115	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000172269.12	DPAGT1	-1.00602286038761	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000172270.14	BSG	-1.09607149611702	down_tumor	membrane	membrane_tc<1.66
ENSG00000172292.10	CERS6	-0.410251708843016	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000172889.11	EGFL7	-0.00926301789592372	unchanged_tumor	membrane	nontarget_membrane
ENSG00000172893.11	DHCR7	-0.971370768308421	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000172954.9	LCLAT1	0.0393639991275282	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000173402.7	DAG1	-0.808200456078824	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000173409.9	ARV1	-0.918661511036008	not_quantified	membrane	membrane_tc<1.66
ENSG00000173456.4	RNF26	-0.528423750566344	not_quantified	membrane	membrane_tc<1.66
ENSG00000173486.8	FKBP2	-0.195498012922687	unchanged_tumor	membrane	nontarget_membrane
ENSG00000173530.5	TNFRSF10D	-0.148487501284753	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000173638.14	SLC19A1	-0.0778026457901052	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000173852.9	DPY19L1	-0.987526477213287	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000173905.4	GOLIM4	-0.653317188144378	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000173918.10	C1QTNF1	-0.0893471025962587	unchanged_tumor	membrane	nontarget_membrane
ENSG00000173950.11	XXYLT1	0.364587659768107	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000174106.2	LEMD3	-0.371324418855286	not_quantified	membrane	membrane_tc<1.66
ENSG00000174132.8	FAM174A	-0.909193951195002	not_quantified	membrane	nontarget_membrane
ENSG00000174227.11	PIGG	-0.325552071774095	not_quantified	membrane	membrane_tc<1.66
ENSG00000174233.7	ADCY6	-0.879311968573613	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000174437.12	ATP2A2	-0.278053976981362	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000174669.7	SLC29A2	-0.273076255230875	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000174684.6	B3GNT1	-0.300304043615242	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000174851.10	YIF1A	-1.12208740923719	down_tumor	membrane	membrane_tc<1.66
ENSG00000174915.7	PTDSS2	-0.471898540446267	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000175283.7	DOLK	-0.252038708004031	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000176022.3	B3GALT6	-0.284490753207336	unchanged_tumor	membrane	nontarget_membrane
ENSG00000176142.8	TMEM39A	-1.10076420456912	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000176454.9	LPCAT4	-0.931076003876334	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000176915.10	ANKLE2	0.288970655431209	unchanged_tumor	membrane	nontarget_membrane
ENSG00000177042.10	TMEM80	-1.03044980260023	down_tumor	membrane	membrane_tc<1.66
ENSG00000177054.9	ZDHHC13	-0.634790099681109	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000177058.7	SLC38A9	-0.34594003970108	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000177119.11	ANO6	-0.729746797684252	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000177239.10	MAN1B1	-0.186000175491346	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000177628.11	GBA	-0.138345077594228	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000177674.11	AGTRAP	-0.591258819587809	not_quantified	membrane	membrane_tc<1.66
ENSG00000177697.13	CD151	-0.806695289499124	not_quantified	membrane	membrane_tc<1.66
ENSG00000177706.8	FAM20C	-0.0803621954556574	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000177728.10	KIAA0195	0.0488418761005241	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000177830.13	CHID1	-0.395699637245951	not_quantified	membrane	membrane_tc<1.66
ENSG00000177917.6	ARL6IP6	-1.14402369602578	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000178202.8	KDELC2	-0.0844786836987519	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000178467.13	P4HTM	-1.14210058344243	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000178719.12	GRINA	-0.418101303738991	not_quantified	membrane	nontarget_membrane
ENSG00000178904.14	DPY19L3	-0.727236027509778	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000178927.12	C17orf62	-0.0177137420379953	unchanged_tumor	membrane	nontarget_membrane
ENSG00000179085.7	DPM3	-0.150819842510782	unchanged_tumor	membrane	nontarget_membrane
ENSG00000179163.11	FUCA1	-0.729729048748261	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000179218.9	CALR	-0.723377255425219	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000179241.8	LDLRAD3	-0.168837109786263	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000179344.12	HLA-DQB1	-0.917788966225773	unchanged_tumor	membrane	nontarget_membrane
ENSG00000179387.5	ELMOD2	-0.855504028034738	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000179431.5	FJX1	1.38693660890788	up_tumor	membrane	nontarget_membrane
ENSG00000179820.11	MYADM	0.246043696056481	unchanged_tumor	membrane	nontarget_membrane
ENSG00000180398.7	MCFD2	0.0768456268950252	unchanged_tumor	membrane	nontarget_membrane
ENSG00000180776.11	ZDHHC20	0.497422613039581	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000180879.9	SSR4	-1.05748614774065	down_tumor	membrane	nontarget_membrane
ENSG00000181027.6	FKRP	0.211683875479274	unchanged_tumor	membrane	nontarget_membrane
ENSG00000181104.6	F2R	0.657437788317605	not_quantified	membrane	nontarget_membrane
ENSG00000181523.8	SGSH	-0.776024551730747	not_quantified	membrane	nontarget_membrane
ENSG00000181704.7	YIPF6	-0.115483964022829	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000182022.13	CHST15	-1.22139155849814	down_tumor	membrane	nontarget_membrane
ENSG00000182087.8	TMEM259	-0.097827989293119	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000182197.6	EXT1	-0.784323582944109	not_quantified	membrane	membrane_tc<1.66
ENSG00000182220.9	ATP6AP2	-1.19690986709949	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000182240.11	BACE2	-0.993028535129778	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000182534.9	MXRA7	0.222064772567877	not_quantified	membrane	nontarget_membrane
ENSG00000182544.8	MFSD5	-0.396949777635844	not_quantified	membrane	nontarget_membrane
ENSG00000182858.9	ALG12	-0.845237943594987	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000182934.7	SRPR	-0.818508754283041	not_quantified	membrane	membrane_tc<1.66
ENSG00000182963.5	GJC1	2.31793012444002	up_tumor	membrane	nontarget_membrane
ENSG00000182985.12	CADM1	-0.256026116474157	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000183255.7	PTTG1IP	-1.01452628801348	down_tumor	membrane	membrane_tc<1.66
ENSG00000183291.11	SEP15	-0.938597494618676	not_quantified	membrane	membrane_tc<1.66
ENSG00000183722.7	LHFP	0.354168590022147	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000183726.6	TMEM50A	-0.866891281019903	not_quantified	membrane	nontarget_membrane
ENSG00000183853.13	KIRREL	0.564211982783535	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000184164.10	CRELD2	-0.608176820062752	not_quantified	membrane	membrane_tc<1.66
ENSG00000184232.4	OAF	0.192687028918818	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000184277.8	TM2D3	0.21523335871842	unchanged_tumor	membrane	nontarget_membrane
ENSG00000184840.7	TMED9	-0.336827339460128	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000184916.4	JAG2	-0.0803734117285403	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000184992.10	BRI3BP	1.06856195872806	up_tumor	membrane	membrane_tc<1.66
ENSG00000185000.5	DGAT1	-1.33541184857927	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000185090.10	MANEAL	-0.34576338499902	unchanged_tumor	membrane	nontarget_membrane
ENSG00000185115.4	NDNL2	-0.170642373016544	unchanged_tumor	membrane	nontarget_membrane
ENSG00000185127.5	C6orf120	-0.925993867592348	not_quantified	membrane	membrane_tc<1.66
ENSG00000185164.10	NOMO2	-0.784008699618049	not_quantified	membrane	membrane_tc<1.66
ENSG00000185344.9	ATP6V0A2	0.64083763114727	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000185432.10	METTL7A	1.99794677436091	up_tumor	membrane	nontarget_membrane
ENSG00000185475.4	TMEM179B	-0.341618445870325	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000185624.10	P4HB	-0.948421454639734	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000185803.4	SLC52A2	-0.404003840297231	not_quantified	membrane	nontarget_membrane
ENSG00000185825.11	BCAP31	-0.396821746046843	not_quantified	membrane	nontarget_membrane
ENSG00000185883.6	ATP6V0C	-0.0224173760486297	unchanged_tumor	membrane	nontarget_membrane
ENSG00000185885.11	IFITM1	-0.944822369318489	unchanged_tumor	membrane	nontarget_membrane
ENSG00000185896.9	LAMP1	-0.253648696226869	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000186205.8	MARC1	0.165628582235184	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000186283.9	TOR3A	0.660547166208212	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000186480.8	INSIG1	-1.13531756239619	down_tumor	membrane	nontarget_membrane
ENSG00000186501.10	TMEM222	-0.765165957993258	not_quantified	membrane	membrane_tc<1.66
ENSG00000186866.12	POFUT2	-0.528256932767875	not_quantified	membrane	membrane_tc<1.66
ENSG00000187498.10	COL4A1	-0.364314922478605	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000188157.9	AGRN	-0.602131413826774	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000188603.12	CLN3	-0.220102376765955	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000188706.8	ZDHHC9	-1.33726170470235	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000188807.8	TMEM201	-0.0789633151557035	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000188811.8	NHLRC3	-0.0310231539148637	unchanged_tumor	membrane	nontarget_membrane
ENSG00000189050.10	RNFT1	-0.223498906142604	unchanged_tumor	membrane	nontarget_membrane
ENSG00000196352.9	CD55	-2.24431959156407	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000196411.5	EPHB4	-0.281045876621972	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000196547.10	MAN2A2	-0.19438840839882	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000196562.10	SULF2	-0.96386538838209	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000196576.10	PLXNB2	-0.928598504641149	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000196584.2	XRCC2	0.751775424867369	not_quantified	membrane	nontarget_membrane
ENSG00000196715.5	VKORC1L1	-0.499287706036972	not_quantified	membrane	nontarget_membrane
ENSG00000196743.4	GM2A	0.0162674980360473	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000196776.10	CD47	-0.787016370516981	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000196937.6	FAM3C	-1.31317719217218	down_tumor	membrane	nontarget_membrane
ENSG00000196950.9	SLC39A10	-1.40306341309791	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000197081.8	IGF2R	-0.166531831225923	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000197136.4	PCNXL3	-0.388050081655064	not_quantified	membrane	membrane_tc<1.66
ENSG00000197217.8	ENTPD4	-0.932508823506986	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000197375.8	SLC22A5	-0.363366646657545	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000197563.5	PIGN	-0.94968131913147	not_quantified	membrane	membrane_tc<1.66
ENSG00000197586.8	ENTPD6	-0.360061766779482	not_quantified	membrane	membrane_tc<1.66
ENSG00000197746.9	PSAP	-0.296676794099863	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000197822.6	OCLN	-1.08481313096847	down_tumor	membrane	membrane_tc<1.66
ENSG00000197858.6	GPAA1	-0.503499510320792	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000197930.8	ERO1L	-1.65190690972919	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000197965.7	MPZL1	-0.710728948991534	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000197977.3	ELOVL2	0.114667871396453	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000198171.8	DDRGK1	-1.21676824198382	down_tumor	membrane	membrane_tc<1.66
ENSG00000198189.6	HSD17B11	-0.935514941005235	not_quantified	membrane	nontarget_membrane
ENSG00000198363.11	ASPH	0.361738330952744	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000198663.12	C6orf89	-0.483442839988341	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000198695.2	MT-ND6	0.921776529730396	not_quantified	membrane	nontarget_membrane
ENSG00000198712.1	MT-CO2	0.627978458506381	not_quantified	membrane	nontarget_membrane
ENSG00000198715.7	C1orf85	0.0565673626985291	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000198727.2	MT-CYB	0.109126640155978	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198732.6	SMOC1	-1.1407804181319	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000198763.3	MT-ND2	0.707558717343078	not_quantified	membrane	nontarget_membrane
ENSG00000198786.2	MT-ND5	0.139099234761078	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198792.8	TMEM184B	-0.419653409718449	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000198804.2	MT-CO1	-0.162091758763407	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198818.5	SFT2D1	-0.635033778912202	not_quantified	membrane	membrane_tc<1.66
ENSG00000198832.6	SELM	0.766092788419962	not_quantified	membrane	nontarget_membrane
ENSG00000198840.2	MT-ND3	1.26295678249319	up_tumor	membrane	nontarget_membrane
ENSG00000198843.8	SELT	-0.214625479286313	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000198886.2	MT-ND4	-0.0503648338143703	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198888.2	MT-ND1	0.484888286612753	not_quantified	membrane	nontarget_membrane
ENSG00000198899.2	MT-ATP6	0.253226692190673	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198911.7	SREBF2	-0.762132663846352	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000198925.6	ATG9A	-0.245018324294227	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000198938.2	MT-CO3	0.0708369019160261	unchanged_tumor	membrane	nontarget_membrane
ENSG00000198951.7	NAGA	-0.871227729478971	not_quantified	membrane	membrane_tc<1.66
ENSG00000204070.5	SYS1	-0.489165373416295	not_quantified	membrane	nontarget_membrane
ENSG00000204160.7	ZDHHC18	-0.26039923254895	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000204267.9	TAP2	0.316516886618372	unchanged_tumor	membrane	nontarget_membrane
ENSG00000204310.6	AGPAT1	-0.419239992153536	not_quantified	membrane	nontarget_membrane
ENSG00000204386.6	NEU1	-0.269067819414648	unchanged_tumor	membrane	nontarget_membrane
ENSG00000204427.7	ABHD16A	-0.990512329187185	not_quantified	membrane	nontarget_membrane
ENSG00000204516.5	MICB	0.949794173504723	not_quantified	membrane	nontarget_membrane
ENSG00000204520.8	MICA	-0.222129880058596	unchanged_tumor	membrane	nontarget_membrane
ENSG00000204525.10	HLA-C	-0.616876807326289	not_quantified	membrane	nontarget_membrane
ENSG00000204580.7	DDR1	-1.26186779855082	down_tumor	membrane	nontarget_membrane
ENSG00000204592.5	HLA-E	-0.827491101341918	not_quantified	membrane	nontarget_membrane
ENSG00000204642.9	HLA-F	1.69150352424368	up_tumor	membrane	nontarget_membrane
ENSG00000204852.11	TCTN1	-0.261155854820017	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000205060.6	SLC35B4	0.883386681448662	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000205155.3	PSENEN	-0.712677782174015	not_quantified	membrane	membrane_tc<1.66
ENSG00000205213.9	LGR4	-0.535961728911583	not_quantified	membrane	membrane_tc<1.66
ENSG00000206503.7	HLA-A	-0.910900337419682	not_quantified	membrane	nontarget_membrane
ENSG00000206527.5	PTPLB	-0.280063429929272	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000211445.7	GPX3	-0.866186576356671	not_quantified	membrane	nontarget_membrane
ENSG00000212907.2	MT-ND4L	0.448848694608357	not_quantified	membrane	nontarget_membrane
ENSG00000213064.5	SFT2D2	-1.07588489371562	down_tumor	membrane	membrane_tc<1.66
ENSG00000213593.5	TMX2	-0.210395433389055	unchanged_tumor	membrane	nontarget_membrane
ENSG00000213614.5	HEXA	-0.901637201249253	not_quantified	membrane	nontarget_membrane
ENSG00000213625.4	LEPROT	-0.57013511924184	not_quantified	membrane	nontarget_membrane
ENSG00000213676.6	ATF6B	0.0787661585467409	unchanged_tumor	membrane	nontarget_membrane
ENSG00000213853.5	EMP2	0.627226753525848	not_quantified	membrane	nontarget_membrane
ENSG00000214021.11	TTLL3	-0.335187976832307	unchanged_tumor	membrane	nontarget_membrane
ENSG00000214160.5	ALG3	-0.769104516834654	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000216490.3	IFI30	0.0875888506855602	unchanged_tumor	membrane	nontarget_membrane
ENSG00000219200.6	RNASEK	0.267210427884005	unchanged_tumor	membrane	nontarget_membrane
ENSG00000221988.8	PPT2	0.0655816041414261	unchanged_tumor	membrane	nontarget_membrane
ENSG00000226479.3	TMEM185B	0.020289076707567	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000227500.5	SCAMP4	0.349837613361993	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000228253.1	MT-ATP8	1.15760177579096	up_tumor	membrane	nontarget_membrane
ENSG00000231925.7	TAPBP	-0.293961339468303	unchanged_tumor	membrane	nontarget_membrane
ENSG00000234745.5	HLA-B	-0.430342689512223	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000239264.4	TXNDC5	-0.872054190752261	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000240849.6	TMEM189	-0.175260843158598	unchanged_tumor	membrane	nontarget_membrane
ENSG00000240857.1	RDH14	-0.296517571096359	unchanged_tumor	membrane	nontarget_membrane
ENSG00000242574.4	HLA-DMB	-1.60876198490909	down_tumor	membrane	nontarget_membrane
ENSG00000243279.2	PRAF2	-0.557857898577134	not_quantified	membrane	nontarget_membrane
ENSG00000243449.2	C4orf48	1.80984253774958	up_tumor	membrane	nontarget_membrane
ENSG00000243646.4	IL10RB	-0.243290964005989	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000243749.1	ZMYM6NB	-0.67809440456314	not_quantified	membrane	nontarget_membrane
ENSG00000244038.5	DDOST	-0.637228316216659	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000250722.1	SEPP1	-1.31442423477155	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000257727.1	CNPY2	-0.0676098729741998	unchanged_tumor	membrane	membrane_tc<1.66
ENSGR0000002586.13	CD99	-0.943622704061638	not_quantified	membrane	nontarget_membrane
